n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        8 4.6634 1.925e-02 3.409e-10     -     - 6.578e-08     -    - 7.548e-08     -    - 
       5    1024   77120    51520    25600        8 4.6191 1.854e-02 1.064e-11 32.03  5.02 2.061e-09 31.91 5.00 4.723e-09 15.98 4.02 
       6    4096  307840   205440   102400        8 4.6847 1.960e-02 3.326e-13 32.00  5.01 8.163e-11 25.25 4.66 2.953e-10 15.99 4.01 
       7   16384 1230080   820480   409600        8 4.7064 1.996e-02 2.180e-14 15.25  3.94 2.812e-11  2.90 1.54 1.845e-11 16.00 4.00 
       8   65536 4917760  3279360  1638400        8 4.7050 1.994e-02 5.499e-14  0.40 -1.34 1.448e-11  1.94 0.96 1.240e-12 14.88 3.90 
