n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        8 5.3730 3.244e-02 3.409e-10     -     - 6.578e-08     -    - 7.548e-08     -    - 
       5    1024   77120    51520    25600        8 4.5465 1.739e-02 1.064e-11 32.03  5.02 2.061e-09 31.92 5.00 4.723e-09 15.98 4.02 
       6    4096  307840   205440   102400        8 4.9279 2.380e-02 3.328e-13 31.98  5.01 1.501e-10 13.73 3.78 2.953e-10 15.99 4.01 
       7   16384 1230080   820480   409600        8 4.8365 2.218e-02 2.023e-14 16.45  4.04 4.935e-11  3.04 1.60 1.846e-11 16.00 4.00 
       8   65536 4917760  3279360  1638400        8 4.8333 2.212e-02 8.547e-14  0.24 -2.08 2.524e-11  1.96 0.97 1.321e-12 13.98 3.81 
