n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        8 4.5472 1.741e-02 3.409e-10     -     - 6.578e-08     -    - 7.548e-08     -    - 
       5    1024   77120    51520    25600        8 4.6490 1.902e-02 1.064e-11 32.03  5.02 2.062e-09 31.90 5.00 4.723e-09 15.98 4.02 
       6    4096  307840   205440   102400        8 4.7887 2.135e-02 3.326e-13 32.00  5.01 9.980e-11 20.66 4.37 2.953e-10 15.99 4.01 
       7   16384 1230080   820480   409600        8 4.8177 2.185e-02 1.966e-14 16.92  4.09 4.382e-11  2.28 1.19 1.846e-11 16.00 4.00 
       8   65536 4917760  3279360  1638400        8 4.8164 2.183e-02 8.462e-14  0.23 -2.11 2.239e-11  1.96 0.97 1.312e-12 14.07 3.82 
