n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        8 4.8102 2.172e-02 3.409e-10     -     - 6.578e-08     -    - 7.548e-08     -    - 
       5    1024   77120    51520    25600        8 4.6592 1.919e-02 1.064e-11 32.03  5.02 2.062e-09 31.90 5.00 4.723e-09 15.98 4.02 
       6    4096  307840   205440   102400        8 4.7083 1.999e-02 3.326e-13 32.00  5.01 8.637e-11 23.88 4.58 2.953e-10 15.99 4.01 
       7   16384 1230080   820480   409600        8 4.7673 2.098e-02 2.143e-14 15.52  3.96 3.745e-11  2.31 1.21 1.846e-11 16.00 4.00 
       8   65536 4917760  3279360  1638400        8 4.7673 2.099e-02 5.539e-14  0.39 -1.37 1.926e-11  1.94 0.96 1.240e-12 14.88 3.90 
