n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        8 5.5792 3.682e-02 3.409e-10     -     - 6.578e-08     -    - 7.548e-08     -    - 
       5    1024   77120    51520    25600        8 5.4355 3.374e-02 1.064e-11 32.03  5.02 2.061e-09 31.92 5.00 4.723e-09 15.98 4.02 
       6    4096  307840   205440   102400        8 5.5951 3.717e-02 3.337e-13 31.89  5.01 8.286e-11 24.87 4.64 2.953e-10 16.00 4.01 
       7   16384 1230080   820480   409600        8 5.5326 3.581e-02 2.991e-14 11.16  3.48 2.315e-11  3.58 1.84 1.846e-11 16.00 4.00 
       8   65536 4917760  3279360  1638400        8 5.2231 2.940e-02 5.394e-14  0.55 -0.85 4.808e-12  4.82 2.27 1.236e-12 14.93 3.90 
