n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        8 9.9688 1.576e-01 3.409e-10     -     - 6.579e-08     -    - 7.548e-08     -    - 
       5    1024   77120    51520    25600        8 8.9466 1.276e-01 1.065e-11 32.00  5.02 2.089e-09 31.49 4.98 4.724e-09 15.98 4.02 
       6    4096  307840   205440   102400        8 8.6304 1.183e-01 3.392e-13 31.40  4.98 9.097e-11 22.97 4.52 2.953e-10 15.99 4.01 
       7   16384 1230080   820480   409600        8 8.4379 1.127e-01 2.804e-14 12.10  3.60 2.245e-11  4.05 2.02 1.848e-11 15.98 4.00 
       8   65536 4917760  3279360  1638400        8 8.3806 1.110e-01 8.467e-14  0.33 -1.60 9.822e-12  2.29 1.19 1.377e-12 13.43 3.75 
