n_levels n_cells n_dofs  n_colors n_iter reduction       L2_error           energy_error     
       7   16384  148225        8 4.8428 2.229e-02 1.495e-07    -     - 2.375e-03    -     - 
       8   65536  591361        8 4.8443 2.231e-02 5.157e-07 0.29 -1.79 1.417e-03 1.68  0.75 
       9  262144 2362369        8 4.8449 2.232e-02 5.159e-06 0.10 -3.33 3.655e-03 0.39 -1.37 
      10 1048576 9443329        8 4.8452 2.233e-02 1.981e-04 0.03 -5.27 1.261e-02 0.29 -1.79 
