n_levels n_cells n_dofs  n_colors n_iter  reduction       L2_error           energy_error     
       7   16384  148225        8 11.5606 2.032e-01 4.212e-07    -     - 2.461e-03    -     - 
       8   65536  591361        8 11.6234 2.050e-01 1.515e-06 0.28 -1.85 2.331e-03 1.06  0.08 
       9  262144 2362369        8 11.6763 2.065e-01 6.224e-06 0.24 -2.04 6.315e-03 0.37 -1.44 
      10 1048576 9443329        8 11.7004 2.071e-01 1.991e-04 0.03 -5.00 1.892e-02 0.33 -1.58 
