n_levels n_cells n_dofs  n_colors n_iter  reduction       L2_error           energy_error     
       7   16384  148225        1 11.7744 2.092e-01 3.678e-07    -     - 2.408e-03    -     - 
       8   65536  591361        1 11.7113 2.074e-01 1.183e-06 0.31 -1.69 1.659e-03 1.45  0.54 
       9  262144 2362369        1 11.6374 2.054e-01 5.272e-06 0.22 -2.16 3.903e-03 0.43 -1.24 
      10 1048576 9443329        1 11.5883 2.040e-01 1.954e-04 0.03 -5.21 1.250e-02 0.31 -1.68 
