n_levels n_cells n_dofs  n_colors n_iter  reduction       L2_error          energy_error     
       7   16384   66049        1 31.3802 5.560e-01 3.682e-05    -     - 2.243e-01    -    - 
       8   65536  263169        1 34.7957 5.890e-01 7.653e-06 4.81  2.27 1.120e-01 2.00 1.00 
       9  262144 1050625        1 37.5542 6.123e-01 5.532e-06 1.38  0.47 5.606e-02 2.00 1.00 
      10 1048576 4198401        1 40.1118 6.318e-01 1.271e-04 0.04 -4.52 2.917e-02 1.92 0.94 
