n_levels n_cells n_dofs  n_colors n_iter  reduction       L2_error           energy_error     
       6    4096  148225        1 10.4980 1.730e-01 5.359e-07    -     - 6.816e-04    -     - 
       7   16384  591361        1 10.2632 1.662e-01 8.165e-06 0.07 -3.94 1.257e-03 0.54 -0.88 
       8   65536 2362369        1  9.8739 1.548e-01 1.180e-04 0.07 -3.86 1.060e-02 0.12 -3.08 
       9  262144 9443329        1  9.8522 1.542e-01 1.636e-03 0.07 -3.80 6.523e-02 0.16 -2.62 
