n_levels n_cells n_dofs  n_colors n_iter reduction       L2_error           energy_error     
       5    1024   50625        8 2.3840 4.409e-04 2.290e-07    -     - 6.925e-05    -     - 
       6    4096  201601        8 2.3611 4.091e-04 7.040e-07 0.33 -1.63 1.610e-04 0.43 -1.22 
       7   16384  804609        8 1.9991 9.959e-05 5.382e-05 0.01 -6.27 5.712e-02 0.00 -8.48 
       8   65536 3214849        8 1.9923 9.650e-05 2.615e-05 2.06  1.04 1.442e-01 0.40 -1.34 
