n_levels n_cells n_dofs  n_colors n_iter  reduction       L2_error           energy_error     
       7   16384  148225        1 10.4372 1.712e-01 3.503e-07    -     - 2.352e-03    -     - 
       8   65536  591361        1 10.3861 1.697e-01 7.713e-07 0.45 -1.14 9.824e-04 2.39  1.26 
       9  262144 2362369        1 10.3300 1.681e-01 4.392e-06 0.18 -2.51 1.961e-03 0.50 -1.00 
      10 1048576 9443329        1 10.2968 1.671e-01 1.859e-04 0.02 -5.41 8.663e-03 0.23 -2.14 
