n_levels n_cells  n_dofs   n_colors n_iter reduction       L2_error       
       4    4096    531441        8 3.7533 7.388e-03 4.820e-09    -     - 
       5   32768   4173281        8 3.7742 7.592e-03 6.118e-09 0.79 -0.35 
       6  262144  33076161        8 3.7884 7.732e-03 7.854e-09 0.78 -0.36 
       7 2097152 263374721        8 3.7971 7.818e-03 9.394e-09 0.84 -0.26 
