# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_1> 
0 0 
0.00125 0.00371003 
0.0025 0.00741492 
0.00375 0.0111144 
0.005 0.0148083 
0.00625 0.0184963 
0.0075 0.0221783 
0.00875 0.0258538 
0.01 0.0295229 
0.01125 0.0331851 
0.0125 0.0368403 
0.01375 0.0404883 
0.015 0.0441289 
0.01625 0.0477617 
0.0175 0.0513866 
0.01875 0.0550034 
0.02 0.0586119 
0.02125 0.0622118 
0.0225 0.065803 
0.02375 0.0693852 
0.025 0.0729582 
0.02625 0.0765218 
0.0275 0.0800759 
0.02875 0.0836202 
0.03 0.0871545 
0.03125 0.0906786 
0.0325 0.0941924 
0.03375 0.0976956 
0.035 0.101188 
0.03625 0.104669 
0.0375 0.10814 
0.03875 0.111599 
0.04 0.115046 
0.04125 0.118482 
0.0425 0.121906 
0.04375 0.125318 
0.045 0.128718 
0.04625 0.132105 
0.0475 0.13548 
0.04875 0.138842 
0.05 0.142191 
0.05125 0.145527 
0.0525 0.14885 
0.05375 0.152159 
0.055 0.155455 
0.05625 0.158737 
0.0575 0.162005 
0.05875 0.165259 
0.06 0.168499 
0.06125 0.171725 
0.0625 0.174936 
0.06375 0.178132 
0.065 0.181314 
0.06625 0.18448 
0.0675 0.187632 
0.06875 0.190768 
0.07 0.193889 
0.07125 0.196994 
0.0725 0.200084 
0.07375 0.203157 
0.075 0.206215 
0.07625 0.209257 
0.0775 0.212282 
0.07875 0.215291 
0.08 0.218284 
0.08125 0.22126 
0.0825 0.224219 
0.08375 0.227161 
0.085 0.230087 
0.08625 0.232995 
0.0875 0.235886 
0.08875 0.238759 
0.09 0.241615 
0.09125 0.244454 
0.0925 0.247274 
0.09375 0.250077 
0.095 0.252862 
0.09625 0.255629 
0.0975 0.258377 
0.09875 0.261107 
0.1 0.263819 
0.10125 0.266512 
0.1025 0.269187 
0.10375 0.271843 
0.105 0.27448 
0.10625 0.277098 
0.1075 0.279697 
0.10875 0.282276 
0.11 0.284837 
0.11125 0.287378 
0.1125 0.2899 
0.11375 0.292402 
0.115 0.294885 
0.11625 0.297347 
0.1175 0.29979 
0.11875 0.302213 
0.12 0.304616 
0.12125 0.306999 
0.1225 0.309362 
0.12375 0.311704 
0.125 0.314026 
0.12625 0.316328 
0.1275 0.318609 
0.12875 0.320869 
0.13 0.323109 
0.13125 0.325327 
0.1325 0.327525 
0.13375 0.329702 
0.135 0.331858 
0.13625 0.333993 
0.1375 0.336107 
0.13875 0.3382 
0.14 0.340271 
0.14125 0.34232 
0.1425 0.344349 
0.14375 0.346355 
0.145 0.348341 
0.14625 0.350304 
0.1475 0.352246 
0.14875 0.354166 
0.15 0.356064 
0.15125 0.35794 
0.1525 0.359794 
0.15375 0.361626 
0.155 0.363435 
0.15625 0.365223 
0.1575 0.366988 
0.15875 0.368732 
0.16 0.370452 
0.16125 0.37215 
0.1625 0.373826 
0.16375 0.37548 
0.165 0.37711 
0.16625 0.378718 
0.1675 0.380303 
0.16875 0.381866 
0.17 0.383406 
0.17125 0.384923 
0.1725 0.386417 
0.17375 0.387888 
0.175 0.389336 
0.17625 0.390761 
0.1775 0.392163 
0.17875 0.393541 
0.18 0.394897 
0.18125 0.396229 
0.1825 0.397538 
0.18375 0.398824 
0.185 0.400087 
0.18625 0.401326 
0.1875 0.402541 
0.18875 0.403734 
0.19 0.404902 
0.19125 0.406048 
0.1925 0.407169 
0.19375 0.408267 
0.195 0.409341 
0.19625 0.410392 
0.1975 0.411419 
0.19875 0.412422 
0.2 0.413402 
0.20125 0.414357 
0.2025 0.415289 
0.20375 0.416197 
0.205 0.417081 
0.20625 0.417942 
0.2075 0.418778 
0.20875 0.41959 
0.21 0.420378 
0.21125 0.421143 
0.2125 0.421883 
0.21375 0.422599 
0.215 0.423291 
0.21625 0.423959 
0.2175 0.424603 
0.21875 0.425223 
0.22 0.425819 
0.22125 0.42639 
0.2225 0.426937 
0.22375 0.42746 
0.225 0.427959 
0.22625 0.428434 
0.2275 0.428884 
0.22875 0.42931 
0.23 0.429712 
0.23125 0.430089 
0.2325 0.430443 
0.23375 0.430771 
0.235 0.431076 
0.23625 0.431356 
0.2375 0.431612 
0.23875 0.431844 
0.24 0.432051 
0.24125 0.432234 
0.2425 0.432392 
0.24375 0.432526 
0.245 0.432636 
0.24625 0.432721 
0.2475 0.432782 
0.24875 0.432819 
0.25 0.432831 
0.25125 0.432819 
0.2525 0.432782 
0.25375 0.432721 
0.255 0.432636 
0.25625 0.432526 
0.2575 0.432392 
0.25875 0.432234 
0.26 0.432051 
0.26125 0.431844 
0.2625 0.431612 
0.26375 0.431356 
0.265 0.431076 
0.26625 0.430771 
0.2675 0.430443 
0.26875 0.430089 
0.27 0.429712 
0.27125 0.42931 
0.2725 0.428884 
0.27375 0.428434 
0.275 0.427959 
0.27625 0.42746 
0.2775 0.426937 
0.27875 0.42639 
0.28 0.425819 
0.28125 0.425223 
0.2825 0.424603 
0.28375 0.423959 
0.285 0.423291 
0.28625 0.422599 
0.2875 0.421883 
0.28875 0.421143 
0.29 0.420378 
0.29125 0.41959 
0.2925 0.418778 
0.29375 0.417942 
0.295 0.417081 
0.29625 0.416197 
0.2975 0.415289 
0.29875 0.414357 
0.3 0.413402 
0.30125 0.412422 
0.3025 0.411419 
0.30375 0.410392 
0.305 0.409341 
0.30625 0.408267 
0.3075 0.407169 
0.30875 0.406048 
0.31 0.404902 
0.31125 0.403734 
0.3125 0.402541 
0.31375 0.401326 
0.315 0.400087 
0.31625 0.398824 
0.3175 0.397538 
0.31875 0.396229 
0.32 0.394897 
0.32125 0.393541 
0.3225 0.392163 
0.32375 0.390761 
0.325 0.389336 
0.32625 0.387888 
0.3275 0.386417 
0.32875 0.384923 
0.33 0.383406 
0.33125 0.381866 
0.3325 0.380303 
0.33375 0.378718 
0.335 0.37711 
0.33625 0.37548 
0.3375 0.373826 
0.33875 0.37215 
0.34 0.370452 
0.34125 0.368732 
0.3425 0.366988 
0.34375 0.365223 
0.345 0.363435 
0.34625 0.361626 
0.3475 0.359794 
0.34875 0.35794 
0.35 0.356064 
0.35125 0.354166 
0.3525 0.352246 
0.35375 0.350304 
0.355 0.348341 
0.35625 0.346355 
0.3575 0.344349 
0.35875 0.34232 
0.36 0.340271 
0.36125 0.3382 
0.3625 0.336107 
0.36375 0.333993 
0.365 0.331858 
0.36625 0.329702 
0.3675 0.327525 
0.36875 0.325327 
0.37 0.323109 
0.37125 0.320869 
0.3725 0.318609 
0.37375 0.316328 
0.375 0.314026 
0.37625 0.311704 
0.3775 0.309362 
0.37875 0.306999 
0.38 0.304616 
0.38125 0.302213 
0.3825 0.29979 
0.38375 0.297347 
0.385 0.294885 
0.38625 0.292402 
0.3875 0.2899 
0.38875 0.287378 
0.39 0.284837 
0.39125 0.282276 
0.3925 0.279697 
0.39375 0.277098 
0.395 0.27448 
0.39625 0.271843 
0.3975 0.269187 
0.39875 0.266512 
0.4 0.263819 
0.40125 0.261107 
0.4025 0.258377 
0.40375 0.255629 
0.405 0.252862 
0.40625 0.250077 
0.4075 0.247274 
0.40875 0.244454 
0.41 0.241615 
0.41125 0.238759 
0.4125 0.235886 
0.41375 0.232995 
0.415 0.230087 
0.41625 0.227161 
0.4175 0.224219 
0.41875 0.22126 
0.42 0.218284 
0.42125 0.215291 
0.4225 0.212282 
0.42375 0.209257 
0.425 0.206215 
0.42625 0.203157 
0.4275 0.200084 
0.42875 0.196994 
0.43 0.193889 
0.43125 0.190768 
0.4325 0.187632 
0.43375 0.18448 
0.435 0.181314 
0.43625 0.178132 
0.4375 0.174936 
0.43875 0.171725 
0.44 0.168499 
0.44125 0.165259 
0.4425 0.162005 
0.44375 0.158737 
0.445 0.155455 
0.44625 0.152159 
0.4475 0.14885 
0.44875 0.145527 
0.45 0.142191 
0.45125 0.138842 
0.4525 0.13548 
0.45375 0.132105 
0.455 0.128718 
0.45625 0.125318 
0.4575 0.121906 
0.45875 0.118482 
0.46 0.115046 
0.46125 0.111599 
0.4625 0.10814 
0.46375 0.104669 
0.465 0.101188 
0.46625 0.0976956 
0.4675 0.0941924 
0.46875 0.0906786 
0.47 0.0871545 
0.47125 0.0836202 
0.4725 0.0800759 
0.47375 0.0765218 
0.475 0.0729582 
0.47625 0.0693852 
0.4775 0.065803 
0.47875 0.0622118 
0.48 0.0586119 
0.48125 0.0550034 
0.4825 0.0513866 
0.48375 0.0477617 
0.485 0.0441289 
0.48625 0.0404883 
0.4875 0.0368403 
0.48875 0.0331851 
0.49 0.0295229 
0.49125 0.0258538 
