# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_2> 
0 0 
0.00125 -0.00392475 
0.0025 -0.00784927 
0.00375 -0.0117732 
0.005 -0.0156961 
0.00625 -0.0196176 
0.0075 -0.0235374 
0.00875 -0.0274551 
0.01 -0.0313703 
0.01125 -0.0352826 
0.0125 -0.0391917 
0.01375 -0.0430972 
0.015 -0.0469988 
0.01625 -0.0508959 
0.0175 -0.0547884 
0.01875 -0.0586758 
0.02 -0.0625578 
0.02125 -0.066434 
0.0225 -0.0703041 
0.02375 -0.0741676 
0.025 -0.0780243 
0.02625 -0.0818738 
0.0275 -0.0857157 
0.02875 -0.0895497 
0.03 -0.0933754 
0.03125 -0.0971924 
0.0325 -0.101001 
0.03375 -0.104799 
0.035 -0.108588 
0.03625 -0.112368 
0.0375 -0.116136 
0.03875 -0.119894 
0.04 -0.123641 
0.04125 -0.127377 
0.0425 -0.131101 
0.04375 -0.134813 
0.045 -0.138513 
0.04625 -0.1422 
0.0475 -0.145873 
0.04875 -0.149534 
0.05 -0.153181 
0.05125 -0.156814 
0.0525 -0.160432 
0.05375 -0.164036 
0.055 -0.167625 
0.05625 -0.171199 
0.0575 -0.174757 
0.05875 -0.178299 
0.06 -0.181825 
0.06125 -0.185334 
0.0625 -0.188827 
0.06375 -0.192303 
0.065 -0.195761 
0.06625 -0.199201 
0.0675 -0.202623 
0.06875 -0.206027 
0.07 -0.209413 
0.07125 -0.212779 
0.0725 -0.216126 
0.07375 -0.219454 
0.075 -0.222762 
0.07625 -0.226049 
0.0775 -0.229317 
0.07875 -0.232563 
0.08 -0.235789 
0.08125 -0.238994 
0.0825 -0.242177 
0.08375 -0.245338 
0.085 -0.248478 
0.08625 -0.251595 
0.0875 -0.254689 
0.08875 -0.257761 
0.09 -0.260809 
0.09125 -0.263834 
0.0925 -0.266836 
0.09375 -0.269814 
0.095 -0.272767 
0.09625 -0.275696 
0.0975 -0.278601 
0.09875 -0.28148 
0.1 -0.284335 
0.10125 -0.287164 
0.1025 -0.289967 
0.10375 -0.292745 
0.105 -0.295496 
0.10625 -0.298221 
0.1075 -0.30092 
0.10875 -0.303591 
0.11 -0.306236 
0.11125 -0.308854 
0.1125 -0.311443 
0.11375 -0.314006 
0.115 -0.31654 
0.11625 -0.319046 
0.1175 -0.321524 
0.11875 -0.323973 
0.12 -0.326394 
0.12125 -0.328785 
0.1225 -0.331147 
0.12375 -0.33348 
0.125 -0.335783 
0.12625 -0.338057 
0.1275 -0.3403 
0.12875 -0.342513 
0.13 -0.344696 
0.13125 -0.346849 
0.1325 -0.34897 
0.13375 -0.351061 
0.135 -0.35312 
0.13625 -0.355148 
0.1375 -0.357145 
0.13875 -0.35911 
0.14 -0.361043 
0.14125 -0.362944 
0.1425 -0.364813 
0.14375 -0.366649 
0.145 -0.368453 
0.14625 -0.370225 
0.1475 -0.371964 
0.14875 -0.373669 
0.15 -0.375342 
0.15125 -0.376981 
0.1525 -0.378587 
0.15375 -0.380159 
0.155 -0.381697 
0.15625 -0.383202 
0.1575 -0.384673 
0.15875 -0.386109 
0.16 -0.387512 
0.16125 -0.38888 
0.1625 -0.390213 
0.16375 -0.391512 
0.165 -0.392776 
0.16625 -0.394005 
0.1675 -0.395199 
0.16875 -0.396358 
0.17 -0.397482 
0.17125 -0.39857 
0.1725 -0.399623 
0.17375 -0.400641 
0.175 -0.401622 
0.17625 -0.402569 
0.1775 -0.403479 
0.17875 -0.404353 
0.18 -0.405191 
0.18125 -0.405994 
0.1825 -0.40676 
0.18375 -0.407489 
0.185 -0.408183 
0.18625 -0.408839 
0.1875 -0.40946 
0.18875 -0.410044 
0.19 -0.410591 
0.19125 -0.411101 
0.1925 -0.411575 
0.19375 -0.412012 
0.195 -0.412412 
0.19625 -0.412775 
