# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_sqL_11> 
0 0 
0.00125 -0.00145352 
0.0025 -0.00287774 
0.00375 -0.0042734 
0.005 -0.0056412 
0.00625 -0.00698186 
0.0075 -0.00829604 
0.00875 -0.00958442 
0.01 -0.0108476 
0.01125 -0.0120863 
0.0125 -0.0133011 
0.01375 -0.0144927 
0.015 -0.0156615 
0.01625 -0.0168081 
0.0175 -0.0179332 
0.01875 -0.0190373 
0.02 -0.0201209 
0.02125 -0.0211845 
0.0225 -0.0222287 
0.02375 -0.0232539 
0.025 -0.0242606 
0.02625 -0.0252493 
0.0275 -0.0262204 
0.02875 -0.0271745 
0.03 -0.0281118 
0.03125 -0.0290329 
0.0325 -0.0299381 
0.03375 -0.0308278 
0.035 -0.0317025 
0.03625 -0.0325626 
0.0375 -0.0334082 
0.03875 -0.03424 
0.04 -0.0350581 
0.04125 -0.0358629 
0.0425 -0.0366547 
0.04375 -0.0374339 
0.045 -0.0382008 
0.04625 -0.0389556 
0.0475 -0.0396987 
0.04875 -0.0404303 
0.05 -0.0411506 
0.05125 -0.0418601 
0.0525 -0.0425589 
0.05375 -0.0432472 
0.055 -0.0439254 
0.05625 -0.0445935 
0.0575 -0.045252 
0.05875 -0.0459009 
0.06 -0.0465405 
0.06125 -0.0471709 
0.0625 -0.0477925 
0.06375 -0.0484053 
0.065 -0.0490095 
0.06625 -0.0496054 
0.0675 -0.0501931 
0.06875 -0.0507727 
0.07 -0.0513444 
0.07125 -0.0519084 
0.0725 -0.0524648 
0.07375 -0.0530137 
0.075 -0.0535553 
0.07625 -0.0540898 
0.0775 -0.0546171 
0.07875 -0.0551375 
0.08 -0.0556511 
0.08125 -0.0561579 
0.0825 -0.0566581 
0.08375 -0.0571518 
0.085 -0.0576391 
0.08625 -0.05812 
0.0875 -0.0585947 
0.08875 -0.0590632 
0.09 -0.0595256 
0.09125 -0.059982 
0.0925 -0.0604325 
0.09375 -0.0608771 
0.095 -0.0613159 
0.09625 -0.061749 
0.0975 -0.0621764 
0.09875 -0.0625981 
0.1 -0.0630143 
0.10125 -0.063425 
0.1025 -0.0638301 
0.10375 -0.0642299 
0.105 -0.0646242 
0.10625 -0.0650132 
0.1075 -0.0653969 
0.10875 -0.0657753 
0.11 -0.0661484 
0.11125 -0.0665163 
0.1125 -0.066879 
0.11375 -0.0672366 
0.115 -0.067589 
0.11625 -0.0679363 
0.1175 -0.0682785 
0.11875 -0.0686156 
0.12 -0.0689477 
0.12125 -0.0692747 
0.1225 -0.0695967 
0.12375 -0.0699136 
0.125 -0.0702256 
0.12625 -0.0705325 
0.1275 -0.0708345 
0.12875 -0.0711314 
0.13 -0.0714234 
0.13125 -0.0717105 
0.1325 -0.0719925 
0.13375 -0.0722697 
0.135 -0.0725418 
0.13625 -0.072809 
0.1375 -0.0730713 
0.13875 -0.0733286 
0.14 -0.073581 
0.14125 -0.0738285 
0.1425 -0.074071 
0.14375 -0.0743085 
0.145 -0.0745411 
0.14625 -0.0747688 
0.1475 -0.0749915 
0.14875 -0.0752093 
0.15 -0.0754221 
0.15125 -0.07563 
0.1525 -0.075833 
0.15375 -0.0760309 
0.155 -0.076224 
0.15625 -0.0764121 
0.1575 -0.0765952 
0.15875 -0.0767734 
0.16 -0.0769466 
0.16125 -0.0771148 
0.1625 -0.0772781 
0.16375 -0.0774364 
0.165 -0.0775898 
0.16625 -0.0777382 
0.1675 -0.0778816 
0.16875 -0.0780201 
0.17 -0.0781537 
0.17125 -0.0782822 
0.1725 -0.0784058 
0.17375 -0.0785245 
0.175 -0.0786382 
0.17625 -0.0787469 
0.1775 -0.0788507 
0.17875 -0.0789496 
0.18 -0.0790435 
0.18125 -0.0791325 
0.1825 -0.0792165 
0.18375 -0.0792957 
0.185 -0.0793699 
0.18625 -0.0794392 
0.1875 -0.0795036 
0.18875 -0.0795631 
0.19 -0.0796178 
0.19125 -0.0796675 
0.1925 -0.0797124 
0.19375 -0.0797524 
0.195 -0.0797876 
0.19625 -0.079818 
0.1975 -0.0798436 
0.19875 -0.0798643 
0.2 -0.0798802 
0.20125 -0.0798914 
0.2025 -0.0798978 
