# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_12> 
0 0 
0.00125 -0.0433117 
0.0025 -0.0826677 
0.00375 -0.118256 
0.005 -0.15026 
0.00625 -0.178856 
0.0075 -0.204216 
0.00875 -0.226506 
0.01 -0.245888 
0.01125 -0.262518 
0.0125 -0.276546 
0.01375 -0.288119 
0.015 -0.297378 
0.01625 -0.304461 
0.0175 -0.309499 
0.01875 -0.31262 
0.02 -0.313947 
0.02125 -0.313599 
0.0225 -0.311691 
0.02375 -0.308334 
0.025 -0.303634 
0.02625 -0.297693 
0.0275 -0.29061 
0.02875 -0.282481 
0.03 -0.273396 
0.03125 -0.263443 
0.0325 -0.252706 
0.03375 -0.241267 
0.035 -0.229201 
0.03625 -0.216584 
0.0375 -0.203486 
0.03875 -0.189974 
0.04 -0.176114 
0.04125 -0.161967 
0.0425 -0.147592 
0.04375 -0.133044 
0.045 -0.118378 
0.04625 -0.103642 
0.0475 -0.0888862 
0.04875 -0.0741547 
0.05 -0.0594906 
0.05125 -0.0449344 
0.0525 -0.0305241 
0.05375 -0.0162956 
0.055 -0.00228249 
0.05625 0.0114838 
0.0575 0.0249739 
0.05875 0.0381604 
0.06 0.051018 
0.06125 0.0635232 
0.0625 0.0756543 
0.06375 0.0873916 
0.065 0.098717 
0.06625 0.109614 
0.0675 0.120068 
0.06875 0.130065 
0.07 0.139594 
0.07125 0.148645 
0.0725 0.157209 
0.07375 0.165278 
0.075 0.172845 
0.07625 0.179908 
0.0775 0.18646 
0.07875 0.192501 
0.08 0.198028 
0.08125 0.203041 
0.0825 0.207541 
0.08375 0.21153 
0.085 0.21501 
0.08625 0.217984 
0.0875 0.220458 
0.08875 0.222436 
0.09 0.223925 
0.09125 0.22493 
0.0925 0.22546 
0.09375 0.225523 
0.095 0.225127 
0.09625 0.224281 
0.0975 0.222997 
0.09875 0.221283 
0.1 0.219151 
0.10125 0.216612 
0.1025 0.213679 
0.10375 0.210362 
0.105 0.206676 
0.10625 0.202632 
0.1075 0.198244 
0.10875 0.193526 
0.11 0.18849 
0.11125 0.183152 
0.1125 0.177525 
0.11375 0.171623 
0.115 0.165462 
0.11625 0.159055 
0.1175 0.152417 
0.11875 0.145564 
0.12 0.138509 
0.12125 0.131268 
0.1225 0.123856 
0.12375 0.116287 
0.125 0.108576 
0.12625 0.100739 
0.1275 0.0927891 
0.12875 0.0847416 
0.13 0.0766111 
0.13125 0.0684118 
0.1325 0.060158 
0.13375 0.051864 
0.135 0.0435435 
0.13625 0.0352103 
0.1375 0.0268781 
0.13875 0.0185601 
0.14 0.0102696 
0.14125 0.0020193 
0.1425 -0.006178 
0.14375 -0.0143099 
0.145 -0.0223644 
0.14625 -0.0303295 
0.1475 -0.0381937 
0.14875 -0.0459458 
0.15 -0.0535747 
0.15125 -0.0610699 
0.1525 -0.0684209 
0.15375 -0.0756179 
0.155 -0.0826511 
0.15625 -0.0895112 
0.1575 -0.0961893 
0.15875 -0.102677 
0.16 -0.108965 
0.16125 -0.115047 
0.1625 -0.120915 
0.16375 -0.126561 
0.165 -0.131978 
0.16625 -0.137161 
0.1675 -0.142104 
0.16875 -0.1468 
0.17 -0.151244 
0.17125 -0.155432 
0.1725 -0.159359 
0.17375 -0.163021 
0.175 -0.166414 
0.17625 -0.169536 
0.1775 -0.172382 
0.17875 -0.17495 
0.18 -0.177239 
0.18125 -0.179247 
0.1825 -0.180971 
0.18375 -0.182411 
0.185 -0.183567 
0.18625 -0.184438 
0.1875 -0.185024 
0.18875 -0.185326 
0.19 -0.185344 
0.19125 -0.18508 
0.1925 -0.184535 
0.19375 -0.183711 
0.195 -0.18261 
0.19625 -0.181235 
0.1975 -0.179588 
0.19875 -0.177674 
0.2 -0.175495 
0.20125 -0.173055 
0.2025 -0.170359 
0.20375 -0.167411 
0.205 -0.164216 
0.20625 -0.160779 
0.2075 -0.157104 
0.20875 -0.153199 
0.21 -0.149068 
0.21125 -0.144718 
0.2125 -0.140155 
0.21375 -0.135387 
0.215 -0.130419 
