# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_6> 
0 0 
0.00125 0.00472419 
0.0025 0.00557195 
0.00375 0.00275607 
0.005 -0.00351647 
0.00625 -0.0130445 
0.0075 -0.0256323 
0.00875 -0.0410899 
0.01 -0.0592328 
0.01125 -0.0798817 
0.0125 -0.102863 
0.01375 -0.128007 
0.015 -0.155151 
0.01625 -0.184137 
0.0175 -0.21481 
0.01875 -0.247021 
0.02 -0.280627 
0.02125 -0.315489 
0.0225 -0.351471 
0.02375 -0.388443 
0.025 -0.42628 
0.02625 -0.464859 
0.0275 -0.504064 
0.02875 -0.543782 
0.03 -0.583904 
0.03125 -0.624325 
0.0325 -0.664943 
0.03375 -0.705663 
0.035 -0.746391 
0.03625 -0.787037 
0.0375 -0.827516 
0.03875 -0.867746 
0.04 -0.907647 
0.04125 -0.947146 
0.0425 -0.986169 
0.04375 -1.02465 
0.045 -1.06252 
0.04625 -1.09972 
0.0475 -1.13619 
0.04875 -1.17187 
0.05 -1.20671 
0.05125 -1.24067 
0.0525 -1.27369 
0.05375 -1.30573 
0.055 -1.33674 
0.05625 -1.3667 
0.0575 -1.39555 
0.05875 -1.42328 
0.06 -1.44984 
0.06125 -1.47521 
0.0625 -1.49936 
0.06375 -1.52226 
0.065 -1.5439 
0.06625 -1.56426 
0.0675 -1.58331 
0.06875 -1.60104 
0.07 -1.61744 
0.07125 -1.6325 
0.0725 -1.6462 
0.07375 -1.65853 
0.075 -1.6695 
0.07625 -1.6791 
0.0775 -1.68732 
0.07875 -1.69416 
0.08 -1.69962 
0.08125 -1.70371 
0.0825 -1.70643 
0.08375 -1.70779 
0.085 -1.70778 
0.08625 -1.70642 
0.0875 -1.70372 
0.08875 -1.69969 
0.09 -1.69434 
0.09125 -1.68767 
0.0925 -1.67972 
0.09375 -1.67049 
0.095 -1.65999 
0.09625 -1.64825 
0.0975 -1.63528 
0.09875 -1.62111 
0.1 -1.60574 
0.10125 -1.58921 
0.1025 -1.57154 
0.10375 -1.55274 
0.105 -1.53284 
0.10625 -1.51186 
0.1075 -1.48984 
0.10875 -1.46679 
0.11 -1.44274 
0.11125 -1.41771 
0.1125 -1.39174 
0.11375 -1.36485 
0.115 -1.33707 
0.11625 -1.30843 
