# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_1> 
0 0 
0.00125 3.00976e-05 
0.0025 0.000119353 
0.00375 0.000267181 
0.005 0.000472994 
0.00625 0.000736206 
0.0075 0.00105623 
0.00875 0.00143247 
0.01 0.00186435 
0.01125 0.00235128 
0.0125 0.00289266 
0.01375 0.00348791 
0.015 0.00413644 
0.01625 0.00483766 
0.0175 0.00559098 
0.01875 0.0063958 
0.02 0.00725155 
0.02125 0.00815763 
0.0225 0.00911344 
0.02375 0.0101184 
0.025 0.0111719 
0.02625 0.0122734 
0.0275 0.0134223 
0.02875 0.0146179 
0.03 0.0158598 
0.03125 0.0171473 
0.0325 0.0184797 
0.03375 0.0198566 
0.035 0.0212774 
0.03625 0.0227414 
0.0375 0.024248 
0.03875 0.0257967 
0.04 0.0273869 
0.04125 0.029018 
0.0425 0.0306894 
0.04375 0.0324005 
0.045 0.0341507 
0.04625 0.0359395 
0.0475 0.0377662 
0.04875 0.0396303 
0.05 0.0415312 
0.05125 0.0434683 
0.0525 0.045441 
0.05375 0.0474487 
0.055 0.0494908 
0.05625 0.0515669 
0.0575 0.0536762 
0.05875 0.0558181 
0.06 0.0579922 
0.06125 0.0601979 
0.0625 0.0624345 
0.06375 0.0647015 
0.065 0.0669982 
0.06625 0.0693242 
0.0675 0.0716788 
0.06875 0.0740615 
0.07 0.0764717 
0.07125 0.0789088 
0.0725 0.0813723 
0.07375 0.0838615 
0.075 0.086376 
0.07625 0.088915 
0.0775 0.0914782 
0.07875 0.0940648 
0.08 0.0966744 
0.08125 0.0993063 
0.0825 0.10196 
0.08375 0.104635 
0.085 0.107331 
0.08625 0.110046 
0.0875 0.112782 
0.08875 0.115536 
0.09 0.118309 
0.09125 0.121099 
0.0925 0.123907 
0.09375 0.126732 
0.095 0.129573 
0.09625 0.132429 
0.0975 0.135301 
0.09875 0.138187 
0.1 0.141087 
0.10125 0.144001 
0.1025 0.146928 
0.10375 0.149867 
0.105 0.152818 
0.10625 0.15578 
0.1075 0.158753 
0.10875 0.161737 
0.11 0.16473 
0.11125 0.167732 
0.1125 0.170743 
0.11375 0.173762 
0.115 0.176788 
0.11625 0.179822 
0.1175 0.182862 
0.11875 0.185908 
0.12 0.18896 
0.12125 0.192017 
0.1225 0.195078 
0.12375 0.198143 
0.125 0.201211 
0.12625 0.204283 
0.1275 0.207357 
0.12875 0.210433 
0.13 0.21351 
0.13125 0.216588 
0.1325 0.219667 
0.13375 0.222745 
0.135 0.225823 
0.13625 0.2289 
0.1375 0.231976 
0.13875 0.235049 
0.14 0.23812 
0.14125 0.241188 
0.1425 0.244252 
0.14375 0.247312 
0.145 0.250368 
0.14625 0.253419 
0.1475 0.256465 
0.14875 0.259504 
0.15 0.262538 
0.15125 0.265564 
0.1525 0.268583 
0.15375 0.271595 
0.155 0.274598 
0.15625 0.277593 
0.1575 0.280579 
0.15875 0.283555 
0.16 0.286521 
0.16125 0.289477 
0.1625 0.292422 
0.16375 0.295355 
0.165 0.298277 
0.16625 0.301186 
0.1675 0.304083 
0.16875 0.306967 
0.17 0.309838 
0.17125 0.312694 
0.1725 0.315537 
0.17375 0.318364 
0.175 0.321177 
0.17625 0.323974 
0.1775 0.326754 
0.17875 0.329519 
0.18 0.332267 
0.18125 0.334997 
0.1825 0.33771 
0.18375 0.340405 
0.185 0.343082 
0.18625 0.34574 
0.1875 0.348379 
0.18875 0.350998 
0.19 0.353598 
0.19125 0.356177 
0.1925 0.358735 
0.19375 0.361273 
0.195 0.363789 
0.19625 0.366284 
0.1975 0.368756 
0.19875 0.371206 
0.2 0.373633 
0.20125 0.376037 
0.2025 0.378417 
0.20375 0.380774 
0.205 0.383106 
0.20625 0.385414 
0.2075 0.387697 
0.20875 0.389955 
0.21 0.392187 
0.21125 0.394393 
0.2125 0.396574 
0.21375 0.398728 
0.215 0.400855 
0.21625 0.402954 
0.2175 0.405027 
0.21875 0.407072 
0.22 0.409089 
0.22125 0.411077 
0.2225 0.413037 
0.22375 0.414968 
0.225 0.41687 
0.22625 0.418742 
0.2275 0.420585 
0.22875 0.422397 
0.23 0.424179 
0.23125 0.425931 
0.2325 0.427652 
0.23375 0.429342 
0.235 0.431 
0.23625 0.432627 
0.2375 0.434222 
0.23875 0.435785 
0.24 0.437316 
0.24125 0.438814 
0.2425 0.440279 
0.24375 0.441712 
0.245 0.443111 
0.24625 0.444476 
0.2475 0.445808 
0.24875 0.447106 
0.25 0.44837 
0.25125 0.449599 
0.2525 0.450794 
0.25375 0.451954 
0.255 0.453079 
0.25625 0.45417 
0.2575 0.455224 
0.25875 0.456244 
0.26 0.457227 
0.26125 0.458175 
0.2625 0.459086 
0.26375 0.459962 
0.265 0.460801 
0.26625 0.461603 
0.2675 0.462369 
0.26875 0.463098 
0.27 0.46379 
0.27125 0.464445 
0.2725 0.465063 
0.27375 0.465643 
0.275 0.466185 
0.27625 0.46669 
0.2775 0.467157 
0.27875 0.467586 
0.28 0.467977 
0.28125 0.46833 
0.2825 0.468645 
0.28375 0.468921 
0.285 0.469159 
0.28625 0.469358 
0.2875 0.469518 
0.28875 0.46964 
0.29 0.469723 
0.29125 0.469766 
0.2925 0.469771 
0.29375 0.469737 
0.295 0.469664 
0.29625 0.469551 
0.2975 0.469399 
0.29875 0.469208 
0.3 0.468977 
0.30125 0.468707 
0.3025 0.468397 
0.30375 0.468048 
0.305 0.467659 
0.30625 0.467231 
0.3075 0.466763 
0.30875 0.466256 
0.31 0.465708 
0.31125 0.465121 
0.3125 0.464495 
0.31375 0.463828 
0.315 0.463122 
0.31625 0.462376 
0.3175 0.461591 
0.31875 0.460765 
0.32 0.4599 
0.32125 0.458996 
0.3225 0.458052 
0.32375 0.457068 
0.325 0.456044 
0.32625 0.454981 
0.3275 0.453878 
0.32875 0.452736 
0.33 0.451555 
0.33125 0.450334 
0.3325 0.449073 
0.33375 0.447774 
0.335 0.446435 
0.33625 0.445057 
0.3375 0.44364 
0.33875 0.442184 
0.34 0.440689 
0.34125 0.439155 
0.3425 0.437583 
0.34375 0.435971 
0.345 0.434321 
0.34625 0.432633 
0.3475 0.430906 
0.34875 0.429141 
0.35 0.427338 
0.35125 0.425497 
0.3525 0.423618 
0.35375 0.421701 
0.355 0.419746 
0.35625 0.417754 
0.3575 0.415724 
0.35875 0.413657 
0.36 0.411553 
0.36125 0.409412 
0.3625 0.407234 
0.36375 0.405019 
0.365 0.402768 
0.36625 0.400481 
0.3675 0.398157 
0.36875 0.395797 
0.37 0.393402 
0.37125 0.39097 
0.3725 0.388503 
0.37375 0.386001 
0.375 0.383464 
0.37625 0.380892 
