# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_8> 
0 0 
0.00125 0.0155817 
0.0025 0.0310608 
0.00375 0.0464022 
0.005 0.0615726 
0.00625 0.0765403 
0.0075 0.0912755 
0.00875 0.10575 
0.01 0.119937 
0.01125 0.133811 
0.0125 0.147349 
0.01375 0.16053 
0.015 0.173332 
0.01625 0.185736 
0.0175 0.197726 
0.01875 0.209283 
0.02 0.220394 
0.02125 0.231045 
0.0225 0.241223 
0.02375 0.250916 
0.025 0.260116 
0.02625 0.268812 
0.0275 0.276997 
0.02875 0.284664 
0.03 0.291807 
0.03125 0.298422 
0.0325 0.304504 
0.03375 0.310051 
0.035 0.315061 
0.03625 0.319533 
0.0375 0.323466 
0.03875 0.326861 
0.04 0.32972 
0.04125 0.332044 
0.0425 0.333837 
0.04375 0.335102 
0.045 0.335844 
0.04625 0.336066 
0.0475 0.335776 
0.04875 0.334978 
0.05 0.33368 
0.05125 0.331889 
0.0525 0.329612 
0.05375 0.326858 
0.055 0.323636 
0.05625 0.319955 
0.0575 0.315824 
0.05875 0.311253 
0.06 0.306254 
0.06125 0.300835 
0.0625 0.29501 
0.06375 0.288789 
0.065 0.282183 
0.06625 0.275205 
0.0675 0.267868 
0.06875 0.260182 
0.07 0.252162 
0.07125 0.243821 
0.0725 0.23517 
0.07375 0.226224 
0.075 0.216996 
0.07625 0.207499 
0.0775 0.197747 
0.07875 0.187754 
0.08 0.177534 
0.08125 0.1671 
0.0825 0.156466 
0.08375 0.145647 
0.085 0.134657 
0.08625 0.123509 
0.0875 0.112217 
0.08875 0.100795 
0.09 0.0892583 
0.09125 0.0776194 
0.0925 0.0658925 
0.09375 0.0540915 
0.095 0.0422299 
0.09625 0.0303214 
0.0975 0.0183794 
0.09875 0.00641738 
0.1 -0.00555147 
0.10125 -0.0175141 
0.1025 -0.0294574 
0.10375 -0.0413687 
0.105 -0.0532353 
0.10625 -0.0650448 
0.1075 -0.0767848 
0.10875 -0.0884433 
0.11 -0.100008 
0.11125 -0.111468 
0.1125 -0.122812 
0.11375 -0.134027 
0.115 -0.145103 
0.11625 -0.15603 
0.1175 -0.166797 
0.11875 -0.177393 
0.12 -0.187808 
0.12125 -0.198033 
0.1225 -0.208058 
0.12375 -0.217873 
0.125 -0.227471 
0.12625 -0.236841 
0.1275 -0.245976 
0.12875 -0.254867 
0.13 -0.263506 
0.13125 -0.271886 
0.1325 -0.28 
0.13375 -0.287841 
0.135 -0.295401 
0.13625 -0.302674 
0.1375 -0.309655 
0.13875 -0.316338 
0.14 -0.322716 
0.14125 -0.328785 
0.1425 -0.33454 
0.14375 -0.339977 
0.145 -0.34509 
0.14625 -0.349877 
0.1475 -0.354333 
0.14875 -0.358456 
0.15 -0.362241 
0.15125 -0.365687 
0.1525 -0.368791 
0.15375 -0.371552 
0.155 -0.373966 
0.15625 -0.376033 
0.1575 -0.377752 
0.15875 -0.379121 
0.16 -0.380141 
0.16125 -0.38081 
0.1625 -0.38113 
0.16375 -0.3811 
0.165 -0.380721 
0.16625 -0.379993 
0.1675 -0.378919 
0.16875 -0.3775 
0.17 -0.375737 
0.17125 -0.373633 
0.1725 -0.37119 
0.17375 -0.368411 
0.175 -0.365298 
0.17625 -0.361854 
0.1775 -0.358084 
0.17875 -0.353991 
0.18 -0.349579 
0.18125 -0.344851 
0.1825 -0.339813 
0.18375 -0.33447 
0.185 -0.328825 
0.18625 -0.322885 
0.1875 -0.316655 
0.18875 -0.31014 
0.19 -0.303347 
0.19125 -0.29628 
0.1925 -0.288948 
0.19375 -0.281355 
0.195 -0.27351 
0.19625 -0.265418 
0.1975 -0.257087 
0.19875 -0.248523 
0.2 -0.239736 
0.20125 -0.230731 
0.2025 -0.221517 
0.20375 -0.212102 
0.205 -0.202493 
0.20625 -0.1927 
0.2075 -0.18273 
0.20875 -0.172591 
0.21 -0.162293 
0.21125 -0.151845 
0.2125 -0.141254 
0.21375 -0.13053 
0.215 -0.119683 
0.21625 -0.10872 
0.2175 -0.0976523 
0.21875 -0.0864882 
0.22 -0.0752372 
0.22125 -0.0639089 
0.2225 -0.0525128 
0.22375 -0.0410584 
0.225 -0.0295554 
0.22625 -0.0180136 
0.2275 -0.00644245 
0.22875 0.00514814 
0.23 0.0167485 
0.23125 0.0283487 
0.2325 0.0399392 
0.23375 0.0515101 
0.235 0.0630517 
0.23625 0.0745542 
0.2375 0.0860078 
0.23875 0.0974029 
0.24 0.10873 
0.24125 0.119979 
0.2425 0.131141 
0.24375 0.142206 
0.245 0.153164 
0.24625 0.164007 
0.2475 0.174724 
0.24875 0.185308 
0.25 0.195748 
0.25125 0.206035 
0.2525 0.216161 
0.25375 0.226117 
0.255 0.235894 
0.25625 0.245484 
0.2575 0.254877 
0.25875 0.264067 
0.26 0.273043 
0.26125 0.281799 
0.2625 0.290327 
0.26375 0.298619 
0.265 0.306667 
0.26625 0.314464 
0.2675 0.322003 
0.26875 0.329276 
0.27 0.336277 
0.27125 0.343 
0.2725 0.349437 
0.27375 0.355584 
0.275 0.361432 
0.27625 0.366978 
