# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_12> 
0 0 
0.00125 0.020578 
0.0025 0.0391457 
0.00375 0.055806 
0.005 0.0706587 
0.00625 0.0838 
0.0075 0.0953234 
0.00875 0.105319 
0.01 0.113874 
0.01125 0.121072 
0.0125 0.126995 
0.01375 0.131722 
0.015 0.135327 
0.01625 0.137885 
0.0175 0.139465 
0.01875 0.140134 
0.02 0.139959 
0.02125 0.139002 
0.0225 0.137323 
0.02375 0.13498 
0.025 0.132028 
0.02625 0.128521 
0.0275 0.124511 
0.02875 0.120046 
0.03 0.115172 
0.03125 0.109936 
0.0325 0.104379 
0.03375 0.0985422 
0.035 0.0924653 
0.03625 0.0861849 
0.0375 0.0797366 
0.03875 0.0731537 
0.04 0.0664684 
0.04125 0.0597107 
0.0425 0.0529092 
0.04375 0.046091 
0.045 0.0392816 
0.04625 0.032505 
0.0475 0.0257838 
0.04875 0.0191391 
0.05 0.0125908 
0.05125 0.00615738 
0.0525 -0.000143951 
0.05375 -0.0062972 
0.055 -0.0122876 
0.05625 -0.0181015 
0.0575 -0.0237264 
0.05875 -0.0291509 
0.06 -0.0343646 
0.06125 -0.0393582 
0.0625 -0.0441233 
0.06375 -0.0486525 
0.065 -0.0529393 
0.06625 -0.056978 
0.0675 -0.0607638 
0.06875 -0.0642929 
0.07 -0.0675619 
0.07125 -0.0705685 
0.0725 -0.073311 
0.07375 -0.0757882 
0.075 -0.0779999 
0.07625 -0.0799462 
0.0775 -0.0816282 
0.07875 -0.0830472 
0.08 -0.0842052 
0.08125 -0.0851048 
0.0825 -0.0857489 
0.08375 -0.0861411 
0.085 -0.0862854 
0.08625 -0.086186 
0.0875 -0.0858478 
0.08875 -0.0852759 
0.09 -0.0844758 
0.09125 -0.0834533 
0.0925 -0.0822146 
0.09375 -0.0807662 
0.095 -0.0791146 
0.09625 -0.0772669 
0.0975 -0.0752302 
0.09875 -0.0730119 
0.1 -0.0706195 
0.10125 -0.0680609 
0.1025 -0.0653439 
0.10375 -0.0624766 
0.105 -0.0594671 
0.10625 -0.0563236 
0.1075 -0.0530545 
0.10875 -0.0496682 
0.11 -0.0461731 
0.11125 -0.0425779 
0.1125 -0.0388909 
0.11375 -0.0351208 
