# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_11> 
0 0 
0.00125 -0.0718656 
0.0025 -0.138444 
0.00375 -0.199948 
0.005 -0.256586 
0.00625 -0.30856 
0.0075 -0.356068 
0.00875 -0.3993 
0.01 -0.438444 
0.01125 -0.473681 
0.0125 -0.505186 
0.01375 -0.533133 
0.015 -0.557687 
0.01625 -0.57901 
0.0175 -0.59726 
0.01875 -0.612588 
0.02 -0.625144 
0.02125 -0.63507 
0.0225 -0.642507 
0.02375 -0.647589 
0.025 -0.650448 
0.02625 -0.651209 
0.0275 -0.649997 
0.02875 -0.64693 
0.03 -0.642123 
0.03125 -0.635688 
0.0325 -0.627732 
0.03375 -0.618359 
0.035 -0.60767 
0.03625 -0.595761 
0.0375 -0.582726 
0.03875 -0.568656 
0.04 -0.553638 
0.04125 -0.537754 
0.0425 -0.521087 
0.04375 -0.503713 
0.045 -0.485707 
0.04625 -0.467141 
0.0475 -0.448083 
0.04875 -0.428601 
0.05 -0.408756 
0.05125 -0.388609 
0.0525 -0.36822 
0.05375 -0.347642 
0.055 -0.326929 
0.05625 -0.306132 
0.0575 -0.285299 
0.05875 -0.264476 
0.06 -0.243706 
0.06125 -0.22303 
0.0625 -0.202489 
0.06375 -0.18212 
0.065 -0.161956 
0.06625 -0.142033 
0.0675 -0.12238 
0.06875 -0.103028 
0.07 -0.0840042 
0.07125 -0.065334 
0.0725 -0.0470417 
0.07375 -0.0291498 
0.075 -0.011679 
0.07625 0.00535141 
0.0775 0.0219238 
0.07875 0.0380219 
0.08 0.053631 
0.08125 0.0687377 
0.0825 0.08333 
0.08375 0.0973972 
0.085 0.11093 
0.08625 0.12392 
0.0875 0.13636 
0.08875 0.148244 
0.09 0.159568 
0.09125 0.170328 
0.0925 0.180521 
0.09375 0.190145 
0.095 0.1992 
0.09625 0.207686 
0.0975 0.215604 
0.09875 0.222955 
0.1 0.229743 
0.10125 0.23597 
0.1025 0.241642 
0.10375 0.246762 
0.105 0.251337 
0.10625 0.255373 
0.1075 0.258877 
0.10875 0.261855 
0.11 0.264317 
0.11125 0.26627 
0.1125 0.267724 
0.11375 0.268688 
0.115 0.269172 
0.11625 0.269186 
0.1175 0.268741 
0.11875 0.267848 
0.12 0.266519 
0.12125 0.264765 
0.1225 0.262598 
0.12375 0.260031 
0.125 0.257076 
0.12625 0.253746 
0.1275 0.250054 
0.12875 0.246013 
0.13 0.241636 
0.13125 0.236937 
0.1325 0.231929 
0.13375 0.226626 
0.135 0.221042 
0.13625 0.21519 
0.1375 0.209085 
0.13875 0.20274 
0.14 0.196168 
0.14125 0.189385 
0.1425 0.182403 
0.14375 0.175237 
0.145 0.167901 
0.14625 0.160407 
0.1475 0.15277 
0.14875 0.145003 
0.15 0.137119 
0.15125 0.129133 
0.1525 0.121056 
0.15375 0.112902 
0.155 0.104684 
0.15625 0.0964151 
0.1575 0.0881068 
0.15875 0.079772 
0.16 0.0714227 
0.16125 0.0630709 
0.1625 0.0547283 
0.16375 0.0464063 
0.165 0.0381163 
0.16625 0.0298692 
0.1675 0.0216759 
0.16875 0.0135469 
0.17 0.00549246 
0.17125 -0.00247746 
0.1725 -0.0103531 
0.17375 -0.0181249 
0.175 -0.0257839 
0.17625 -0.033321 
0.1775 -0.0407277 
0.17875 -0.0479956 
0.18 -0.0551168 
0.18125 -0.0620836 
0.1825 -0.0688885 
0.18375 -0.0755245 
0.185 -0.0819847 
0.18625 -0.0882627 
0.1875 -0.0943523 
0.18875 -0.100248 
0.19 -0.105943 
0.19125 -0.111434 
0.1925 -0.116715 
0.19375 -0.121782 
0.195 -0.126629 
0.19625 -0.131255 
0.1975 -0.135654 
0.19875 -0.139823 
0.2 -0.14376 
0.20125 -0.147462 
0.2025 -0.150926 
0.20375 -0.154151 
0.205 -0.157134 
0.20625 -0.159875 
0.2075 -0.162372 
0.20875 -0.164624 
0.21 -0.166631 
0.21125 -0.168393 
