# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_9> 
0 0 
0.00125 0.0437596 
0.0025 0.0846489 
0.00375 0.122763 
0.005 0.158195 
0.00625 0.191037 
0.0075 0.221377 
0.00875 0.249304 
0.01 0.274904 
0.01125 0.29826 
0.0125 0.319455 
0.01375 0.338571 
0.015 0.355685 
0.01625 0.370875 
0.0175 0.384217 
0.01875 0.395785 
0.02 0.405652 
0.02125 0.413887 
0.0225 0.420561 
0.02375 0.42574 
0.025 0.429492 
0.02625 0.431881 
0.0275 0.432969 
0.02875 0.432818 
0.03 0.431489 
0.03125 0.429041 
0.0325 0.425529 
0.03375 0.421011 
0.035 0.415541 
0.03625 0.409171 
0.0375 0.401954 
0.03875 0.39394 
0.04 0.385178 
0.04125 0.375716 
0.0425 0.3656 
0.04375 0.354875 
0.045 0.343586 
0.04625 0.331776 
0.0475 0.319485 
0.04875 0.306754 
0.05 0.293622 
0.05125 0.280128 
0.0525 0.266308 
0.05375 0.252198 
0.055 0.237832 
0.05625 0.223244 
0.0575 0.208467 
0.05875 0.193532 
0.06 0.178469 
0.06125 0.163308 
0.0625 0.148077 
0.06375 0.132803 
0.065 0.117513 
0.06625 0.102232 
0.0675 0.0869842 
0.06875 0.0717936 
0.07 0.0566827 
0.07125 0.0416732 
0.0725 0.0267858 
0.07375 0.0120405 
0.075 -0.00254346 
0.07625 -0.016948 
0.0775 -0.0311556 
0.07875 -0.0451496 
0.08 -0.0589142 
0.08125 -0.0724343 
0.0825 -0.0856956 
0.08375 -0.0986847 
0.085 -0.111389 
0.08625 -0.123795 
0.0875 -0.135894 
0.08875 -0.147672 
0.09 -0.159122 
0.09125 -0.170233 
0.0925 -0.180997 
0.09375 -0.191405 
0.095 -0.20145 
0.09625 -0.211126 
0.0975 -0.220426 
0.09875 -0.229345 
0.1 -0.237877 
0.10125 -0.246018 
0.1025 -0.253764 
0.10375 -0.261111 
0.105 -0.268057 
0.10625 -0.2746 
0.1075 -0.280737 
0.10875 -0.286467 
0.11 -0.291789 
0.11125 -0.296702 
0.1125 -0.301208 
0.11375 -0.305305 
0.115 -0.308994 
0.11625 -0.312278 
0.1175 -0.315158 
0.11875 -0.317635 
0.12 -0.319712 
0.12125 -0.321392 
0.1225 -0.322678 
0.12375 -0.323573 
0.125 -0.324082 
0.12625 -0.324208 
0.1275 -0.323955 
0.12875 -0.32333 
0.13 -0.322336 
0.13125 -0.320978 
0.1325 -0.319264 
0.13375 -0.317197 
0.135 -0.314785 
0.13625 -0.312034 
0.1375 -0.30895 
0.13875 -0.30554 
0.14 -0.301812 
0.14125 -0.297771 
0.1425 -0.293427 
0.14375 -0.288785 
0.145 -0.283855 
0.14625 -0.278643 
0.1475 -0.273158 
0.14875 -0.267409 
0.15 -0.261403 
0.15125 -0.255149 
0.1525 -0.248656 
0.15375 -0.241932 
0.155 -0.234986 
0.15625 -0.227827 
0.1575 -0.220464 
0.15875 -0.212907 
0.16 -0.205163 
0.16125 -0.197243 
0.1625 -0.189156 
0.16375 -0.180911 
0.165 -0.172517 
0.16625 -0.163984 
0.1675 -0.155321 
0.16875 -0.146538 
0.17 -0.137644 
0.17125 -0.128648 
0.1725 -0.119561 
0.17375 -0.11039 
0.175 -0.101147 
0.17625 -0.0918398 
0.1775 -0.0824782 
0.17875 -0.0730716 
0.18 -0.0636292 
0.18125 -0.0541602 
0.1825 -0.0446739 
0.18375 -0.0351794 
0.185 -0.0256858 
0.18625 -0.0162021 
0.1875 -0.00673709 
0.18875 0.00270025 
0.19 0.0121012 
0.19125 0.0214571 
0.1925 0.0307594 
0.19375 0.0399997 
0.195 0.0491695 
0.19625 0.0582607 
0.1975 0.0672651 
0.19875 0.0761748 
0.2 0.0849817 
0.20125 0.0936783 
0.2025 0.102257 
0.20375 0.11071 
0.205 0.11903 
0.20625 0.127211 
0.2075 0.135244 
0.20875 0.143123 
0.21 0.150842 
0.21125 0.158394 
0.2125 0.165772 
0.21375 0.17297 
0.215 0.179983 
0.21625 0.186804 
0.2175 0.193428 
0.21875 0.199849 
0.22 0.206061 
0.22125 0.21206 
0.2225 0.217842 
0.22375 0.2234 
0.225 0.22873 
0.22625 0.233829 
0.2275 0.238691 
0.22875 0.243313 
0.23 0.247692 
0.23125 0.251823 
0.2325 0.255704 
0.23375 0.25933 
0.235 0.2627 
0.23625 0.26581 
0.2375 0.268658 
0.23875 0.271242 
0.24 0.27356 
0.24125 0.275609 
0.2425 0.277388 
0.24375 0.278896 
0.245 0.280132 
0.24625 0.281094 
0.2475 0.281782 
0.24875 0.282194 
0.25 0.282332 
0.25125 0.282194 
0.2525 0.281782 
0.25375 0.281094 
0.255 0.280132 
0.25625 0.278896 
0.2575 0.277388 
0.25875 0.275609 
0.26 0.27356 
0.26125 0.271242 
0.2625 0.268658 
0.26375 0.26581 
0.265 0.2627 
0.26625 0.25933 
0.2675 0.255704 
0.26875 0.251823 
0.27 0.247692 
0.27125 0.243313 
0.2725 0.238691 
0.27375 0.233829 
0.275 0.22873 
0.27625 0.2234 
0.2775 0.217842 
0.27875 0.21206 
0.28 0.206061 
0.28125 0.199849 
0.2825 0.193428 
0.28375 0.186804 
0.285 0.179983 
0.28625 0.17297 
0.2875 0.165772 
0.28875 0.158394 
0.29 0.150842 
0.29125 0.143123 
0.2925 0.135244 
0.29375 0.127211 
0.295 0.11903 
0.29625 0.11071 
0.2975 0.102257 
0.29875 0.0936783 
0.3 0.0849817 
0.30125 0.0761748 
0.3025 0.0672651 
0.30375 0.0582607 
0.305 0.0491695 
0.30625 0.0399997 
0.3075 0.0307594 
0.30875 0.0214571 
0.31 0.0121012 
0.31125 0.00270025 
0.3125 -0.00673709 
0.31375 -0.0162021 
0.315 -0.0256858 
0.31625 -0.0351794 
0.3175 -0.0446739 
0.31875 -0.0541602 
0.32 -0.0636292 
0.32125 -0.0730716 
0.3225 -0.0824782 
0.32375 -0.0918398 
0.325 -0.101147 
0.32625 -0.11039 
0.3275 -0.119561 
0.32875 -0.128648 
0.33 -0.137644 
0.33125 -0.146538 
0.3325 -0.155321 
0.33375 -0.163984 
0.335 -0.172517 
0.33625 -0.180911 
0.3375 -0.189156 
0.33875 -0.197243 
0.34 -0.205163 
0.34125 -0.212907 
0.3425 -0.220464 
0.34375 -0.227827 
0.345 -0.234986 
0.34625 -0.241932 
0.3475 -0.248656 
0.34875 -0.255149 
0.35 -0.261403 
0.35125 -0.267409 
0.3525 -0.273158 
0.35375 -0.278643 
0.355 -0.283855 
0.35625 -0.288785 
0.3575 -0.293427 
0.35875 -0.297771 
0.36 -0.301812 
0.36125 -0.30554 
0.3625 -0.30895 
0.36375 -0.312034 
0.365 -0.314785 
0.36625 -0.317197 
0.3675 -0.319264 
0.36875 -0.320978 
0.37 -0.322336 
0.37125 -0.32333 
0.3725 -0.323955 
0.37375 -0.324208 
0.375 -0.324082 
0.37625 -0.323573 
0.3775 -0.322678 
0.37875 -0.321392 
0.38 -0.319712 
0.38125 -0.317635 
0.3825 -0.315158 
0.38375 -0.312278 
0.385 -0.308994 
0.38625 -0.305305 
