# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <phi_6> 
0 0 
0.00125 0.00233473 
0.0025 0.00435261 
0.00375 0.0060736 
0.005 0.0075169 
0.00625 0.00870101 
0.0075 0.00964372 
0.00875 0.0103621 
0.01 0.0108727 
0.01125 0.0111911 
0.0125 0.0113326 
0.01375 0.0113115 
0.015 0.0111419 
0.01625 0.010837 
0.0175 0.0104095 
0.01875 0.0098716 
0.02 0.00923486 
0.02125 0.00851035 
0.0225 0.00770861 
0.02375 0.00683966 
0.025 0.00591304 
0.02625 0.0049378 
0.0275 0.00392251 
0.02875 0.00287532 
0.03 0.00180389 
0.03125 0.000715483 
0.0325 -0.00038307 
0.03375 -0.00148534 
0.035 -0.00258529 
0.03625 -0.00367727 
0.0375 -0.004756 
0.03875 -0.00581654 
0.04 -0.00685433 
0.04125 -0.00786513 
0.0425 -0.00884501 
0.04375 -0.00979037 
0.045 -0.0106979 
0.04625 -0.0115647 
0.0475 -0.0123878 
0.04875 -0.0131651 
0.05 -0.0138941 
0.05125 -0.014573 
0.0525 -0.0152002 
0.05375 -0.0157741 
0.055 -0.0162936 
0.05625 -0.0167576 
0.0575 -0.0171653 
0.05875 -0.0175161 
0.06 -0.0178097 
0.06125 -0.0180457 
0.0625 -0.0182242 
0.06375 -0.0183453 
0.065 -0.0184092 
0.06625 -0.0184163 
0.0675 -0.0183672 
0.06875 -0.0182626 
0.07 -0.0181034 
0.07125 -0.0178905 
0.0725 -0.017625 
0.07375 -0.017308 
0.075 -0.0169408 
0.07625 -0.0165248 
0.0775 -0.0160615 
0.07875 -0.0155524 
0.08 -0.0149992 
0.08125 -0.0144034 
0.0825 -0.0137669 
0.08375 -0.0130916 
0.085 -0.0123792 
0.08625 -0.0116317 
0.0875 -0.0108511 
0.08875 -0.0100393 
0.09 -0.00919846 
0.09125 -0.00833059 
0.0925 -0.00743779 
0.09375 -0.00652218 
0.095 -0.00558589 
0.09625 -0.00463105 
0.0975 -0.00365982 
0.09875 -0.00267435 
0.1 -0.0016768 
0.10125 -0.000669309 
0.1025 0.000345976 
0.10375 0.00136692 
0.105 0.00239142 
0.10625 0.00341736 
0.1075 0.00444268 
0.10875 0.0054653 
0.11 0.00648321 
0.11125 0.00749441 
0.1125 0.00849692 
0.11375 0.00948881 
0.115 0.0104682 
0.11625 0.0114332 
0.1175 0.012382 
0.11875 0.0133129 
0.12 0.0142241 
0.12125 0.0151139 
0.1225 0.0159807 
0.12375 0.016823 
0.125 0.0176392 
0.12625 0.0184277 
0.1275 0.0191873 
0.12875 0.0199166 
0.13 0.0206142 
0.13125 0.0212789 
0.1325 0.0219095 
0.13375 0.022505 
0.135 0.0230642 
0.13625 0.0235861 
0.1375 0.0240699 
0.13875 0.0245146 
0.14 0.0249195 
0.14125 0.0252838 
0.1425 0.0256068 
0.14375 0.025888 
0.145 0.0261267 
0.14625 0.0263226 
0.1475 0.0264752 
0.14875 0.0265842 
0.15 0.0266493 
0.15125 0.0266703 
0.1525 0.026647 
0.15375 0.0265795 
0.155 0.0264676 
0.15625 0.0263114 
0.1575 0.026111 
0.15875 0.0258667 
0.16 0.0255787 
0.16125 0.0252473 
0.1625 0.0248728 
0.16375 0.0244557 
0.165 0.0239965 
0.16625 0.0234957 
0.1675 0.0229539 
0.16875 0.0223719 
0.17 0.0217504 
0.17125 0.02109 
0.1725 0.0203917 
0.17375 0.0196564 
0.175 0.0188849 
0.17625 0.0180783 
0.1775 0.0172377 
0.17875 0.016364 
0.18 0.0154585 
0.18125 0.0145224 
0.1825 0.0135567 
0.18375 0.0125629 
0.185 0.0115422 
0.18625 0.010496 
0.1875 0.00942564 
0.18875 0.00833254 
0.19 0.00721817 
0.19125 0.00608401 
0.1925 0.00493158 
0.19375 0.00376241 
0.195 0.0025781 
0.19625 0.00138023 
0.1975 0.000170422 
0.19875 -0.00104967 
0.2 -0.0022784 
0.20125 -0.00351407 
0.2025 -0.00475499 
0.20375 -0.00599945 
0.205 -0.00724572 
0.20625 -0.00849208 
0.2075 -0.00973677 
0.20875 -0.010978 
0.21 -0.0122142 
0.21125 -0.0134434 
0.2125 -0.0146639 
0.21375 -0.015874 
0.215 -0.0170719 
0.21625 -0.0182558 
0.2175 -0.0194242 
0.21875 -0.0205751 
0.22 -0.0217069 
0.22125 -0.0228178 
0.2225 -0.0239063 
0.22375 -0.0249706 
0.225 -0.0260091 
0.22625 -0.0270201 
0.2275 -0.028002 
0.22875 -0.0289533 
0.23 -0.0298724 
0.23125 -0.0307578 
0.2325 -0.0316079 
0.23375 -0.0324213 
0.235 -0.0331967 
0.23625 -0.0339325 
0.2375 -0.0346274 
0.23875 -0.0352802 
0.24 -0.0358895 
0.24125 -0.0364541 
0.2425 -0.0369729 
0.24375 -0.0374447 
0.245 -0.0378684 
0.24625 -0.038243 
0.2475 -0.0385675 
0.24875 -0.038841 
0.25 -0.0390625 
0.25125 -0.0392313 
0.2525 -0.0393466 
0.25375 -0.0394078 
0.255 -0.0394141 
0.25625 -0.039365 
0.2575 -0.0392599 
0.25875 -0.0390985 
0.26 -0.0388803 
0.26125 -0.038605 
0.2625 -0.0382724 
0.26375 -0.0378823 
0.265 -0.0374345 
0.26625 -0.0369291 
0.2675 -0.0363661 
0.26875 -0.0357455 
0.27 -0.0350676 
0.27125 -0.0343326 
0.2725 -0.0335409 
0.27375 -0.0326928 
0.275 -0.0317889 
0.27625 -0.0308297 
0.2775 -0.0298158 
0.27875 -0.0287479 
0.28 -0.0276269 
0.28125 -0.0264537 
0.2825 -0.0252291 
0.28375 -0.0239542 
0.285 -0.0226301 
0.28625 -0.0212581 
0.2875 -0.0198394 
0.28875 -0.0183752 
0.29 -0.0168672 
0.29125 -0.0153167 
0.2925 -0.0137253 
0.29375 -0.0120948 
0.295 -0.0104268 
0.29625 -0.00872313 
0.2975 -0.00698573 
0.29875 -0.00521654 
0.3 -0.0034176 
0.30125 -0.00159102 
0.3025 0.000261026 
0.30375 0.00213628 
0.305 0.00403241 
0.30625 0.00594704 
0.3075 0.00787771 
0.30875 0.0098219 
0.31 0.011777 
0.31125 0.0137404 
0.3125 0.0157094 
0.31375 0.0176812 
0.315 0.019653 
0.31625 0.0216219 
0.3175 0.023585 
0.31875 0.0255393 
0.32 0.0274818 
0.32125 0.0294095 
0.3225 0.0313192 
0.32375 0.0332077 
0.325 0.035072 
0.32625 0.0369087 
0.3275 0.0387147 
0.32875 0.0404866 
0.33 0.0422213 
0.33125 0.0439153 
0.3325 0.0455653 
0.33375 0.047168 
0.335 0.0487201 
0.33625 0.0502181 
0.3375 0.0516588 
0.33875 0.0530388 
0.34 0.0543547 
0.34125 0.0556033 
0.3425 0.0567811 
0.34375 0.057885 
0.345 0.0589116 
0.34625 0.0598578 
0.3475 0.0607203 
0.34875 0.061496 
0.35 0.0621817 
0.35125 0.0627745 
0.3525 0.0632713 
0.35375 0.0636692 
0.355 0.0639654 
0.35625 0.0641571 
0.3575 0.0642416 
0.35875 0.0642163 
0.36 0.0640787 
0.36125 0.0638264 
0.3625 0.063457 
0.36375 0.0629685 
0.365 0.0623587 
0.36625 0.0616258 
0.3675 0.060768 
0.36875 0.0597836 
0.37 0.0586712 
0.37125 0.0574294 
0.3725 0.0560571 
0.37375 0.0545534 
0.375 0.0529175 
0.37625 0.0511487 
0.3775 0.0492468 
0.37875 0.0472115 
0.38 0.045043 
0.38125 0.0427414 
0.3825 0.0403075 
0.38375 0.0377419 
0.385 0.0350457 
0.38625 0.0322203 
0.3875 0.0292672 
0.38875 0.0261883 
0.39 0.0229859 
0.39125 0.0196625 
0.3925 0.0162209 
0.39375 0.0126643 
0.395 0.0089963 
0.39625 0.00522066 
0.3975 0.00134171 
0.39875 -0.00263592 
0.4 -0.0067072 
0.40125 -0.0108667 
0.4025 -0.0151085 
0.40375 -0.0194264 
0.405 -0.0238135 
0.40625 -0.0282628 
0.4075 -0.0327665 
0.40875 -0.0373165 
0.41 -0.0419041 
0.41125 -0.0465202 
0.4125 -0.051155 
0.41375 -0.0557984 
0.415 -0.0604395 
0.41625 -0.0650671 
0.4175 -0.069669 
0.41875 -0.0742329 
0.42 -0.0787456 
0.42125 -0.0831931 
0.4225 -0.0875612 
0.42375 -0.0918348 
0.425 -0.0959979 
0.42625 -0.100034 
0.4275 -0.103927 
0.42875 -0.107657 
0.43 -0.111207 
0.43125 -0.114557 
0.4325 -0.117686 
0.43375 -0.120574 
0.435 -0.1232 
0.43625 -0.125539 
0.4375 -0.12757 
0.43875 -0.129266 
0.44 -0.130604 
0.44125 -0.131557 
0.4425 -0.132098 
0.44375 -0.132199 
0.445 -0.13183 
0.44625 -0.130962 
0.4475 -0.129564 
0.44875 -0.127603 
0.45 -0.125047 
0.45125 -0.121861 
0.4525 -0.118011 
0.45375 -0.113459 
0.455 -0.108168 
0.45625 -0.1021 
0.4575 -0.0952139 
0.45875 -0.0874697 
0.46 -0.0788248 
0.46125 -0.0692356 
0.4625 -0.0586573 
0.46375 -0.0470437 
0.465 -0.0343474 
0.46625 -0.0205197 
0.4675 -0.00551032 
0.46875 0.0107322 
0.47 0.028261 
0.47125 0.0471302 
0.4725 0.0673959 
0.47375 0.0891155 
0.475 0.112348 
0.47625 0.137153 
0.4775 0.163594 
0.47875 0.191733 
0.48 0.221637 
0.48125 0.253371 
0.4825 0.287005 
0.48375 0.322609 
0.485 0.360255 
0.48625 0.400017 
0.4875 0.441969 
0.48875 0.486191 
0.49 0.532761 
0.49125 0.58176 
0.4925 0.633271 
0.49375 0.68738 
0.495 0.744173 
0.49625 0.803739 
0.4975 0.86617 
0.49875 0.931559 
0.5 1 


0.5 1 
0.50125 0.931559 
0.5025 0.86617 
0.50375 0.803739 
0.505 0.744173 
0.50625 0.68738 
0.5075 0.633271 
0.50875 0.58176 
0.51 0.532761 
0.51125 0.486191 
0.5125 0.441969 
0.51375 0.400017 
0.515 0.360255 
0.51625 0.322609 
0.5175 0.287005 
0.51875 0.253371 
0.52 0.221637 
0.52125 0.191733 
0.5225 0.163594 
0.52375 0.137153 
0.525 0.112348 
0.52625 0.0891155 
0.5275 0.0673959 
0.52875 0.0471302 
0.53 0.028261 
0.53125 0.0107322 
0.5325 -0.00551032 
0.53375 -0.0205197 
0.535 -0.0343474 
0.53625 -0.0470437 
0.5375 -0.0586573 
0.53875 -0.0692356 
0.54 -0.0788248 
0.54125 -0.0874697 
0.5425 -0.0952139 
0.54375 -0.1021 
0.545 -0.108168 
0.54625 -0.113459 
0.5475 -0.118011 
0.54875 -0.121861 
0.55 -0.125047 
0.55125 -0.127603 
0.5525 -0.129564 
0.55375 -0.130962 
0.555 -0.13183 
0.55625 -0.132199 
0.5575 -0.132098 
0.55875 -0.131557 
0.56 -0.130604 
0.56125 -0.129266 
0.5625 -0.12757 
0.56375 -0.125539 
0.565 -0.1232 
0.56625 -0.120574 
0.5675 -0.117686 
0.56875 -0.114557 
0.57 -0.111207 
0.57125 -0.107657 
0.5725 -0.103927 
0.57375 -0.100034 
0.575 -0.0959979 
0.57625 -0.0918348 
0.5775 -0.0875612 
0.57875 -0.0831931 
0.58 -0.0787456 
0.58125 -0.0742329 
0.5825 -0.069669 
0.58375 -0.0650671 
0.585 -0.0604395 
0.58625 -0.0557984 
0.5875 -0.051155 
0.58875 -0.0465202 
0.59 -0.0419041 
0.59125 -0.0373165 
0.5925 -0.0327665 
0.59375 -0.0282628 
0.595 -0.0238135 
0.59625 -0.0194264 
0.5975 -0.0151085 
0.59875 -0.0108667 
0.6 -0.0067072 
0.60125 -0.00263592 
0.6025 0.00134171 
0.60375 0.00522066 
0.605 0.0089963 
0.60625 0.0126643 
0.6075 0.0162209 
0.60875 0.0196625 
0.61 0.0229859 
0.61125 0.0261883 
0.6125 0.0292672 
0.61375 0.0322203 
0.615 0.0350457 
0.61625 0.0377419 
0.6175 0.0403075 
0.61875 0.0427414 
0.62 0.045043 
0.62125 0.0472115 
0.6225 0.0492468 
0.62375 0.0511487 
0.625 0.0529175 
0.62625 0.0545534 
0.6275 0.0560571 
0.62875 0.0574294 
0.63 0.0586712 
0.63125 0.0597836 
0.6325 0.060768 
0.63375 0.0616258 
0.635 0.0623587 
0.63625 0.0629685 
0.6375 0.063457 
0.63875 0.0638264 
0.64 0.0640787 
0.64125 0.0642163 
0.6425 0.0642416 
0.64375 0.0641571 
0.645 0.0639654 
0.64625 0.0636692 
0.6475 0.0632713 
0.64875 0.0627745 
0.65 0.0621817 
0.65125 0.061496 
0.6525 0.0607203 
0.65375 0.0598578 
0.655 0.0589116 
0.65625 0.057885 
0.6575 0.0567811 
0.65875 0.0556033 
0.66 0.0543547 
0.66125 0.0530388 
0.6625 0.0516588 
0.66375 0.0502181 
0.665 0.0487201 
0.66625 0.047168 
0.6675 0.0455653 
0.66875 0.0439153 
0.67 0.0422213 
0.67125 0.0404866 
0.6725 0.0387147 
0.67375 0.0369087 
0.675 0.035072 
0.67625 0.0332077 
0.6775 0.0313192 
