# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_5> 
0 0 
0.00125 -0.000954575 
0.0025 -6.2901e-05 
0.00375 0.00260277 
0.005 0.00697133 
0.00625 0.0129728 
0.0075 0.0205382 
0.00875 0.0296 
0.01 0.0400914 
0.01125 0.0519469 
0.0125 0.0651021 
0.01375 0.0794938 
0.015 0.0950596 
0.01625 0.111738 
0.0175 0.12947 
0.01875 0.148196 
0.02 0.167858 
0.02125 0.1884 
0.0225 0.209765 
0.02375 0.2319 
0.025 0.254749 
0.02625 0.278262 
0.0275 0.302386 
0.02875 0.327071 
0.03 0.352267 
0.03125 0.377927 
0.0325 0.404002 
0.03375 0.430447 
0.035 0.457215 
0.03625 0.484264 
0.0375 0.511548 
0.03875 0.539027 
0.04 0.566658 
0.04125 0.594402 
0.0425 0.622219 
0.04375 0.65007 
0.045 0.677918 
0.04625 0.705727 
0.0475 0.73346 
0.04875 0.761084 
0.05 0.788565 
0.05125 0.81587 
0.0525 0.842967 
0.05375 0.869825 
0.055 0.896414 
0.05625 0.922705 
0.0575 0.948671 
0.05875 0.974282 
0.06 0.999514 
0.06125 1.02434 
0.0625 1.04874 
0.06375 1.07268 
0.065 1.09614 
0.06625 1.11911 
0.0675 1.14155 
0.06875 1.16346 
0.07 1.1848 
0.07125 1.20556 
0.0725 1.22573 
0.07375 1.24528 
0.075 1.26419 
0.07625 1.28246 
0.0775 1.30007 
0.07875 1.317 
0.08 1.33324 
0.08125 1.34878 
0.0825 1.3636 
0.08375 1.3777 
0.085 1.39106 
0.08625 1.40367 
0.0875 1.41552 
0.08875 1.42662 
0.09 1.43693 
0.09125 1.44648 
0.0925 1.45523 
0.09375 1.46319 
0.095 1.47036 
0.09625 1.47672 
0.0975 1.48228 
0.09875 1.48703 
0.1 1.49097 
0.10125 1.4941 
0.1025 1.49641 
0.10375 1.49791 
0.105 1.49859 
0.10625 1.49846 
0.1075 1.49751 
0.10875 1.49575 
0.11 1.49318 
0.11125 1.48979 
0.1125 1.48561 
0.11375 1.48062 
0.115 1.47483 
0.11625 1.46824 
0.1175 1.46087 
0.11875 1.45272 
0.12 1.44378 
0.12125 1.43408 
0.1225 1.42361 
0.12375 1.41239 
0.125 1.40041 
0.12625 1.38769 
0.1275 1.37425 
0.12875 1.36007 
0.13 1.34518 
0.13125 1.32959 
0.1325 1.3133 
0.13375 1.29633 
0.135 1.27869 
0.13625 1.26038 
0.1375 1.24142 
0.13875 1.22182 
0.14 1.20159 
0.14125 1.18075 
0.1425 1.15931 
0.14375 1.13728 
0.145 1.11467 
0.14625 1.0915 
0.1475 1.06779 
0.14875 1.04354 
0.15 1.01877 
0.15125 0.993489 
0.1525 0.967723 
0.15375 0.941481 
0.155 0.91478 
0.15625 0.887634 
0.1575 0.860059 
0.15875 0.832071 
0.16 0.803685 
0.16125 0.774919 
0.1625 0.745788 
0.16375 0.716309 
0.165 0.686499 
0.16625 0.656373 
0.1675 0.62595 
0.16875 0.595245 
0.17 0.564277 
0.17125 0.533062 
0.1725 0.501617 
0.17375 0.46996 
0.175 0.438109 
0.17625 0.40608 
0.1775 0.373891 
0.17875 0.34156 
0.18 0.309105 
0.18125 0.276542 
0.1825 0.243891 
0.18375 0.211167 
0.185 0.17839 
0.18625 0.145576 
0.1875 0.112744 
0.18875 0.0799102 
0.19 0.0470932 
0.19125 0.0143103 
0.1925 -0.018421 
0.19375 -0.0510832 
0.195 -0.0836589 
0.19625 -0.116131 
0.1975 -0.148482 
0.19875 -0.180694 
0.2 -0.212752 
0.20125 -0.244636 
0.2025 -0.276332 
0.20375 -0.307822 
0.205 -0.339089 
0.20625 -0.370117 
0.2075 -0.400889 
0.20875 -0.43139 
0.21 -0.461602 
0.21125 -0.491511 
0.2125 -0.5211 
0.21375 -0.550354 
0.215 -0.579257 
0.21625 -0.607794 
0.2175 -0.635951 
0.21875 -0.663711 
0.22 -0.69106 
0.22125 -0.717985 
0.2225 -0.74447 
0.22375 -0.770502 
0.225 -0.796067 
0.22625 -0.821151 
0.2275 -0.845741 
0.22875 -0.869824 
0.23 -0.893387 
0.23125 -0.916417 
0.2325 -0.938902 
0.23375 -0.96083 
0.235 -0.98219 
0.23625 -1.00297 
0.2375 -1.02316 
0.23875 -1.04274 
0.24 -1.06171 
0.24125 -1.08006 
0.2425 -1.09778 
0.24375 -1.11485 
0.245 -1.13127 
0.24625 -1.14702 
0.2475 -1.16211 
0.24875 -1.17652 
0.25 -1.19024 
0.25125 -1.20326 
0.2525 -1.21558 
0.25375 -1.22719 
0.255 -1.23809 
0.25625 -1.24826 
0.2575 -1.2577 
0.25875 -1.26641 
0.26 -1.27438 
0.26125 -1.2816 
0.2625 -1.28807 
0.26375 -1.29379 
0.265 -1.29875 
0.26625 -1.30294 
0.2675 -1.30637 
0.26875 -1.30904 
0.27 -1.31093 
0.27125 -1.31205 
0.2725 -1.3124 
0.27375 -1.31197 
0.275 -1.31076 
0.27625 -1.30878 
0.2775 -1.30602 
0.27875 -1.30249 
0.28 -1.29818 
0.28125 -1.29309 
0.2825 -1.28723 
0.28375 -1.2806 
0.285 -1.27319 
0.28625 -1.26502 
0.2875 -1.25609 
0.28875 -1.2464 
0.29 -1.23595 
0.29125 -1.22475 
0.2925 -1.2128 
0.29375 -1.2001 
0.295 -1.18667 
0.29625 -1.17251 
0.2975 -1.15763 
0.29875 -1.14202 
0.3 -1.1257 
0.30125 -1.10868 
0.3025 -1.09097 
0.30375 -1.07256 
0.305 -1.05347 
0.30625 -1.03372 
0.3075 -1.0133 
0.30875 -0.992228 
0.31 -0.970516 
0.31125 -0.948174 
0.3125 -0.92521 
0.31375 -0.901638 
0.315 -0.877469 
0.31625 -0.852714 
0.3175 -0.827386 
0.31875 -0.801497 
0.32 -0.775061 
0.32125 -0.748091 
0.3225 -0.720601 
0.32375 -0.692604 
0.325 -0.664117 
0.32625 -0.635152 
0.3275 -0.605725 
0.32875 -0.575852 
0.33 -0.545549 
0.33125 -0.514831 
0.3325 -0.483715 
0.33375 -0.452217 
0.335 -0.420356 
0.33625 -0.388147 
0.3375 -0.355609 
0.33875 -0.322759 
0.34 -0.289616 
0.34125 -0.256198 
0.3425 -0.222524 
0.34375 -0.188613 
0.345 -0.154483 
0.34625 -0.120155 
0.3475 -0.0856476 
0.34875 -0.0509814 
0.35 -0.0161762 
0.35125 0.0187476 
0.3525 0.0537694 
0.35375 0.0888685 
0.355 0.124024 
0.35625 0.159215 
0.3575 0.194419 
0.35875 0.229617 
0.36 0.264785 
0.36125 0.299902 
0.3625 0.334947 
0.36375 0.369897 
0.365 0.40473 
0.36625 0.439425 
0.3675 0.473958 
0.36875 0.508308 
0.37 0.542452 
0.37125 0.576367 
0.3725 0.610032 
0.37375 0.643423 
0.375 0.676518 
0.37625 0.709294 
0.3775 0.741729 
0.37875 0.7738 
0.38 0.805485 
0.38125 0.836761 
0.3825 0.867606 
0.38375 0.897997 
0.385 0.927912 
0.38625 0.95733 
0.3875 0.986226 
0.38875 1.01458 
0.39 1.04237 
0.39125 1.06958 
0.3925 1.09618 
0.39375 1.12215 
0.395 1.14747 
0.39625 1.17212 
0.3975 1.19608 
0.39875 1.21932 
0.4 1.24184 
0.40125 1.2636 
0.4025 1.2846 
0.40375 1.3048 
0.405 1.3242 
0.40625 1.34276 
0.4075 1.36049 
0.40875 1.37734 
0.41 1.39332 
0.41125 1.4084 
0.4125 1.42257 
0.41375 1.4358 
0.415 1.44809 
0.41625 1.45942 
0.4175 1.46977 
0.41875 1.47913 
0.42 1.48749 
0.42125 1.49483 
0.4225 1.50115 
0.42375 1.50643 
0.425 1.51065 
0.42625 1.51382 
0.4275 1.51591 
0.42875 1.51693 
0.43 1.51686 
0.43125 1.51569 
0.4325 1.51342 
0.43375 1.51004 
0.435 1.50556 
0.43625 1.49995 
0.4375 1.49323 
0.43875 1.48538 
0.44 1.47641 
0.44125 1.46632 
0.4425 1.4551 
0.44375 1.44277 
0.445 1.42931 
0.44625 1.41474 
0.4475 1.39905 
0.44875 1.38227 
0.45 1.36438 
0.45125 1.3454 
0.4525 1.32535 
0.45375 1.30422 
0.455 1.28203 
0.45625 1.2588 
0.4575 1.23454 
0.45875 1.20926 
0.46 1.18299 
0.46125 1.15573 
0.4625 1.12752 
0.46375 1.09837 
0.465 1.0683 
0.46625 1.03733 
0.4675 1.00551 
0.46875 0.972841 
0.47 0.939365 
0.47125 0.905111 
0.4725 0.870111 
0.47375 0.834398 
0.475 0.798008 
0.47625 0.76098 
0.4775 0.723351 
0.47875 0.685164 
0.48 0.646461 
0.48125 0.607287 
0.4825 0.56769 
0.48375 0.527717 
0.485 0.487421 
0.48625 0.446853 
0.4875 0.406069 
0.48875 0.365126 
0.49 0.324084 
0.49125 0.283003 
0.4925 0.241947 
0.49375 0.200982 
0.495 0.160177 
0.49625 0.119602 
0.4975 0.0793305 
0.49875 0.0394371 
0.5 -2.12568e-14 


0.5 -2.12568e-14 
0.50125 -0.0394371 
0.5025 -0.0793305 
0.50375 -0.119602 
0.505 -0.160177 
0.50625 -0.200982 
0.5075 -0.241947 
0.50875 -0.283003 
0.51 -0.324084 
0.51125 -0.365126 
0.5125 -0.406069 
0.51375 -0.446853 
0.515 -0.487421 
0.51625 -0.527717 
0.5175 -0.56769 
0.51875 -0.607287 
0.52 -0.646461 
0.52125 -0.685164 
0.5225 -0.723351 
0.52375 -0.76098 
0.525 -0.798008 
0.52625 -0.834398 
0.5275 -0.870111 
0.52875 -0.905111 
0.53 -0.939365 
0.53125 -0.972841 
0.5325 -1.00551 
0.53375 -1.03733 
0.535 -1.0683 
0.53625 -1.09837 
0.5375 -1.12752 
0.53875 -1.15573 
0.54 -1.18299 
0.54125 -1.20926 
0.5425 -1.23454 
0.54375 -1.2588 
0.545 -1.28203 
0.54625 -1.30422 
0.5475 -1.32535 
0.54875 -1.3454 
0.55 -1.36438 
0.55125 -1.38227 
0.5525 -1.39905 
0.55375 -1.41474 
0.555 -1.42931 
0.55625 -1.44277 
0.5575 -1.4551 
0.55875 -1.46632 
0.56 -1.47641 
0.56125 -1.48538 
0.5625 -1.49323 
0.56375 -1.49995 
0.565 -1.50556 
0.56625 -1.51004 
0.5675 -1.51342 
