# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_11> 
0 0 
0.00125 -0.0542979 
0.0025 -0.103855 
0.00375 -0.148888 
0.005 -0.189608 
0.00625 -0.22622 
0.0075 -0.258921 
0.00875 -0.287904 
0.01 -0.313357 
0.01125 -0.335459 
0.0125 -0.354388 
0.01375 -0.370312 
0.015 -0.383397 
0.01625 -0.393801 
0.0175 -0.40168 
0.01875 -0.407183 
0.02 -0.410453 
0.02125 -0.411631 
0.0225 -0.410851 
0.02375 -0.408242 
0.025 -0.403932 
0.02625 -0.39804 
0.0275 -0.390683 
0.02875 -0.381974 
0.03 -0.372022 
0.03125 -0.36093 
0.0325 -0.348798 
0.03375 -0.335724 
0.035 -0.321799 
0.03625 -0.307112 
0.0375 -0.291748 
0.03875 -0.275789 
0.04 -0.259314 
0.04125 -0.242396 
0.0425 -0.225108 
0.04375 -0.207516 
0.045 -0.189688 
0.04625 -0.171683 
0.0475 -0.153562 
0.04875 -0.135381 
0.05 -0.117192 
0.05125 -0.0990459 
0.0525 -0.0809909 
0.05375 -0.063072 
0.055 -0.0453315 
0.05625 -0.0278097 
0.0575 -0.0105442 
0.05875 0.00642966 
0.06 0.0230789 
0.06125 0.0393726 
0.0625 0.0552822 
0.06375 0.0707811 
0.065 0.0858446 
0.06625 0.10045 
0.0675 0.114577 
0.06875 0.128207 
0.07 0.141322 
0.07125 0.153908 
0.0725 0.165949 
0.07375 0.177436 
0.075 0.188356 
0.07625 0.198701 
0.0775 0.208464 
0.07875 0.217638 
0.08 0.226218 
0.08125 0.234202 
0.0825 0.241586 
0.08375 0.24837 
0.085 0.254554 
0.08625 0.260139 
0.0875 0.265127 
0.08875 0.269522 
0.09 0.273327 
0.09125 0.276549 
0.0925 0.279193 
0.09375 0.281265 
0.095 0.282775 
0.09625 0.283729 
0.0975 0.284138 
0.09875 0.28401 
0.1 0.283358 
0.10125 0.282191 
0.1025 0.280522 
