# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_12> 
0 0 
0.00125 -0.011429 
0.0025 -0.0215085 
0.00375 -0.0303158 
0.005 -0.0379254 
0.00625 -0.0444093 
0.0075 -0.049837 
0.00875 -0.0542753 
0.01 -0.0577888 
0.01125 -0.0604397 
0.0125 -0.0622877 
0.01375 -0.0633905 
0.015 -0.0638034 
0.01625 -0.0635795 
0.0175 -0.06277 
0.01875 -0.0614239 
0.02 -0.0595881 
0.02125 -0.0573076 
0.0225 -0.0546256 
0.02375 -0.0515832 
0.025 -0.0482199 
0.02625 -0.0445733 
0.0275 -0.0406793 
0.02875 -0.036572 
0.03 -0.032284 
0.03125 -0.0278462 
0.0325 -0.023288 
0.03375 -0.0186372 
0.035 -0.0139203 
0.03625 -0.00916207 
0.0375 -0.00438616 
0.03875 0.000385296 
0.04 0.00513143 
0.04125 0.00983268 
0.0425 0.0144707 
0.04375 0.0190284 
0.045 0.0234898 
0.04625 0.02784 
0.0475 0.0320655 
0.04875 0.0361534 
0.05 0.0400922 
0.05125 0.0438713 
0.0525 0.0474809 
0.05375 0.0509124 
0.055 0.0541579 
0.05625 0.0572104 
0.0575 0.0600638 
0.05875 0.0627128 
0.06 0.0651528 
0.06125 0.0673801 
0.0625 0.0693914 
0.06375 0.0711845 
0.065 0.0727575 
0.06625 0.0741094 
0.0675 0.0752397 
0.06875 0.0761484 
0.07 0.0768363 
0.07125 0.0773044 
0.0725 0.0775545 
0.07375 0.0775887 
0.075 0.0774096 
0.07625 0.0770203 
0.0775 0.0764242 
0.07875 0.0756252 
0.08 0.0746276 
0.08125 0.0734358 
0.0825 0.0720548 
0.08375 0.0704897 
0.085 0.0687462 
0.08625 0.0668298 
0.0875 0.0647466 
0.08875 0.0625028 
0.09 0.0601049 
0.09125 0.0575595 
0.0925 0.0548733 
0.09375 0.0520534 
0.095 0.0491068 
0.09625 0.0460408 
0.0975 0.0428627 
0.09875 0.0395799 
0.1 0.0361999 
0.10125 0.0327303 
0.1025 0.0291788 
0.10375 0.0255529 
0.105 0.0218605 
0.10625 0.0181091 
0.1075 0.0143065 
0.10875 0.0104604 
0.11 0.00657838 
0.11125 0.00266815 
0.1125 -0.00126272 
0.11375 -0.00520673 
0.115 -0.00915641 
0.11625 -0.0131044 
0.1175 -0.0170433 
0.11875 -0.0209661 
0.12 -0.0248656 
0.12125 -0.0287347 
0.1225 -0.0325668 
0.12375 -0.0363549 
0.125 -0.0400926 
0.12625 -0.0437733 
0.1275 -0.0473908 
0.12875 -0.0509389 
0.13 -0.0544117 
0.13125 -0.0578032 
0.1325 -0.0611079 
0.13375 -0.0643202 
0.135 -0.067435 
0.13625 -0.0704471 
0.1375 -0.0733516 
0.13875 -0.0761438 
0.14 -0.0788191 
0.14125 -0.0813734 
0.1425 -0.0838024 
0.14375 -0.0861024 
0.145 -0.0882695 
0.14625 -0.0903004 
0.1475 -0.0921919 
0.14875 -0.0939408 
0.15 -0.0955445 
0.15125 -0.0970002 
0.1525 -0.0983057 
0.15375 -0.0994588 
0.155 -0.100458 
0.15625 -0.1013 
0.1575 -0.101986 
0.15875 -0.102512 
0.16 -0.102879 
0.16125 -0.103086 
0.1625 -0.103131 
0.16375 -0.103015 
0.165 -0.102738 
0.16625 -0.102299 
0.1675 -0.101699 
0.16875 -0.100938 
0.17 -0.100018 
0.17125 -0.0989386 
0.1725 -0.0977016 
0.17375 -0.0963082 
0.175 -0.0947601 
0.17625 -0.0930591 
0.1775 -0.0912071 
0.17875 -0.0892063 
0.18 -0.087059 
0.18125 -0.084768 
0.1825 -0.0823358 
0.18375 -0.0797654 
0.185 -0.07706 
0.18625 -0.0742228 
0.1875 -0.0712573 
0.18875 -0.068167 
0.19 -0.0649559 
0.19125 -0.0616278 
0.1925 -0.0581868 
0.19375 -0.0546371 
0.195 -0.0509832 
0.19625 -0.0472295 
0.1975 -0.0433807 
0.19875 -0.0394417 
0.2 -0.0354172 
0.20125 -0.0313123 
0.2025 -0.0271321 
0.20375 -0.0228819 
0.205 -0.018567 
0.20625 -0.0141928 
0.2075 -0.00976492 
0.20875 -0.00528886 
0.21 -0.000770317 
0.21125 0.00378495 
0.2125 0.00837113 
0.21375 0.0129823 
0.215 0.0176127 
0.21625 0.0222562 
0.2175 0.0269068 
0.21875 0.0315585 
0.22 0.0362053 
0.22125 0.0408409 
0.2225 0.0454594 
0.22375 0.0500547 
0.225 0.0546204 
0.22625 0.0591507 
0.2275 0.0636394 
0.22875 0.0680803 
0.23 0.0724674 
0.23125 0.0767948 
0.2325 0.0810563 
0.23375 0.0852461 
0.235 0.0893582 
0.23625 0.0933868 
0.2375 0.0973261 
0.23875 0.10117 
0.24 0.104914 
0.24125 0.108551 
0.2425 0.112077 
0.24375 0.115486 
0.245 0.118772 
0.24625 0.121931 
0.2475 0.124957 
0.24875 0.127845 
0.25 0.130591 
0.25125 0.13319 
0.2525 0.135637 
0.25375 0.137928 
0.255 0.140059 
0.25625 0.142026 
0.2575 0.143823 
0.25875 0.145449 
0.26 0.146899 
0.26125 0.148169 
0.2625 0.149256 
0.26375 0.150158 
0.265 0.150871 
0.26625 0.151393 
0.2675 0.15172 
0.26875 0.151852 
0.27 0.151785 
0.27125 0.151518 
0.2725 0.151048 
0.27375 0.150375 
0.275 0.149498 
0.27625 0.148414 
0.2775 0.147124 
0.27875 0.145627 
0.28 0.143923 
0.28125 0.14201 
0.2825 0.139891 
0.28375 0.137564 
0.285 0.135031 
0.28625 0.132292 
0.2875 0.129349 
0.28875 0.126203 
0.29 0.122856 
0.29125 0.119309 
0.2925 0.115565 
0.29375 0.111627 
0.295 0.107496 
0.29625 0.103176 
0.2975 0.0986695 
0.29875 0.0939811 
0.3 0.0891138 
0.30125 0.0840719 
0.3025 0.0788595 
0.30375 0.0734812 
0.305 0.0679417 
0.30625 0.0622462 
0.3075 0.0563999 
0.30875 0.0504085 
0.31 0.0442777 
0.31125 0.0380137 
0.3125 0.0316227 
0.31375 0.0251114 
0.315 0.0184867 
0.31625 0.0117555 
0.3175 0.00492528 
0.31875 -0.00199646 
0.32 -0.00900191 
0.32125 -0.016083 
0.3225 -0.0232316 
0.32375 -0.0304391 
0.325 -0.0376969 
0.32625 -0.044996 
0.3275 -0.0523274 
0.32875 -0.0596818 
0.33 -0.0670495 
0.33125 -0.0744211 
0.3325 -0.0817865 
0.33375 -0.0891358 
0.335 -0.0964587 
0.33625 -0.103745 
0.3375 -0.110984 
0.33875 -0.118165 
0.34 -0.125278 
0.34125 -0.13231 
0.3425 -0.139253 
0.34375 -0.146093 
0.345 -0.152821 
0.34625 -0.159425 
0.3475 -0.165892 
0.34875 -0.172213 
0.35 -0.178376 
0.35125 -0.184368 
0.3525 -0.190179 
0.35375 -0.195797 
0.355 -0.20121 
0.35625 -0.206407 
0.3575 -0.211376 
0.35875 -0.216107 
0.36 -0.220586 
0.36125 -0.224804 
0.3625 -0.228749 
0.36375 -0.23241 
0.365 -0.235775 
0.36625 -0.238835 
0.3675 -0.241578 
0.36875 -0.243993 
0.37 -0.246071 
0.37125 -0.247802 
0.3725 -0.249175 
0.37375 -0.25018 
0.375 -0.250809 
0.37625 -0.251053 
0.3775 -0.250902 
0.37875 -0.250348 
0.38 -0.249383 
0.38125 -0.248 
0.3825 -0.246191 
0.38375 -0.24395 
0.385 -0.241269 
0.38625 -0.238143 
0.3875 -0.234567 
0.38875 -0.230535 
0.39 -0.226044 
0.39125 -0.221089 
0.3925 -0.215668 
0.39375 -0.209777 
0.395 -0.203415 
0.39625 -0.196581 
0.3975 -0.189274 
0.39875 -0.181494 
0.4 -0.173243 
0.40125 -0.164522 
0.4025 -0.155333 
0.40375 -0.145682 
0.405 -0.135571 
0.40625 -0.125007 
0.4075 -0.113995 
0.40875 -0.102543 
0.41 -0.090659 
0.41125 -0.0783531 
0.4125 -0.0656354 
0.41375 -0.0525177 
0.415 -0.0390129 
0.41625 -0.025135 
0.4175 -0.0108994 
0.41875 0.00367744 
0.42 0.0185774 
0.42125 0.0337812 
0.4225 0.0492682 
0.42375 0.0650161 
0.425 0.0810012 
0.42625 0.0971984 
0.4275 0.113581 
0.42875 0.13012 
0.43 0.146786 
0.43125 0.163547 
0.4325 0.18037 
0.43375 0.197218 
0.435 0.214056 
0.43625 0.230843 
0.4375 0.247539 
0.43875 0.264101 
0.44 0.280484 
0.44125 0.29664 
0.4425 0.312521 
0.44375 0.328074 
0.445 0.343247 
0.44625 0.357982 
0.4475 0.372223 
0.44875 0.385907 
0.45 0.398972 
0.45125 0.411352 
0.4525 0.422979 
0.45375 0.433782 
0.455 0.443687 
0.45625 0.452618 
0.4575 0.460495 
0.45875 0.467237 
0.46 0.472759 
0.46125 0.476973 
0.4625 0.479788 
0.46375 0.48111 
0.465 0.480841 
0.46625 0.478882 
0.4675 0.475128 
0.46875 0.469472 
0.47 0.461805 
0.47125 0.452011 
0.4725 0.439974 
0.47375 0.425571 
0.475 0.408679 
0.47625 0.389168 
0.4775 0.366907 
0.47875 0.341758 
0.48 0.31358 
0.48125 0.282231 
0.4825 0.247561 
0.48375 0.209417 
0.485 0.167642 
0.48625 0.122075 
0.4875 0.07255 
0.48875 0.0188964 
0.49 -0.0390606 
0.49125 -0.101501 
0.4925 -0.168608 
0.49375 -0.240572 
0.495 -0.317588 
0.49625 -0.399853 
0.4975 -0.487572 
0.49875 -0.580954 
0.5 -0.680215 


0.5 -0.680215 
0.50125 -0.580954 
0.5025 -0.487572 
0.50375 -0.399853 
0.505 -0.317588 
0.50625 -0.240572 
0.5075 -0.168608 
0.50875 -0.101501 
0.51 -0.0390606 
0.51125 0.0188964 
0.5125 0.07255 
0.51375 0.122075 
0.515 0.167642 
0.51625 0.209417 
0.5175 0.247561 
0.51875 0.282231 
0.52 0.31358 
0.52125 0.341758 
0.5225 0.366907 
0.52375 0.389168 
0.525 0.408679 
0.52625 0.425571 
0.5275 0.439974 
0.52875 0.452011 
0.53 0.461805 
0.53125 0.469472 
0.5325 0.475128 
0.53375 0.478882 
0.535 0.480841 
0.53625 0.48111 
0.5375 0.479788 
0.53875 0.476973 
0.54 0.472759 
0.54125 0.467237 
0.5425 0.460495 
0.54375 0.452618 
0.545 0.443687 
0.54625 0.433782 
0.5475 0.422979 
0.54875 0.411352 
0.55 0.398972 
0.55125 0.385907 
0.5525 0.372223 
0.55375 0.357982 
0.555 0.343247 
0.55625 0.328074 
0.5575 0.312521 
0.55875 0.29664 
0.56 0.280484 
0.56125 0.264101 
0.5625 0.247539 
0.56375 0.230843 
0.565 0.214056 
0.56625 0.197218 
0.5675 0.18037 
0.56875 0.163547 
0.57 0.146786 
0.57125 0.13012 
0.5725 0.113581 
0.57375 0.0971984 
0.575 0.0810012 
0.57625 0.0650161 
0.5775 0.0492682 
0.57875 0.0337812 
0.58 0.0185774 
0.58125 0.00367744 
0.5825 -0.0108994 
0.58375 -0.025135 
0.585 -0.0390129 
0.58625 -0.0525177 
0.5875 -0.0656354 
0.58875 -0.0783531 
0.59 -0.090659 
0.59125 -0.102543 
0.5925 -0.113995 
0.59375 -0.125007 
0.595 -0.135571 
0.59625 -0.145682 
0.5975 -0.155333 
0.59875 -0.164522 
0.6 -0.173243 
0.60125 -0.181494 
0.6025 -0.189274 
0.60375 -0.196581 
0.605 -0.203415 
0.60625 -0.209777 
0.6075 -0.215668 
0.60875 -0.221089 
0.61 -0.226044 
0.61125 -0.230535 
0.6125 -0.234567 
0.61375 -0.238143 
0.615 -0.241269 
0.61625 -0.24395 
0.6175 -0.246191 
0.61875 -0.248 
0.62 -0.249383 
0.62125 -0.250348 
0.6225 -0.250902 
0.62375 -0.251053 
0.625 -0.250809 
0.62625 -0.25018 
0.6275 -0.249175 
0.62875 -0.247802 
0.63 -0.246071 
0.63125 -0.243993 
0.6325 -0.241578 
0.63375 -0.238835 
0.635 -0.235775 
0.63625 -0.23241 
0.6375 -0.228749 
0.63875 -0.224804 
0.64 -0.220586 
0.64125 -0.216107 
0.6425 -0.211376 
0.64375 -0.206407 
0.645 -0.20121 
0.64625 -0.195797 
0.6475 -0.190179 
0.64875 -0.184368 
0.65 -0.178376 
0.65125 -0.172213 
0.6525 -0.165892 
0.65375 -0.159425 
0.655 -0.152821 
0.65625 -0.146093 
0.6575 -0.139253 
0.65875 -0.13231 
0.66 -0.125278 
0.66125 -0.118165 
0.6625 -0.110984 
0.66375 -0.103745 
0.665 -0.0964587 
0.66625 -0.0891358 
0.6675 -0.0817865 
0.66875 -0.0744211 
0.67 -0.0670495 
0.67125 -0.0596818 
0.6725 -0.0523274 
0.67375 -0.044996 
0.675 -0.0376969 
0.67625 -0.0304391 
0.6775 -0.0232316 
0.67875 -0.016083 
0.68 -0.00900191 
0.68125 -0.00199646 
0.6825 0.00492528 
0.68375 0.0117555 
0.685 0.0184867 
0.68625 0.0251114 
0.6875 0.0316227 
0.68875 0.0380137 
0.69 0.0442777 
0.69125 0.0504085 
0.6925 0.0563999 
0.69375 0.0622462 
0.695 0.0679417 
0.69625 0.0734812 
0.6975 0.0788595 
0.69875 0.0840719 
0.7 0.0891138 
0.70125 0.0939811 
0.7025 0.0986695 
0.70375 0.103176 
0.705 0.107496 
0.70625 0.111627 
0.7075 0.115565 
0.70875 0.119309 
0.71 0.122856 
0.71125 0.126203 
0.7125 0.129349 
0.71375 0.132292 
0.715 0.135031 
0.71625 0.137564 
0.7175 0.139891 
0.71875 0.14201 
0.72 0.143923 
0.72125 0.145627 
0.7225 0.147124 
0.72375 0.148414 
0.725 0.149498 
0.72625 0.150375 
0.7275 0.151048 
0.72875 0.151518 
0.73 0.151785 
0.73125 0.151852 
0.7325 0.15172 
0.73375 0.151393 
0.735 0.150871 
0.73625 0.150158 
0.7375 0.149256 
0.73875 0.148169 
0.74 0.146899 
0.74125 0.145449 
0.7425 0.143823 
0.74375 0.142026 
0.745 0.140059 
0.74625 0.137928 
0.7475 0.135637 
0.74875 0.13319 
0.75 0.130591 
0.75125 0.127845 
0.7525 0.124957 
0.75375 0.121931 
0.755 0.118772 
0.75625 0.115486 
0.7575 0.112077 
0.75875 0.108551 
0.76 0.104914 
0.76125 0.10117 
0.7625 0.0973261 
0.76375 0.0933868 
0.765 0.0893582 
0.76625 0.0852461 
0.7675 0.0810563 
0.76875 0.0767948 
0.77 0.0724674 
0.77125 0.0680803 
0.7725 0.0636394 
0.77375 0.0591507 
0.775 0.0546204 
0.77625 0.0500547 
0.7775 0.0454594 
0.77875 0.0408409 
0.78 0.0362053 
0.78125 0.0315585 
0.7825 0.0269068 
0.78375 0.0222562 
0.785 0.0176127 
0.78625 0.0129823 
0.7875 0.00837113 
0.78875 0.00378495 
0.79 -0.000770317 
0.79125 -0.00528886 
0.7925 -0.00976492 
0.79375 -0.0141928 
0.795 -0.018567 
0.79625 -0.0228819 
0.7975 -0.0271321 
0.79875 -0.0313123 
0.8 -0.0354172 
