# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_11> 
0 0 
0.00125 -0.0538406 
0.0025 -0.102938 
0.00375 -0.14751 
0.005 -0.187768 
0.00625 -0.223917 
0.0075 -0.256159 
0.00875 -0.284685 
0.01 -0.309684 
0.01125 -0.331337 
0.0125 -0.349821 
0.01375 -0.365306 
0.015 -0.377959 
0.01625 -0.387939 
0.0175 -0.395402 
0.01875 -0.400497 
0.02 -0.403368 
0.02125 -0.404157 
0.0225 -0.402998 
0.02375 -0.400022 
0.025 -0.395354 
0.02625 -0.389117 
0.0275 -0.381428 
0.02875 -0.372399 
0.03 -0.362138 
0.03125 -0.350751 
0.0325 -0.338338 
0.03375 -0.324995 
0.035 -0.310816 
0.03625 -0.295889 
0.0375 -0.280299 
0.03875 -0.264128 
0.04 -0.247455 
0.04125 -0.230354 
0.0425 -0.212896 
0.04375 -0.195151 
0.045 -0.177183 
0.04625 -0.159053 
0.0475 -0.140822 
0.04875 -0.122544 
0.05 -0.104274 
0.05125 -0.0860617 
0.0525 -0.0679543 
0.05375 -0.0499971 
0.055 -0.0322327 
0.05625 -0.0147009 
0.0575 0.00256062 
0.05875 0.0195168 
0.06 0.0361348 
0.06125 0.0523839 
0.0625 0.0682357 
0.06375 0.0836637 
0.065 0.0986437 
0.06625 0.113153 
0.0675 0.127172 
0.06875 0.140681 
0.07 0.153664 
0.07125 0.166105 
0.0725 0.177992 
0.07375 0.189313 
0.075 0.200056 
0.07625 0.210214 
0.0775 0.21978 
0.07875 0.228747 
0.08 0.237111 
0.08125 0.244869 
0.0825 0.252019 
0.08375 0.25856 
0.085 0.264492 
0.08625 0.269818 
0.0875 0.27454 
0.08875 0.278661 
0.09 0.282186 
0.09125 0.285121 
0.0925 0.287472 
0.09375 0.289246 
0.095 0.290451 
0.09625 0.291096 
0.0975 0.29119 
0.09875 0.290745 
0.1 0.28977 
0.10125 0.288276 
0.1025 0.286278 
0.10375 0.283785 
0.105 0.280812 
0.10625 0.277373 
0.1075 0.273481 
0.10875 0.26915 
0.11 0.264395 
0.11125 0.259231 
0.1125 0.253674 
0.11375 0.247739 
0.115 0.241442 
0.11625 0.2348 
0.1175 0.227827 
0.11875 0.220542 
0.12 0.21296 
0.12125 0.205098 
0.1225 0.196972 
0.12375 0.188601 
0.125 0.18 
0.12625 0.171186 
0.1275 0.162177 
0.12875 0.152989 
0.13 0.143638 
0.13125 0.134143 
0.1325 0.124518 
0.13375 0.114782 
0.135 0.10495 
0.13625 0.095038 
0.1375 0.085063 
0.13875 0.0750406 
0.14 0.0649865 
0.14125 0.0549162 
0.1425 0.0448451 
0.14375 0.0347882 
0.145 0.0247604 
0.14625 0.0147762 
0.1475 0.00484993 
0.14875 -0.00500445 
0.15 -0.0147732 
0.15125 -0.024443 
0.1525 -0.0340007 
0.15375 -0.0434335 
0.155 -0.0527291 
0.15625 -0.0618755 
0.1575 -0.0708608 
0.15875 -0.0796738 
0.16 -0.0883035 
0.16125 -0.0967393 
0.1625 -0.104971 
0.16375 -0.112989 
0.165 -0.120783 
0.16625 -0.128345 
0.1675 -0.135666 
0.16875 -0.142737 
0.17 -0.149552 
0.17125 -0.156102 
0.1725 -0.162381 
0.17375 -0.168381 
0.175 -0.174098 
0.17625 -0.179524 
0.1775 -0.184656 
0.17875 -0.189487 
0.18 -0.194014 
0.18125 -0.198233 
0.1825 -0.202139 
0.18375 -0.20573 
0.185 -0.209002 
0.18625 -0.211955 
0.1875 -0.214585 
0.18875 -0.216891 
0.19 -0.218872 
0.19125 -0.220528 
0.1925 -0.221858 
0.19375 -0.222862 
0.195 -0.22354 
0.19625 -0.223894 
0.1975 -0.223926 
0.19875 -0.223635 
0.2 -0.223026 
0.20125 -0.222099 
0.2025 -0.220859 
0.20375 -0.219308 
0.205 -0.217449 
0.20625 -0.215287 
0.2075 -0.212825 
0.20875 -0.210069 
0.21 -0.207023 
0.21125 -0.203692 
0.2125 -0.200083 
0.21375 -0.1962 
0.215 -0.19205 
0.21625 -0.18764 
0.2175 -0.182975 
0.21875 -0.178064 
0.22 -0.172913 
0.22125 -0.16753 
0.2225 -0.161922 
0.22375 -0.156098 
0.225 -0.150066 
0.22625 -0.143834 
0.2275 -0.137412 
0.22875 -0.130806 
0.23 -0.124028 
0.23125 -0.117086 
0.2325 -0.10999 
0.23375 -0.102748 
0.235 -0.0953712 
0.23625 -0.0878691 
0.2375 -0.0802516 
0.23875 -0.0725288 
0.24 -0.064711 
0.24125 -0.0568085 
0.2425 -0.0488316 
0.24375 -0.0407909 
0.245 -0.0326968 
0.24625 -0.02456 
0.2475 -0.0163912 
0.24875 -0.00820095 
0.25 -1.36002e-15 
0.25125 0.00820095 
0.2525 0.0163912 
0.25375 0.02456 
0.255 0.0326968 
0.25625 0.0407909 
0.2575 0.0488316 
0.25875 0.0568085 
0.26 0.064711 
0.26125 0.0725288 
0.2625 0.0802516 
0.26375 0.0878691 
0.265 0.0953712 
0.26625 0.102748 
0.2675 0.10999 
0.26875 0.117086 
0.27 0.124028 
0.27125 0.130806 
0.2725 0.137412 
0.27375 0.143834 
0.275 0.150066 
0.27625 0.156098 
0.2775 0.161922 
0.27875 0.16753 
0.28 0.172913 
0.28125 0.178064 
0.2825 0.182975 
0.28375 0.18764 
0.285 0.19205 
0.28625 0.1962 
0.2875 0.200083 
0.28875 0.203692 
0.29 0.207023 
0.29125 0.210069 
0.2925 0.212825 
0.29375 0.215287 
0.295 0.217449 
0.29625 0.219308 
0.2975 0.220859 
0.29875 0.222099 
0.3 0.223026 
0.30125 0.223635 
0.3025 0.223926 
0.30375 0.223894 
0.305 0.22354 
0.30625 0.222862 
0.3075 0.221858 
0.30875 0.220528 
0.31 0.218872 
0.31125 0.216891 
0.3125 0.214585 
0.31375 0.211955 
0.315 0.209002 
0.31625 0.20573 
0.3175 0.202139 
0.31875 0.198233 
0.32 0.194014 
0.32125 0.189487 
0.3225 0.184656 
0.32375 0.179524 
0.325 0.174098 
0.32625 0.168381 
0.3275 0.162381 
0.32875 0.156102 
0.33 0.149552 
0.33125 0.142737 
0.3325 0.135666 
0.33375 0.128345 
0.335 0.120783 
0.33625 0.112989 
0.3375 0.104971 
0.33875 0.0967393 
0.34 0.0883035 
0.34125 0.0796738 
0.3425 0.0708608 
0.34375 0.0618755 
0.345 0.0527291 
0.34625 0.0434335 
0.3475 0.0340007 
0.34875 0.024443 
0.35 0.0147732 
0.35125 0.00500445 
0.3525 -0.00484993 
0.35375 -0.0147762 
0.355 -0.0247604 
0.35625 -0.0347882 
0.3575 -0.0448451 
0.35875 -0.0549162 
0.36 -0.0649865 
0.36125 -0.0750406 
0.3625 -0.085063 
0.36375 -0.095038 
0.365 -0.10495 
0.36625 -0.114782 
0.3675 -0.124518 
0.36875 -0.134143 
0.37 -0.143638 
0.37125 -0.152989 
0.3725 -0.162177 
0.37375 -0.171186 
0.375 -0.18 
0.37625 -0.188601 
0.3775 -0.196972 
0.37875 -0.205098 
0.38 -0.21296 
0.38125 -0.220542 
0.3825 -0.227827 
0.38375 -0.2348 
0.385 -0.241442 
0.38625 -0.247739 
0.3875 -0.253674 
0.38875 -0.259231 
0.39 -0.264395 
0.39125 -0.26915 
0.3925 -0.273481 
0.39375 -0.277373 
0.395 -0.280812 
0.39625 -0.283785 
0.3975 -0.286278 
0.39875 -0.288276 
0.4 -0.28977 
0.40125 -0.290745 
0.4025 -0.29119 
0.40375 -0.291096 
0.405 -0.290451 
0.40625 -0.289246 
0.4075 -0.287472 
0.40875 -0.285121 
0.41 -0.282186 
0.41125 -0.278661 
0.4125 -0.27454 
0.41375 -0.269818 
0.415 -0.264492 
0.41625 -0.25856 
0.4175 -0.252019 
0.41875 -0.244869 
0.42 -0.237111 
0.42125 -0.228747 
0.4225 -0.21978 
0.42375 -0.210214 
0.425 -0.200056 
0.42625 -0.189313 
0.4275 -0.177992 
0.42875 -0.166105 
0.43 -0.153664 
0.43125 -0.140681 
0.4325 -0.127172 
0.43375 -0.113153 
0.435 -0.0986437 
0.43625 -0.0836637 
0.4375 -0.0682357 
0.43875 -0.0523839 
0.44 -0.0361348 
0.44125 -0.0195168 
0.4425 -0.00256062 
0.44375 0.0147009 
0.445 0.0322327 
0.44625 0.0499971 
0.4475 0.0679543 
0.44875 0.0860617 
0.45 0.104274 
0.45125 0.122544 
0.4525 0.140822 
0.45375 0.159053 
0.455 0.177183 
0.45625 0.195151 
0.4575 0.212896 
0.45875 0.230354 
0.46 0.247455 
0.46125 0.264128 
0.4625 0.280299 
0.46375 0.295889 
0.465 0.310816 
0.46625 0.324995 
0.4675 0.338338 
0.46875 0.350751 
0.47 0.362138 
0.47125 0.372399 
0.4725 0.381428 
0.47375 0.389117 
0.475 0.395354 
0.47625 0.400022 
0.4775 0.402998 
0.47875 0.404157 
0.48 0.403368 
0.48125 0.400497 
0.4825 0.395402 
0.48375 0.387939 
0.485 0.377959 
0.48625 0.365306 
0.4875 0.349821 
0.48875 0.331337 
0.49 0.309684 
0.49125 0.284685 
0.4925 0.256159 
0.49375 0.223917 
0.495 0.187768 
0.49625 0.14751 
0.4975 0.102938 
0.49875 0.0538406 
0.5 3.76435e-16 


0.5 3.76435e-16 
0.50125 -0.0538406 
0.5025 -0.102938 
0.50375 -0.14751 
0.505 -0.187768 
0.50625 -0.223917 
0.5075 -0.256159 
0.50875 -0.284685 
0.51 -0.309684 
0.51125 -0.331337 
0.5125 -0.349821 
0.51375 -0.365306 
0.515 -0.377959 
0.51625 -0.387939 
0.5175 -0.395402 
0.51875 -0.400497 
0.52 -0.403368 
0.52125 -0.404157 
0.5225 -0.402998 
0.52375 -0.400022 
0.525 -0.395354 
0.52625 -0.389117 
0.5275 -0.381428 
0.52875 -0.372399 
0.53 -0.362138 
0.53125 -0.350751 
