# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_6> 
0 0 
0.00125 0.0134465 
0.0025 0.0268313 
0.00375 0.0401375 
0.005 0.0533489 
0.00625 0.0664499 
0.0075 0.0794256 
0.00875 0.0922614 
0.01 0.104944 
0.01125 0.117459 
0.0125 0.129795 
0.01375 0.141939 
0.015 0.15388 
0.01625 0.165607 
0.0175 0.17711 
0.01875 0.188377 
0.02 0.1994 
0.02125 0.21017 
0.0225 0.220679 
0.02375 0.230917 
0.025 0.240878 
0.02625 0.250555 
0.0275 0.259941 
0.02875 0.26903 
0.03 0.277815 
0.03125 0.286292 
0.0325 0.294456 
0.03375 0.302302 
0.035 0.309826 
0.03625 0.317023 
0.0375 0.323892 
0.03875 0.330428 
0.04 0.33663 
0.04125 0.342494 
0.0425 0.348019 
0.04375 0.353203 
0.045 0.358046 
0.04625 0.362545 
0.0475 0.3667 
0.04875 0.370511 
0.05 0.373978 
0.05125 0.377101 
0.0525 0.379881 
0.05375 0.382318 
0.055 0.384413 
0.05625 0.386168 
0.0575 0.387584 
0.05875 0.388663 
0.06 0.389408 
0.06125 0.38982 
0.0625 0.389901 
0.06375 0.389655 
0.065 0.389085 
0.06625 0.388193 
0.0675 0.386983 
0.06875 0.385459 
0.07 0.383624 
0.07125 0.381482 
0.0725 0.379037 
0.07375 0.376293 
0.075 0.373256 
0.07625 0.369928 
0.0775 0.366316 
0.07875 0.362423 
0.08 0.358255 
0.08125 0.353816 
0.0825 0.349113 
0.08375 0.34415 
0.085 0.338933 
0.08625 0.333468 
0.0875 0.327759 
0.08875 0.321814 
0.09 0.315637 
0.09125 0.309235 
0.0925 0.302613 
0.09375 0.295778 
0.095 0.288736 
0.09625 0.281494 
0.0975 0.274057 
0.09875 0.266431 
0.1 0.258624 
0.10125 0.250642 
0.1025 0.242492 
0.10375 0.234179 
0.105 0.22571 
0.10625 0.217093 
0.1075 0.208333 
0.10875 0.199438 
0.11 0.190414 
0.11125 0.181267 
0.1125 0.172006 
