0 0.0154364
1 0.0395496
2 0.0405382
3 0.0526761
4 0.0526761
5 0.0726508
6 0.0728573
7 0.0852807
8 0.0852807
9 0.0967281
10 0.0967633
11 0.103115
12 0.103115
