# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_10> 
0 0 
0.00125 0.0673161 
0.0025 0.129247 
0.00375 0.186017 
0.005 0.237848 
0.00625 0.284952 
0.0075 0.327538 
0.00875 0.365808 
0.01 0.39996 
0.01125 0.430184 
0.0125 0.456667 
0.01375 0.479589 
0.015 0.499126 
0.01625 0.515449 
0.0175 0.528723 
0.01875 0.539108 
0.02 0.54676 
0.02125 0.55183 
0.0225 0.554464 
0.02375 0.554805 
0.025 0.55299 
0.02625 0.549151 
0.0275 0.543418 
0.02875 0.535914 
0.03 0.52676 
0.03125 0.516072 
0.0325 0.503963 
0.03375 0.490541 
0.035 0.475911 
0.03625 0.460173 
0.0375 0.443426 
0.03875 0.425761 
0.04 0.40727 
0.04125 0.38804 
0.0425 0.368153 
0.04375 0.347691 
0.045 0.326729 
0.04625 0.305342 
0.0475 0.2836 
0.04875 0.261571 
0.05 0.23932 
0.05125 0.216909 
0.0525 0.194398 
0.05375 0.171841 
0.055 0.149294 
0.05625 0.126807 
0.0575 0.104429 
0.05875 0.0822068 
0.06 0.0601833 
0.06125 0.0384002 
0.0625 0.0168966 
0.06375 -0.00429054 
0.065 -0.0251265 
0.06625 -0.0455786 
0.0675 -0.0656164 
0.06875 -0.0852112 
0.07 -0.104337 
0.07125 -0.122968 
0.0725 -0.141081 
0.07375 -0.158657 
0.075 -0.175675 
0.07625 -0.192118 
0.0775 -0.207969 
0.07875 -0.223215 
0.08 -0.237841 
0.08125 -0.251838 
0.0825 -0.265194 
0.08375 -0.277901 
0.085 -0.289952 
0.08625 -0.301341 
0.0875 -0.312063 
0.08875 -0.322115 
0.09 -0.331494 
0.09125 -0.340198 
0.0925 -0.348229 
0.09375 -0.355587 
0.095 -0.362273 
0.09625 -0.368291 
0.0975 -0.373644 
0.09875 -0.378337 
0.1 -0.382376 
0.10125 -0.385767 
0.1025 -0.388516 
0.10375 -0.390633 
0.105 -0.392125 
0.10625 -0.393003 
0.1075 -0.393274 
0.10875 -0.392951 
0.11 -0.392044 
0.11125 -0.390565 
0.1125 -0.388526 
0.11375 -0.385939 
0.115 -0.382818 
0.11625 -0.379176 
0.1175 -0.375027 
0.11875 -0.370386 
0.12 -0.365266 
0.12125 -0.359683 
0.1225 -0.353651 
0.12375 -0.347187 
0.125 -0.340306 
0.12625 -0.333024 
0.1275 -0.325357 
0.12875 -0.317321 
0.13 -0.308933 
0.13125 -0.300209 
0.1325 -0.291166 
0.13375 -0.28182 
0.135 -0.272188 
0.13625 -0.262287 
0.1375 -0.252134 
0.13875 -0.241746 
0.14 -0.231139 
0.14125 -0.22033 
0.1425 -0.209336 
0.14375 -0.198173 
0.145 -0.186859 
0.14625 -0.175409 
0.1475 -0.163839 
0.14875 -0.152167 
0.15 -0.140407 
0.15125 -0.128577 
0.1525 -0.116691 
0.15375 -0.104765 
0.155 -0.0928141 
0.15625 -0.0808542 
0.1575 -0.0688997 
0.15875 -0.0569653 
0.16 -0.0450655 
0.16125 -0.0332143 
0.1625 -0.0214257 
0.16375 -0.00971331 
0.165 0.00190952 
0.16625 0.0134297 
0.1675 0.0248346 
0.16875 0.0361117 
0.17 0.0472488 
0.17125 0.0582341 
0.1725 0.0690562 
0.17375 0.0797039 
0.175 0.0901664 
0.17625 0.100433 
0.1775 0.110494 
0.17875 0.12034 
0.18 0.12996 
0.18125 0.139346 
0.1825 0.14849 
0.18375 0.157382 
0.185 0.166016 
0.18625 0.174383 
0.1875 0.182476 
0.18875 0.190288 
0.19 0.197813 
0.19125 0.205046 
0.1925 0.211979 
0.19375 0.218609 
0.195 0.224929 
0.19625 0.230935 
0.1975 0.236624 
0.19875 0.241992 
0.2 0.247034 
0.20125 0.251749 
0.2025 0.256133 
0.20375 0.260184 
0.205 0.2639 
0.20625 0.26728 
0.2075 0.270323 
0.20875 0.273027 
0.21 0.275393 
0.21125 0.277419 
0.2125 0.279108 
0.21375 0.280458 
0.215 0.281472 
0.21625 0.28215 
0.2175 0.282494 
0.21875 0.282506 
0.22 0.282189 
0.22125 0.281544 
0.2225 0.280576 
0.22375 0.279287 
0.225 0.277681 
0.22625 0.275762 
0.2275 0.273534 
0.22875 0.271001 
0.23 0.268168 
0.23125 0.265041 
0.2325 0.261624 
0.23375 0.257924 
0.235 0.253945 
0.23625 0.249695 
0.2375 0.245179 
0.23875 0.240404 
0.24 0.235376 
0.24125 0.230104 
0.2425 0.224593 
0.24375 0.218852 
0.245 0.212887 
0.24625 0.206708 
0.2475 0.200321 
0.24875 0.193736 
0.25 0.18696 
0.25125 0.180001 
0.2525 0.172869 
0.25375 0.165573 
0.255 0.15812 
0.25625 0.150521 
0.2575 0.142784 
0.25875 0.134918 
0.26 0.126934 
0.26125 0.118839 
0.2625 0.110645 
0.26375 0.10236 
0.265 0.0939939 
0.26625 0.0855566 
0.2675 0.0770579 
0.26875 0.0685073 
0.27 0.0599148 
0.27125 0.0512901 
0.2725 0.042643 
0.27375 0.0339834 
0.275 0.0253209 
0.27625 0.0166655 
0.2775 0.0080268 
0.27875 -0.000585471 
0.28 -0.00916165 
0.28125 -0.0176921 
0.2825 -0.0261674 
0.28375 -0.034578 
0.285 -0.0429145 
0.28625 -0.0511677 
0.2875 -0.0593283 
0.28875 -0.0673874 
0.29 -0.0753359 
0.29125 -0.0831649 
0.2925 -0.0908659 
0.29375 -0.0984303 
0.295 -0.10585 
0.29625 -0.113116 
0.2975 -0.12022 
0.29875 -0.127156 
0.3 -0.133914 
0.30125 -0.140488 
0.3025 -0.146869 
0.30375 -0.153052 
0.305 -0.159029 
0.30625 -0.164794 
0.3075 -0.170339 
0.30875 -0.175658 
0.31 -0.180747 
0.31125 -0.185598 
0.3125 -0.190207 
0.31375 -0.194568 
0.315 -0.198675 
0.31625 -0.202526 
0.3175 -0.206114 
0.31875 -0.209436 
0.32 -0.212488 
0.32125 -0.215267 
0.3225 -0.217768 
0.32375 -0.21999 
0.325 -0.221929 
0.32625 -0.223583 
0.3275 -0.224951 
0.32875 -0.226029 
0.33 -0.226818 
0.33125 -0.227315 
0.3325 -0.22752 
0.33375 -0.227433 
0.335 -0.227054 
0.33625 -0.226382 
0.3375 -0.225419 
0.33875 -0.224165 
0.34 -0.222622 
0.34125 -0.220791 
0.3425 -0.218674 
0.34375 -0.216273 
0.345 -0.213592 
0.34625 -0.210633 
0.3475 -0.207399 
0.34875 -0.203894 
0.35 -0.200123 
0.35125 -0.196089 
0.3525 -0.191797 
0.35375 -0.187253 
0.355 -0.182461 
0.35625 -0.177428 
0.3575 -0.172159 
0.35875 -0.166662 
0.36 -0.160942 
0.36125 -0.155006 
0.3625 -0.148863 
0.36375 -0.142519 
0.365 -0.135984 
0.36625 -0.129264 
0.3675 -0.122369 
0.36875 -0.115307 
0.37 -0.108088 
0.37125 -0.100722 
0.3725 -0.0932171 
0.37375 -0.0855844 
0.375 -0.0778338 
0.37625 -0.069976 
0.3775 -0.0620217 
0.37875 -0.0539819 
0.38 -0.0458677 
0.38125 -0.0376907 
0.3825 -0.0294624 
0.38375 -0.0211946 
0.385 -0.0128994 
0.38625 -0.00458893 
0.3875 0.0037245 
0.38875 0.0120284 
0.39 0.0203102 
0.39125 0.0285571 
0.3925 0.0367564 
0.39375 0.0448952 
0.395 0.0529603 
0.39625 0.0609389 
0.3975 0.0688178 
0.39875 0.076584 
0.4 0.0842242 
0.40125 0.0917255 
0.4025 0.0990746 
0.40375 0.106259 
0.405 0.113265 
0.40625 0.12008 
0.4075 0.126691 
0.40875 0.133086 
0.41 0.139252 
0.41125 0.145176 
0.4125 0.150848 
0.41375 0.156254 
0.415 0.161383 
0.41625 0.166223 
0.4175 0.170764 
0.41875 0.174995 
0.42 0.178904 
0.42125 0.182483 
0.4225 0.185721 
0.42375 0.188608 
0.425 0.191137 
0.42625 0.193298 
0.4275 0.195083 
0.42875 0.196486 
0.43 0.1975 
0.43125 0.198117 
0.4325 0.198334 
0.43375 0.198144 
0.435 0.197543 
0.43625 0.196529 
0.4375 0.195098 
0.43875 0.193248 
0.44 0.190978 
0.44125 0.188289 
0.4425 0.18518 
0.44375 0.181653 
0.445 0.177711 
0.44625 0.173358 
0.4475 0.168598 
0.44875 0.163437 
0.45 0.157881 
0.45125 0.15194 
0.4525 0.145621 
0.45375 0.138937 
0.455 0.131898 
0.45625 0.124519 
0.4575 0.116813 
0.45875 0.108797 
0.46 0.100489 
0.46125 0.0919071 
0.4625 0.0830729 
0.46375 0.0740087 
0.465 0.0647385 
0.46625 0.0552882 
0.4675 0.0456854 
0.46875 0.0359598 
0.47 0.0261426 
0.47125 0.0162673 
0.4725 0.00636925 
0.47375 -0.0035141 
0.475 -0.0133432 
0.47625 -0.0230762 
0.4775 -0.0326693 
0.47875 -0.042076 
0.48 -0.0512478 
0.48125 -0.0601335 
0.4825 -0.0686797 
0.48375 -0.0768302 
0.485 -0.0845264 
0.48625 -0.091707 
0.4875 -0.0983077 
0.48875 -0.104262 
0.49 -0.109499 
0.49125 -0.113948 
0.4925 -0.117532 
0.49375 -0.120172 
0.495 -0.121787 
0.49625 -0.122292 
0.4975 -0.121597 
0.49875 -0.119612 
0.5 -0.116242 


0.5 -0.116242 
0.50125 -0.119612 
0.5025 -0.121597 
0.50375 -0.122292 
0.505 -0.121787 
0.50625 -0.120172 
0.5075 -0.117532 
0.50875 -0.113948 
0.51 -0.109499 
0.51125 -0.104262 
0.5125 -0.0983077 
0.51375 -0.091707 
0.515 -0.0845264 
0.51625 -0.0768302 
0.5175 -0.0686797 
0.51875 -0.0601335 
0.52 -0.0512478 
0.52125 -0.042076 
0.5225 -0.0326693 
0.52375 -0.0230762 
0.525 -0.0133432 
0.52625 -0.0035141 
0.5275 0.00636925 
0.52875 0.0162673 
0.53 0.0261426 
0.53125 0.0359598 
0.5325 0.0456854 
0.53375 0.0552882 
0.535 0.0647385 
0.53625 0.0740087 
0.5375 0.0830729 
0.53875 0.0919071 
0.54 0.100489 
0.54125 0.108797 
0.5425 0.116813 
0.54375 0.124519 
0.545 0.131898 
0.54625 0.138937 
0.5475 0.145621 
0.54875 0.15194 
0.55 0.157881 
0.55125 0.163437 
0.5525 0.168598 
0.55375 0.173358 
0.555 0.177711 
0.55625 0.181653 
0.5575 0.18518 
0.55875 0.188289 
0.56 0.190978 
0.56125 0.193248 
0.5625 0.195098 
0.56375 0.196529 
0.565 0.197543 
0.56625 0.198144 
0.5675 0.198334 
0.56875 0.198117 
0.57 0.1975 
0.57125 0.196486 
0.5725 0.195083 
0.57375 0.193298 
0.575 0.191137 
0.57625 0.188608 
0.5775 0.185721 
0.57875 0.182483 
0.58 0.178904 
0.58125 0.174995 
0.5825 0.170764 
0.58375 0.166223 
0.585 0.161383 
0.58625 0.156254 
0.5875 0.150848 
0.58875 0.145176 
0.59 0.139252 
0.59125 0.133086 
0.5925 0.126691 
0.59375 0.12008 
0.595 0.113265 
0.59625 0.106259 
0.5975 0.0990746 
0.59875 0.0917255 
0.6 0.0842242 
0.60125 0.076584 
0.6025 0.0688178 
0.60375 0.0609389 
0.605 0.0529603 
0.60625 0.0448952 
0.6075 0.0367564 
0.60875 0.0285571 
0.61 0.0203102 
0.61125 0.0120284 
0.6125 0.0037245 
0.61375 -0.00458893 
0.615 -0.0128994 
0.61625 -0.0211946 
0.6175 -0.0294624 
0.61875 -0.0376907 
0.62 -0.0458677 
0.62125 -0.0539819 
0.6225 -0.0620217 
0.62375 -0.069976 
0.625 -0.0778338 
0.62625 -0.0855844 
0.6275 -0.0932171 
0.62875 -0.100722 
0.63 -0.108088 
0.63125 -0.115307 
0.6325 -0.122369 
0.63375 -0.129264 
0.635 -0.135984 
0.63625 -0.142519 
0.6375 -0.148863 
0.63875 -0.155006 
0.64 -0.160942 
0.64125 -0.166662 
0.6425 -0.172159 
0.64375 -0.177428 
0.645 -0.182461 
0.64625 -0.187253 
0.6475 -0.191797 
0.64875 -0.196089 
0.65 -0.200123 
0.65125 -0.203894 
0.6525 -0.207399 
0.65375 -0.210633 
0.655 -0.213592 
0.65625 -0.216273 
0.6575 -0.218674 
0.65875 -0.220791 
0.66 -0.222622 
0.66125 -0.224165 
0.6625 -0.225419 
0.66375 -0.226382 
0.665 -0.227054 
0.66625 -0.227433 
0.6675 -0.22752 
0.66875 -0.227315 
0.67 -0.226818 
0.67125 -0.226029 
0.6725 -0.224951 
0.67375 -0.223583 
0.675 -0.221929 
0.67625 -0.21999 
0.6775 -0.217768 
0.67875 -0.215267 
0.68 -0.212488 
0.68125 -0.209436 
0.6825 -0.206114 
0.68375 -0.202526 
0.685 -0.198675 
0.68625 -0.194568 
0.6875 -0.190207 
0.68875 -0.185598 
0.69 -0.180747 
0.69125 -0.175658 
0.6925 -0.170339 
0.69375 -0.164794 
0.695 -0.159029 
0.69625 -0.153052 
0.6975 -0.146869 
0.69875 -0.140488 
0.7 -0.133914 
0.70125 -0.127156 
0.7025 -0.12022 
0.70375 -0.113116 
0.705 -0.10585 
0.70625 -0.0984303 
0.7075 -0.0908659 
0.70875 -0.0831649 
0.71 -0.0753359 
0.71125 -0.0673874 
0.7125 -0.0593283 
0.71375 -0.0511677 
0.715 -0.0429145 
0.71625 -0.034578 
0.7175 -0.0261674 
0.71875 -0.0176921 
0.72 -0.00916165 
0.72125 -0.000585471 
0.7225 0.0080268 
0.72375 0.0166655 
0.725 0.0253209 
0.72625 0.0339834 
0.7275 0.042643 
0.72875 0.0512901 
0.73 0.0599148 
0.73125 0.0685073 
0.7325 0.0770579 
0.73375 0.0855566 
0.735 0.0939939 
0.73625 0.10236 
0.7375 0.110645 
0.73875 0.118839 
0.74 0.126934 
0.74125 0.134918 
0.7425 0.142784 
0.74375 0.150521 
0.745 0.15812 
0.74625 0.165573 
0.7475 0.172869 
0.74875 0.180001 
0.75 0.18696 
0.75125 0.193736 
0.7525 0.200321 
0.75375 0.206708 
0.755 0.212887 
0.75625 0.218852 
0.7575 0.224593 
0.75875 0.230104 
0.76 0.235376 
0.76125 0.240404 
0.7625 0.245179 
0.76375 0.249695 
0.765 0.253945 
0.76625 0.257924 
0.7675 0.261624 
0.76875 0.265041 
0.77 0.268168 
0.77125 0.271001 
0.7725 0.273534 
0.77375 0.275762 
0.775 0.277681 
0.77625 0.279287 
0.7775 0.280576 
0.77875 0.281544 
0.78 0.282189 
0.78125 0.282506 
0.7825 0.282494 
0.78375 0.28215 
0.785 0.281472 
0.78625 0.280458 
0.7875 0.279108 
0.78875 0.277419 
0.79 0.275393 
0.79125 0.273027 
0.7925 0.270323 
0.79375 0.26728 
0.795 0.2639 
0.79625 0.260184 
0.7975 0.256133 
0.79875 0.251749 
0.8 0.247034 
0.80125 0.241992 
0.8025 0.236624 
0.80375 0.230935 
0.805 0.224929 
0.80625 0.218609 
0.8075 0.211979 
0.80875 0.205046 
0.81 0.197813 
0.81125 0.190288 
0.8125 0.182476 
0.81375 0.174383 
0.815 0.166016 
0.81625 0.157382 
0.8175 0.14849 
0.81875 0.139346 
0.82 0.12996 
0.82125 0.12034 
0.8225 0.110494 
0.82375 0.100433 
0.825 0.0901664 
0.82625 0.0797039 
0.8275 0.0690562 
0.82875 0.0582341 
0.83 0.0472488 
0.83125 0.0361117 
0.8325 0.0248346 
0.83375 0.0134297 
0.835 0.00190952 
0.83625 -0.00971331 
0.8375 -0.0214257 
0.83875 -0.0332143 
0.84 -0.0450655 
0.84125 -0.0569653 
0.8425 -0.0688997 
0.84375 -0.0808542 
0.845 -0.0928141 
0.84625 -0.104765 
0.8475 -0.116691 
0.84875 -0.128577 
0.85 -0.140407 
0.85125 -0.152167 
0.8525 -0.163839 
0.85375 -0.175409 
0.855 -0.186859 
0.85625 -0.198173 
0.8575 -0.209336 
0.85875 -0.22033 
0.86 -0.231139 
0.86125 -0.241746 
0.8625 -0.252134 
0.86375 -0.262287 
0.865 -0.272188 
0.86625 -0.28182 
0.8675 -0.291166 
0.86875 -0.300209 
0.87 -0.308933 
0.87125 -0.317321 
0.8725 -0.325357 
0.87375 -0.333024 
0.875 -0.340306 
0.87625 -0.347187 
0.8775 -0.353651 
0.87875 -0.359683 
0.88 -0.365266 
0.88125 -0.370386 
0.8825 -0.375027 
0.88375 -0.379176 
0.885 -0.382818 
0.88625 -0.385939 
0.8875 -0.388526 
0.88875 -0.390565 
0.89 -0.392044 
0.89125 -0.392951 
0.8925 -0.393274 
0.89375 -0.393003 
0.895 -0.392125 
0.89625 -0.390633 
0.8975 -0.388516 
0.89875 -0.385767 
0.9 -0.382376 
0.90125 -0.378337 
0.9025 -0.373644 
0.90375 -0.368291 
0.905 -0.362273 
0.90625 -0.355587 
0.9075 -0.348229 
0.90875 -0.340198 
0.91 -0.331494 
0.91125 -0.322115 
0.9125 -0.312063 
0.91375 -0.301341 
0.915 -0.289952 
0.91625 -0.277901 
0.9175 -0.265194 
0.91875 -0.251838 
0.92 -0.237841 
0.92125 -0.223215 
0.9225 -0.207969 
0.92375 -0.192118 
0.925 -0.175675 
0.92625 -0.158657 
0.9275 -0.141081 
0.92875 -0.122968 
0.93 -0.104337 
0.93125 -0.0852112 
0.9325 -0.0656164 
0.93375 -0.0455786 
0.935 -0.0251265 
0.93625 -0.00429054 
0.9375 0.0168966 
0.93875 0.0384002 
0.94 0.0601833 
0.94125 0.0822068 
0.9425 0.104429 
0.94375 0.126807 
0.945 0.149294 
0.94625 0.171841 
0.9475 0.194398 
0.94875 0.216909 
0.95 0.23932 
0.95125 0.261571 
0.9525 0.2836 
0.95375 0.305342 
0.955 0.326729 
0.95625 0.347691 
0.9575 0.368153 
0.95875 0.38804 
0.96 0.40727 
0.96125 0.425761 
0.9625 0.443426 
0.96375 0.460173 
0.965 0.475911 
0.96625 0.490541 
0.9675 0.503963 
0.96875 0.516072 
0.97 0.52676 
0.97125 0.535914 
0.9725 0.543418 
0.97375 0.549151 
0.975 0.55299 
0.97625 0.554805 
0.9775 0.554464 
0.97875 0.55183 
0.98 0.54676 
0.98125 0.539108 
0.9825 0.528723 
0.98375 0.515449 
0.985 0.499126 
0.98625 0.479589 
0.9875 0.456667 
0.98875 0.430184 
0.99 0.39996 
0.99125 0.365808 
0.9925 0.327538 
0.99375 0.284952 
0.995 0.237848 
0.99625 0.186017 
0.9975 0.129247 
0.99875 0.0673161 
1 0 


