# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_5> 
0 0 
0.00125 0.0120967 
0.0025 0.0241041 
0.00375 0.0360139 
0.005 0.0478176 
0.00625 0.0595074 
0.0075 0.0710756 
0.00875 0.0825146 
0.01 0.0938173 
0.01125 0.104977 
0.0125 0.115986 
0.01375 0.126839 
0.015 0.13753 
0.01625 0.148052 
0.0175 0.158399 
0.01875 0.168566 
0.02 0.178549 
0.02125 0.188341 
0.0225 0.197938 
0.02375 0.207336 
0.025 0.216529 
0.02625 0.225514 
0.0275 0.234287 
0.02875 0.242844 
0.03 0.251181 
0.03125 0.259295 
0.0325 0.267183 
0.03375 0.274842 
0.035 0.282269 
0.03625 0.289461 
0.0375 0.296417 
0.03875 0.303133 
0.04 0.309608 
0.04125 0.31584 
0.0425 0.321827 
0.04375 0.327568 
0.045 0.333061 
0.04625 0.338305 
0.0475 0.343299 
0.04875 0.348042 
0.05 0.352534 
0.05125 0.356773 
0.0525 0.36076 
0.05375 0.364494 
0.055 0.367975 
0.05625 0.371203 
0.0575 0.374178 
0.05875 0.376901 
0.06 0.379371 
0.06125 0.38159 
0.0625 0.383558 
0.06375 0.385276 
0.065 0.386744 
0.06625 0.387965 
0.0675 0.388938 
0.06875 0.389666 
0.07 0.39015 
0.07125 0.390391 
0.0725 0.39039 
0.07375 0.390151 
0.075 0.389673 
0.07625 0.388961 
0.0775 0.388014 
0.07875 0.386836 
0.08 0.385429 
0.08125 0.383795 
0.0825 0.381936 
0.08375 0.379855 
0.085 0.377555 
0.08625 0.375038 
0.0875 0.372307 
0.08875 0.369364 
0.09 0.366213 
0.09125 0.362857 
0.0925 0.359298 
0.09375 0.35554 
0.095 0.351586 
0.09625 0.347438 
0.0975 0.343102 
0.09875 0.338579 
0.1 0.333873 
0.10125 0.328987 
0.1025 0.323926 
0.10375 0.318693 
0.105 0.31329 
0.10625 0.307723 
0.1075 0.301995 
0.10875 0.296109 
0.11 0.290069 
0.11125 0.283879 
0.1125 0.277544 
0.11375 0.271066 
0.115 0.26445 
0.11625 0.2577 
0.1175 0.25082 
0.11875 0.243813 
0.12 0.236685 
0.12125 0.229438 
0.1225 0.222078 
0.12375 0.214608 
0.125 0.207033 
0.12625 0.199356 
0.1275 0.191582 
