# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_5> 
0 0 
0.00125 -0.0290719 
0.0025 -0.0587859 
0.00375 -0.0890807 
0.005 -0.119897 
0.00625 -0.151176 
0.0075 -0.182862 
0.00875 -0.214898 
0.01 -0.247233 
0.01125 -0.279813 
0.0125 -0.312588 
0.01375 -0.345508 
0.015 -0.378525 
0.01625 -0.411594 
0.0175 -0.444668 
0.01875 -0.477704 
0.02 -0.510659 
0.02125 -0.543493 
0.0225 -0.576165 
0.02375 -0.608637 
0.025 -0.640871 
0.02625 -0.672831 
0.0275 -0.704483 
0.02875 -0.735792 
0.03 -0.766727 
0.03125 -0.797255 
0.0325 -0.827348 
0.03375 -0.856975 
0.035 -0.886109 
0.03625 -0.914724 
0.0375 -0.942793 
0.03875 -0.970292 
0.04 -0.997197 
0.04125 -1.02349 
0.0425 -1.04914 
0.04375 -1.07413 
0.045 -1.09845 
0.04625 -1.12207 
0.0475 -1.14498 
0.04875 -1.16715 
0.05 -1.18858 
0.05125 -1.20926 
0.0525 -1.22915 
0.05375 -1.24826 
0.055 -1.26657 
0.05625 -1.28408 
0.0575 -1.30076 
0.05875 -1.31661 
0.06 -1.33162 
0.06125 -1.34578 
0.0625 -1.35909 
0.06375 -1.37154 
0.065 -1.38313 
0.06625 -1.39384 
0.0675 -1.40368 
0.06875 -1.41264 
0.07 -1.42073 
0.07125 -1.42792 
0.0725 -1.43424 
0.07375 -1.43966 
0.075 -1.44421 
0.07625 -1.44787 
0.0775 -1.45064 
0.07875 -1.45254 
0.08 -1.45355 
0.08125 -1.45369 
0.0825 -1.45296 
0.08375 -1.45136 
0.085 -1.44889 
0.08625 -1.44557 
0.0875 -1.44139 
0.08875 -1.43636 
0.09 -1.4305 
0.09125 -1.4238 
0.0925 -1.41628 
0.09375 -1.40793 
0.095 -1.39878 
