# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_10> 
0 0 
0.00125 -0.000260415 
0.0025 -0.000105907 
0.00375 0.000424111 
0.005 0.00129174 
0.00625 0.00246056 
0.0075 0.00389561 
0.00875 0.00556335 
0.01 0.00743162 
0.01125 0.00946963 
0.0125 0.0116479 
0.01375 0.0139384 
0.015 0.016314 
0.01625 0.0187493 
0.0175 0.0212197 
0.01875 0.023702 
0.02 0.0261742 
0.02125 0.0286152 
0.0225 0.0310053 
0.02375 0.0333257 
0.025 0.0355586 
0.02625 0.0376874 
0.0275 0.0396963 
0.02875 0.0415707 
0.03 0.0432968 
0.03125 0.0448617 
0.0325 0.0462535 
0.03375 0.0474611 
0.035 0.0484744 
0.03625 0.0492839 
0.0375 0.049881 
0.03875 0.0502579 
0.04 0.0504077 
0.04125 0.050324 
0.0425 0.0500013 
0.04375 0.0494346 
0.045 0.0486197 
0.04625 0.0475532 
0.0475 0.046232 
0.04875 0.0446538 
0.05 0.042817 
0.05125 0.0407203 
0.0525 0.0383633 
0.05375 0.0357458 
0.055 0.0328682 
0.05625 0.0297316 
0.0575 0.0263374 
0.05875 0.0226874 
0.06 0.018784 
0.06125 0.0146299 
0.0625 0.0102284 
0.06375 0.00558293 
0.065 0.000697488 
0.06625 -0.00442365 
0.0675 -0.00977585 
0.06875 -0.0153541 
0.07 -0.0211533 
0.07125 -0.0271676 
0.0725 -0.0333914 
0.07375 -0.0398184 
0.075 -0.0464424 
0.07625 -0.0532566 
0.0775 -0.0602542 
0.07875 -0.0674283 
0.08 -0.0747715 
0.08125 -0.0822765 
0.0825 -0.0899356 
0.08375 -0.097741 
0.085 -0.105685 
0.08625 -0.113759 
0.0875 -0.121956 
0.08875 -0.130266 
0.09 -0.138682 
0.09125 -0.147195 
0.0925 -0.155797 
0.09375 -0.164479 
0.095 -0.173232 
0.09625 -0.182047 
0.0975 -0.190917 
0.09875 -0.199831 
0.1 -0.208781 
0.10125 -0.217759 
0.1025 -0.226756 
0.10375 -0.235762 
0.105 -0.244769 
0.10625 -0.253769 
0.1075 -0.262752 
0.10875 -0.27171 
0.11 -0.280634 
0.11125 -0.289515 
0.1125 -0.298346 
0.11375 -0.307117 
0.115 -0.315821 
0.11625 -0.324449 
0.1175 -0.332992 
0.11875 -0.341443 
0.12 -0.349794 
0.12125 -0.358037 
0.1225 -0.366164 
0.12375 -0.374168 
0.125 -0.38204 
0.12625 -0.389774 
0.1275 -0.397362 
0.12875 -0.404798 
0.13 -0.412074 
0.13125 -0.419183 
0.1325 -0.426119 
0.13375 -0.432875 
0.135 -0.439446 
0.13625 -0.445824 
0.1375 -0.452004 
0.13875 -0.45798 
0.14 -0.463746 
0.14125 -0.469297 
0.1425 -0.474628 
0.14375 -0.479733 
0.145 -0.484607 
0.14625 -0.489247 
0.1475 -0.493646 
0.14875 -0.497802 
0.15 -0.501709 
0.15125 -0.505364 
0.1525 -0.508763 
0.15375 -0.511902 
0.155 -0.514779 
0.15625 -0.517389 
0.1575 -0.519731 
0.15875 -0.5218 
0.16 -0.523596 
0.16125 -0.525114 
0.1625 -0.526354 
0.16375 -0.527313 
0.165 -0.52799 
0.16625 -0.528383 
0.1675 -0.528491 
0.16875 -0.528312 
0.17 -0.527846 
0.17125 -0.527092 
0.1725 -0.526049 
0.17375 -0.524718 
0.175 -0.523098 
0.17625 -0.521189 
0.1775 -0.518992 
0.17875 -0.516507 
0.18 -0.513735 
0.18125 -0.510677 
0.1825 -0.507334 
0.18375 -0.503707 
0.185 -0.499797 
0.18625 -0.495607 
0.1875 -0.491138 
0.18875 -0.486393 
0.19 -0.481373 
0.19125 -0.476081 
0.1925 -0.47052 
0.19375 -0.464693 
0.195 -0.458601 
0.19625 -0.45225 
0.1975 -0.445641 
0.19875 -0.438778 
0.2 -0.431666 
0.20125 -0.424307 
0.2025 -0.416706 
0.20375 -0.408867 
0.205 -0.400794 
0.20625 -0.392492 
0.2075 -0.383964 
0.20875 -0.375217 
0.21 -0.366255 
0.21125 -0.357082 
0.2125 -0.347704 
0.21375 -0.338126 
0.215 -0.328354 
0.21625 -0.318392 
0.2175 -0.308248 
0.21875 -0.297925 
0.22 -0.287431 
0.22125 -0.276771 
0.2225 -0.265952 
0.22375 -0.254978 
0.225 -0.243858 
0.22625 -0.232596 
0.2275 -0.2212 
0.22875 -0.209676 
0.23 -0.198031 
0.23125 -0.18627 
0.2325 -0.174402 
0.23375 -0.162433 
0.235 -0.150369 
0.23625 -0.138218 
0.2375 -0.125987 
0.23875 -0.113682 
0.24 -0.101311 
0.24125 -0.0888815 
0.2425 -0.0763997 
0.24375 -0.0638731 
0.245 -0.051309 
0.24625 -0.0387147 
0.2475 -0.0260973 
0.24875 -0.0134643 
0.25 -0.00082289 
0.25125 0.0118197 
0.2525 0.024456 
0.25375 0.0370789 
0.255 0.049681 
0.25625 0.062255 
0.2575 0.0747937 
0.25875 0.0872899 
0.26 0.0997363 
0.26125 0.112126 
0.2625 0.124451 
0.26375 0.136705 
0.265 0.148881 
0.26625 0.160972 
0.2675 0.17297 
0.26875 0.184869 
0.27 0.196663 
0.27125 0.208343 
0.2725 0.219904 
0.27375 0.231338 
0.275 0.24264 
0.27625 0.253803 
0.2775 0.26482 
0.27875 0.275685 
0.28 0.286392 
0.28125 0.296935 
0.2825 0.307307 
0.28375 0.317503 
0.285 0.327517 
0.28625 0.337344 
0.2875 0.346977 
0.28875 0.356412 
0.29 0.365642 
0.29125 0.374663 
0.2925 0.38347 
0.29375 0.392058 
0.295 0.400422 
0.29625 0.408557 
0.2975 0.416459 
0.29875 0.424123 
0.3 0.431546 
0.30125 0.438723 
0.3025 0.44565 
0.30375 0.452324 
0.305 0.458741 
0.30625 0.464897 
0.3075 0.47079 
0.30875 0.476416 
0.31 0.481773 
0.31125 0.486858 
0.3125 0.491668 
0.31375 0.496201 
0.315 0.500454 
0.31625 0.504427 
0.3175 0.508116 
0.31875 0.511521 
0.32 0.51464 
0.32125 0.517472 
0.3225 0.520015 
0.32375 0.52227 
0.325 0.524235 
0.32625 0.52591 
0.3275 0.527294 
0.32875 0.528389 
0.33 0.529193 
0.33125 0.529708 
0.3325 0.529934 
0.33375 0.529872 
0.335 0.529522 
0.33625 0.528886 
0.3375 0.527966 
0.33875 0.526763 
0.34 0.525279 
0.34125 0.523516 
0.3425 0.521477 
0.34375 0.519163 
0.345 0.516577 
0.34625 0.513723 
0.3475 0.510603 
0.34875 0.507221 
0.35 0.50358 
0.35125 0.499684 
0.3525 0.495537 
0.35375 0.491142 
0.355 0.486505 
0.35625 0.48163 
0.3575 0.47652 
0.35875 0.471182 
0.36 0.465621 
0.36125 0.459841 
0.3625 0.453848 
0.36375 0.447647 
0.365 0.441245 
0.36625 0.434648 
0.3675 0.427861 
0.36875 0.420891 
0.37 0.413744 
0.37125 0.406427 
0.3725 0.398948 
0.37375 0.391311 
0.375 0.383526 
0.37625 0.3756 
0.3775 0.367538 
0.37875 0.35935 
0.38 0.351043 
0.38125 0.342624 
0.3825 0.334102 
0.38375 0.325485 
0.385 0.31678 
0.38625 0.307996 
0.3875 0.299142 
0.38875 0.290225 
0.39 0.281254 
0.39125 0.272239 
0.3925 0.263187 
0.39375 0.254108 
0.395 0.245009 
0.39625 0.235901 
0.3975 0.226791 
0.39875 0.21769 
0.4 0.208605 
0.40125 0.199546 
0.4025 0.190521 
0.40375 0.181541 
0.405 0.172612 
0.40625 0.163746 
0.4075 0.15495 
0.40875 0.146234 
0.41 0.137606 
0.41125 0.129075 
0.4125 0.120649 
0.41375 0.112339 
0.415 0.104151 
0.41625 0.0960945 
0.4175 0.0881779 
0.41875 0.0804093 
0.42 0.0727967 
0.42125 0.0653481 
0.4225 0.0580713 
0.42375 0.0509739 
0.425 0.0440632 
0.42625 0.0373465 
0.4275 0.0308308 
0.42875 0.0245228 
0.43 0.0184292 
0.43125 0.0125562 
0.4325 0.00690976 
0.43375 0.00149568 
0.435 -0.00368062 
0.43625 -0.008614 
0.4375 -0.0132997 
0.43875 -0.0177332 
0.44 -0.0219105 
0.44125 -0.0258278 
0.4425 -0.0294817 
0.44375 -0.0328695 
0.445 -0.0359886 
0.44625 -0.0388369 
0.4475 -0.0414129 
0.44875 -0.0437154 
0.45 -0.0457439 
0.45125 -0.0474983 
0.4525 -0.0489789 
0.45375 -0.0501869 
0.455 -0.0511238 
0.45625 -0.0517917 
0.4575 -0.0521934 
0.45875 -0.0523324 
0.46 -0.0522127 
0.46125 -0.051839 
0.4625 -0.0512168 
0.46375 -0.0503523 
0.465 -0.0492524 
0.46625 -0.0479247 
0.4675 -0.0463777 
0.46875 -0.0446206 
0.47 -0.0426635 
0.47125 -0.0405173 
0.4725 -0.0381939 
0.47375 -0.0357061 
0.475 -0.0330673 
0.47625 -0.0302923 
0.4775 -0.0273967 
0.47875 -0.0243969 
0.48 -0.0213106 
0.48125 -0.0181565 
0.4825 -0.0149543 
0.48375 -0.0117249 
0.485 -0.00849017 
0.48625 -0.00527332 
0.4875 -0.00209868 
0.48875 0.00100822 
0.49 0.00402056 
0.49125 0.00691029 
0.4925 0.00964803 
0.49375 0.0122031 
0.495 0.0145434 
0.49625 0.0166354 
0.4975 0.0184443 
0.49875 0.0199338 
0.5 0.021066 


0.5 0.021066 
0.50125 0.0199338 
0.5025 0.0184443 
0.50375 0.0166354 
0.505 0.0145434 
0.50625 0.0122031 
0.5075 0.00964803 
0.50875 0.00691029 
0.51 0.00402056 
0.51125 0.00100822 
0.5125 -0.00209868 
0.51375 -0.00527332 
0.515 -0.00849017 
0.51625 -0.0117249 
0.5175 -0.0149543 
0.51875 -0.0181565 
0.52 -0.0213106 
0.52125 -0.0243969 
0.5225 -0.0273967 
0.52375 -0.0302923 
0.525 -0.0330673 
0.52625 -0.0357061 
0.5275 -0.0381939 
0.52875 -0.0405173 
0.53 -0.0426635 
0.53125 -0.0446206 
0.5325 -0.0463777 
0.53375 -0.0479247 
0.535 -0.0492524 
0.53625 -0.0503523 
0.5375 -0.0512168 
0.53875 -0.051839 
0.54 -0.0522127 
0.54125 -0.0523324 
0.5425 -0.0521934 
0.54375 -0.0517917 
0.545 -0.0511238 
0.54625 -0.0501869 
0.5475 -0.0489789 
0.54875 -0.0474983 
0.55 -0.0457439 
0.55125 -0.0437154 
0.5525 -0.0414129 
0.55375 -0.0388369 
0.555 -0.0359886 
0.55625 -0.0328695 
0.5575 -0.0294817 
0.55875 -0.0258278 
0.56 -0.0219105 
0.56125 -0.0177332 
0.5625 -0.0132997 
0.56375 -0.008614 
0.565 -0.00368062 
0.56625 0.00149568 
0.5675 0.00690976 
0.56875 0.0125562 
0.57 0.0184292 
0.57125 0.0245228 
0.5725 0.0308308 
0.57375 0.0373465 
0.575 0.0440632 
0.57625 0.0509739 
0.5775 0.0580713 
0.57875 0.0653481 
0.58 0.0727967 
0.58125 0.0804093 
0.5825 0.0881779 
0.58375 0.0960945 
0.585 0.104151 
0.58625 0.112339 
0.5875 0.120649 
0.58875 0.129075 
0.59 0.137606 
0.59125 0.146234 
0.5925 0.15495 
0.59375 0.163746 
0.595 0.172612 
0.59625 0.181541 
0.5975 0.190521 
0.59875 0.199546 
0.6 0.208605 
0.60125 0.21769 
0.6025 0.226791 
0.60375 0.235901 
0.605 0.245009 
0.60625 0.254108 
0.6075 0.263187 
0.60875 0.272239 
0.61 0.281254 
0.61125 0.290225 
0.6125 0.299142 
0.61375 0.307996 
0.615 0.31678 
0.61625 0.325485 
0.6175 0.334102 
0.61875 0.342624 
0.62 0.351043 
0.62125 0.35935 
0.6225 0.367538 
0.62375 0.3756 
0.625 0.383526 
0.62625 0.391311 
0.6275 0.398948 
0.62875 0.406427 
0.63 0.413744 
0.63125 0.420891 
0.6325 0.427861 
0.63375 0.434648 
0.635 0.441245 
0.63625 0.447647 
0.6375 0.453848 
0.63875 0.459841 
0.64 0.465621 
0.64125 0.471182 
0.6425 0.47652 
0.64375 0.48163 
0.645 0.486505 
0.64625 0.491142 
0.6475 0.495537 
0.64875 0.499684 
0.65 0.50358 
0.65125 0.507221 
0.6525 0.510603 
0.65375 0.513723 
0.655 0.516577 
0.65625 0.519163 
0.6575 0.521477 
0.65875 0.523516 
0.66 0.525279 
0.66125 0.526763 
0.6625 0.527966 
0.66375 0.528886 
0.665 0.529522 
0.66625 0.529872 
0.6675 0.529934 
0.66875 0.529708 
0.67 0.529193 
0.67125 0.528389 
0.6725 0.527294 
0.67375 0.52591 
0.675 0.524235 
0.67625 0.52227 
0.6775 0.520015 
0.67875 0.517472 
0.68 0.51464 
0.68125 0.511521 
0.6825 0.508116 
0.68375 0.504427 
0.685 0.500454 
0.68625 0.496201 
0.6875 0.491668 
0.68875 0.486858 
0.69 0.481773 
0.69125 0.476416 
0.6925 0.47079 
0.69375 0.464897 
0.695 0.458741 
0.69625 0.452324 
0.6975 0.44565 
0.69875 0.438723 
0.7 0.431546 
0.70125 0.424123 
0.7025 0.416459 
0.70375 0.408557 
0.705 0.400422 
0.70625 0.392058 
0.7075 0.38347 
0.70875 0.374663 
0.71 0.365642 
0.71125 0.356412 
0.7125 0.346977 
0.71375 0.337344 
0.715 0.327517 
0.71625 0.317503 
0.7175 0.307307 
0.71875 0.296935 
0.72 0.286392 
0.72125 0.275685 
0.7225 0.26482 
0.72375 0.253803 
0.725 0.24264 
0.72625 0.231338 
0.7275 0.219904 
0.72875 0.208343 
0.73 0.196663 
0.73125 0.184869 
0.7325 0.17297 
0.73375 0.160972 
0.735 0.148881 
0.73625 0.136705 
0.7375 0.124451 
0.73875 0.112126 
0.74 0.0997363 
0.74125 0.0872899 
0.7425 0.0747937 
0.74375 0.062255 
0.745 0.049681 
0.74625 0.0370789 
0.7475 0.024456 
0.74875 0.0118197 
0.75 -0.00082289 
0.75125 -0.0134643 
0.7525 -0.0260973 
0.75375 -0.0387147 
0.755 -0.051309 
0.75625 -0.0638731 
0.7575 -0.0763997 
0.75875 -0.0888815 
0.76 -0.101311 
0.76125 -0.113682 
0.7625 -0.125987 
0.76375 -0.138218 
0.765 -0.150369 
0.76625 -0.162433 
0.7675 -0.174402 
0.76875 -0.18627 
0.77 -0.198031 
0.77125 -0.209676 
0.7725 -0.2212 
0.77375 -0.232596 
0.775 -0.243858 
0.77625 -0.254978 
0.7775 -0.265952 
0.77875 -0.276771 
0.78 -0.287431 
0.78125 -0.297925 
0.7825 -0.308248 
0.78375 -0.318392 
0.785 -0.328354 
0.78625 -0.338126 
0.7875 -0.347704 
0.78875 -0.357082 
0.79 -0.366255 
0.79125 -0.375217 
0.7925 -0.383964 
0.79375 -0.392492 
0.795 -0.400794 
0.79625 -0.408867 
0.7975 -0.416706 
0.79875 -0.424307 
0.8 -0.431666 
0.80125 -0.438778 
0.8025 -0.445641 
0.80375 -0.45225 
0.805 -0.458601 
0.80625 -0.464693 
0.8075 -0.47052 
0.80875 -0.476081 
0.81 -0.481373 
0.81125 -0.486393 
0.8125 -0.491138 
0.81375 -0.495607 
0.815 -0.499797 
0.81625 -0.503707 
0.8175 -0.507334 
0.81875 -0.510677 
0.82 -0.513735 
0.82125 -0.516507 
