# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_8> 
0 0 
0.00125 0.0133278 
0.0025 0.0267729 
0.00375 0.0402942 
0.005 0.0538522 
0.00625 0.0674092 
0.0075 0.0809292 
0.00875 0.0943779 
0.01 0.107723 
0.01125 0.120933 
0.0125 0.133978 
0.01375 0.146831 
0.015 0.159466 
0.01625 0.171856 
0.0175 0.18398 
0.01875 0.195814 
0.02 0.207338 
0.02125 0.218533 
0.0225 0.229379 
0.02375 0.239861 
0.025 0.249963 
0.02625 0.25967 
0.0275 0.268968 
0.02875 0.277847 
0.03 0.286293 
0.03125 0.294299 
0.0325 0.301853 
0.03375 0.308949 
0.035 0.315579 
0.03625 0.321738 
0.0375 0.32742 
0.03875 0.33262 
0.04 0.337336 
0.04125 0.341565 
0.0425 0.345305 
0.04375 0.348554 
0.045 0.351314 
0.04625 0.353584 
0.0475 0.355365 
0.04875 0.35666 
0.05 0.35747 
0.05125 0.3578 
0.0525 0.357652 
0.05375 0.357032 
0.055 0.355943 
0.05625 0.354392 
0.0575 0.352384 
0.05875 0.349926 
0.06 0.347025 
0.06125 0.343687 
0.0625 0.339922 
0.06375 0.335736 
0.065 0.331139 
0.06625 0.32614 
0.0675 0.320748 
0.06875 0.314971 
0.07 0.308822 
0.07125 0.302309 
0.0725 0.295442 
0.07375 0.288234 
0.075 0.280695 
0.07625 0.272835 
0.0775 0.264667 
0.07875 0.256202 
0.08 0.247452 
0.08125 0.238429 
0.0825 0.229144 
0.08375 0.219611 
0.085 0.209841 
0.08625 0.199846 
0.0875 0.18964 
0.08875 0.179235 
0.09 0.168643 
0.09125 0.157877 
0.0925 0.146949 
0.09375 0.135873 
0.095 0.124662 
0.09625 0.113327 
0.0975 0.101882 
0.09875 0.0903386 
0.1 0.0787103 
0.10125 0.0670093 
0.1025 0.0552482 
0.10375 0.0434394 
0.105 0.0315952 
0.10625 0.0197279 
0.1075 0.0078496 
0.10875 -0.00402765 
0.11 -0.0158919 
0.11125 -0.0277314 
0.1125 -0.0395346 
0.11375 -0.0512897 
0.115 -0.0629856 
0.11625 -0.0746111 
0.1175 -0.086155 
0.11875 -0.0976066 
0.12 -0.108955 
0.12125 -0.12019 
0.1225 -0.131301 
0.12375 -0.142279 
0.125 -0.153112 
0.12625 -0.163792 
0.1275 -0.174309 
0.12875 -0.184654 
0.13 -0.194818 
0.13125 -0.204792 
0.1325 -0.214567 
0.13375 -0.224135 
0.135 -0.233489 
0.13625 -0.24262 
0.1375 -0.25152 
0.13875 -0.260183 
0.14 -0.268601 
0.14125 -0.276768 
0.1425 -0.284677 
0.14375 -0.292321 
0.145 -0.299695 
0.14625 -0.306793 
0.1475 -0.313609 
0.14875 -0.320139 
0.15 -0.326377 
0.15125 -0.332319 
0.1525 -0.33796 
0.15375 -0.343296 
0.155 -0.348324 
0.15625 -0.35304 
0.1575 -0.35744 
0.15875 -0.361521 
0.16 -0.365282 
0.16125 -0.368719 
0.1625 -0.37183 
0.16375 -0.374614 
0.165 -0.377068 
0.16625 -0.379192 
0.1675 -0.380985 
0.16875 -0.382445 
0.17 -0.383572 
0.17125 -0.384366 
0.1725 -0.384827 
0.17375 -0.384955 
0.175 -0.384751 
0.17625 -0.384215 
0.1775 -0.383349 
0.17875 -0.382155 
0.18 -0.380633 
0.18125 -0.378785 
0.1825 -0.376614 
0.18375 -0.374122 
0.185 -0.371311 
0.18625 -0.368185 
0.1875 -0.364746 
0.18875 -0.360998 
0.19 -0.356944 
0.19125 -0.352589 
0.1925 -0.347935 
0.19375 -0.342988 
0.195 -0.337751 
0.19625 -0.33223 
0.1975 -0.326429 
0.19875 -0.320354 
0.2 -0.314008 
0.20125 -0.307399 
0.2025 -0.300532 
0.20375 -0.293412 
0.205 -0.286045 
0.20625 -0.278438 
0.2075 -0.270598 
0.20875 -0.262529 
0.21 -0.25424 
0.21125 -0.245737 
0.2125 -0.237028 
0.21375 -0.228118 
0.215 -0.219016 
0.21625 -0.20973 
0.2175 -0.200265 
0.21875 -0.190631 
0.22 -0.180836 
0.22125 -0.170886 
0.2225 -0.16079 
0.22375 -0.150556 
0.225 -0.140193 
0.22625 -0.129708 
0.2275 -0.119111 
0.22875 -0.108409 
0.23 -0.0976117 
0.23125 -0.0867272 
0.2325 -0.0757642 
0.23375 -0.0647316 
0.235 -0.0536381 
0.23625 -0.0424927 
0.2375 -0.0313042 
0.23875 -0.0200816 
0.24 -0.00883385 
0.24125 0.0024301 
0.2425 0.0137012 
0.24375 0.0249705 
0.245 0.036229 
0.24625 0.0474676 
0.2475 0.0586773 
0.24875 0.0698492 
0.25 0.0809742 
0.25125 0.0920435 
0.2525 0.103048 
0.25375 0.113979 
0.255 0.124828 
0.25625 0.135586 
0.2575 0.146243 
0.25875 0.156793 
0.26 0.167225 
0.26125 0.177531 
0.2625 0.187704 
0.26375 0.197734 
0.265 0.207614 
0.26625 0.217335 
0.2675 0.226889 
0.26875 0.236268 
0.27 0.245464 
0.27125 0.254471 
0.2725 0.263279 
0.27375 0.271882 
0.275 0.280273 
0.27625 0.288444 
0.2775 0.296388 
0.27875 0.304098 
0.28 0.311568 
0.28125 0.318791 
0.2825 0.325761 
0.28375 0.332471 
0.285 0.338916 
0.28625 0.345089 
0.2875 0.350985 
0.28875 0.356599 
0.29 0.361926 
0.29125 0.366959 
0.2925 0.371695 
0.29375 0.376129 
0.295 0.380256 
0.29625 0.384072 
0.2975 0.387574 
0.29875 0.390757 
0.3 0.393618 
0.30125 0.396153 
0.3025 0.39836 
0.30375 0.400236 
0.305 0.401779 
0.30625 0.402985 
0.3075 0.403853 
0.30875 0.404381 
0.31 0.404568 
0.31125 0.404412 
0.3125 0.403913 
0.31375 0.403069 
0.315 0.40188 
0.31625 0.400346 
0.3175 0.398468 
0.31875 0.396244 
0.32 0.393677 
0.32125 0.390766 
0.3225 0.387514 
0.32375 0.383921 
0.325 0.37999 
0.32625 0.375722 
0.3275 0.37112 
0.32875 0.366186 
0.33 0.360924 
0.33125 0.355336 
0.3325 0.349426 
0.33375 0.343198 
0.335 0.336655 
0.33625 0.329803 
0.3375 0.322646 
0.33875 0.315189 
0.34 0.307437 
0.34125 0.299395 
0.3425 0.29107 
0.34375 0.282467 
0.345 0.273593 
0.34625 0.264455 
0.3475 0.255059 
0.34875 0.245413 
0.35 0.235524 
0.35125 0.2254 
0.3525 0.215048 
0.35375 0.204479 
0.355 0.193698 
0.35625 0.182717 
0.3575 0.171543 
0.35875 0.160187 
0.36 0.148657 
0.36125 0.136964 
0.3625 0.125117 
0.36375 0.113128 
0.365 0.101006 
0.36625 0.0887618 
0.3675 0.0764074 
0.36875 0.0639536 
0.37 0.0514118 
0.37125 0.0387936 
0.3725 0.0261109 
0.37375 0.0133758 
0.375 0.00060045 
0.37625 -0.0122027 
0.3775 -0.0250211 
0.37875 -0.037842 
0.38 -0.0506525 
0.38125 -0.0634395 
0.3825 -0.0761898 
0.38375 -0.0888902 
0.385 -0.101527 
0.38625 -0.114087 
0.3875 -0.126556 
0.38875 -0.138921 
0.39 -0.151168 
0.39125 -0.163282 
0.3925 -0.17525 
0.39375 -0.187058 
0.395 -0.198692 
0.39625 -0.210137 
0.3975 -0.22138 
0.39875 -0.232406 
0.4 -0.243201 
0.40125 -0.253751 
0.4025 -0.264041 
0.40375 -0.274059 
0.405 -0.28379 
0.40625 -0.293219 
0.4075 -0.302334 
0.40875 -0.311119 
0.41 -0.319563 
0.41125 -0.32765 
0.4125 -0.335369 
0.41375 -0.342704 
0.415 -0.349645 
0.41625 -0.356177 
0.4175 -0.362288 
0.41875 -0.367966 
0.42 -0.373198 
0.42125 -0.377973 
0.4225 -0.382278 
0.42375 -0.386104 
0.425 -0.389438 
0.42625 -0.392269 
0.4275 -0.394588 
0.42875 -0.396385 
0.43 -0.39765 
0.43125 -0.398374 
0.4325 -0.398547 
0.43375 -0.398163 
0.435 -0.397212 
0.43625 -0.395689 
0.4375 -0.393585 
0.43875 -0.390895 
0.44 -0.387613 
0.44125 -0.383735 
0.4425 -0.379255 
0.44375 -0.374169 
0.445 -0.368475 
0.44625 -0.362171 
0.4475 -0.355253 
0.44875 -0.347722 
0.45 -0.339578 
0.45125 -0.33082 
0.4525 -0.321449 
0.45375 -0.31147 
0.455 -0.300883 
0.45625 -0.289694 
0.4575 -0.277907 
0.45875 -0.265528 
0.46 -0.252565 
0.46125 -0.239024 
0.4625 -0.224915 
0.46375 -0.210247 
0.465 -0.195033 
0.46625 -0.179284 
0.4675 -0.163013 
0.46875 -0.146236 
0.47 -0.128969 
0.47125 -0.111227 
0.4725 -0.0930305 
0.47375 -0.0743986 
0.475 -0.0553525 
0.47625 -0.035915 
0.4775 -0.01611 
0.47875 0.00403691 
0.48 0.0244987 
0.48125 0.0452468 
0.4825 0.0662509 
0.48375 0.0874793 
0.485 0.108898 
0.48625 0.130473 
0.4875 0.152166 
0.48875 0.173939 
0.49 0.195751 
0.49125 0.21756 
0.4925 0.239322 
0.49375 0.260989 
0.495 0.282514 
0.49625 0.303847 
0.4975 0.324935 
0.49875 0.345724 
0.5 0.366156 


0.5 0.366156 
0.50125 0.345724 
0.5025 0.324935 
0.50375 0.303847 
0.505 0.282514 
0.50625 0.260989 
0.5075 0.239322 
0.50875 0.21756 
0.51 0.195751 
0.51125 0.173939 
0.5125 0.152166 
0.51375 0.130473 
0.515 0.108898 
0.51625 0.0874793 
0.5175 0.0662509 
0.51875 0.0452468 
0.52 0.0244987 
0.52125 0.00403691 
0.5225 -0.01611 
0.52375 -0.035915 
0.525 -0.0553525 
0.52625 -0.0743986 
0.5275 -0.0930305 
0.52875 -0.111227 
0.53 -0.128969 
0.53125 -0.146236 
0.5325 -0.163013 
0.53375 -0.179284 
0.535 -0.195033 
0.53625 -0.210247 
0.5375 -0.224915 
0.53875 -0.239024 
0.54 -0.252565 
0.54125 -0.265528 
0.5425 -0.277907 
0.54375 -0.289694 
0.545 -0.300883 
0.54625 -0.31147 
0.5475 -0.321449 
0.54875 -0.33082 
0.55 -0.339578 
0.55125 -0.347722 
0.5525 -0.355253 
0.55375 -0.362171 
0.555 -0.368475 
0.55625 -0.374169 
0.5575 -0.379255 
0.55875 -0.383735 
0.56 -0.387613 
0.56125 -0.390895 
0.5625 -0.393585 
0.56375 -0.395689 
0.565 -0.397212 
0.56625 -0.398163 
0.5675 -0.398547 
0.56875 -0.398374 
0.57 -0.39765 
0.57125 -0.396385 
0.5725 -0.394588 
0.57375 -0.392269 
0.575 -0.389438 
0.57625 -0.386104 
0.5775 -0.382278 
0.57875 -0.377973 
0.58 -0.373198 
0.58125 -0.367966 
0.5825 -0.362288 
