# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_2> 
0 0 
0.00125 -0.000226858 
0.0025 -0.00081494 
0.00375 -0.00176007 
0.005 -0.00305801 
0.00625 -0.0047045 
0.0075 -0.00669521 
0.00875 -0.00902578 
0.01 -0.0116918 
0.01125 -0.0146888 
0.0125 -0.0180124 
0.01375 -0.021658 
0.015 -0.025621 
0.01625 -0.0298968 
0.0175 -0.0344808 
0.01875 -0.0393684 
0.02 -0.0445549 
0.02125 -0.0500354 
0.0225 -0.0558054 
0.02375 -0.0618599 
0.025 -0.0681942 
0.02625 -0.0748034 
0.0275 -0.0816827 
0.02875 -0.0888272 
0.03 -0.096232 
0.03125 -0.103892 
0.0325 -0.111803 
0.03375 -0.119959 
0.035 -0.128355 
0.03625 -0.136988 
0.0375 -0.14585 
0.03875 -0.154938 
0.04 -0.164247 
0.04125 -0.17377 
0.0425 -0.183504 
0.04375 -0.193444 
0.045 -0.203584 
0.04625 -0.213918 
0.0475 -0.224443 
0.04875 -0.235153 
0.05 -0.246042 
0.05125 -0.257106 
0.0525 -0.26834 
0.05375 -0.279739 
0.055 -0.291297 
0.05625 -0.303009 
0.0575 -0.314871 
0.05875 -0.326876 
0.06 -0.339021 
0.06125 -0.3513 
0.0625 -0.363707 
0.06375 -0.376239 
0.065 -0.388889 
0.06625 -0.401653 
0.0675 -0.414526 
0.06875 -0.427502 
0.07 -0.440577 
0.07125 -0.453746 
0.0725 -0.467003 
0.07375 -0.480344 
0.075 -0.493764 
0.07625 -0.507257 
0.0775 -0.520819 
0.07875 -0.534445 
0.08 -0.54813 
0.08125 -0.56187 
0.0825 -0.575658 
0.08375 -0.589491 
0.085 -0.603363 
0.08625 -0.61727 
0.0875 -0.631207 
0.08875 -0.64517 
0.09 -0.659153 
0.09125 -0.673151 
0.0925 -0.687161 
0.09375 -0.701178 
0.095 -0.715196 
0.09625 -0.729212 
0.0975 -0.74322 
0.09875 -0.757217 
