# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_2> 
0 0 
0.00125 -0.00518332 
0.0025 -0.0103528 
0.00375 -0.015508 
0.005 -0.0206484 
0.00625 -0.0257734 
0.0075 -0.0308826 
0.00875 -0.0359754 
0.01 -0.0410514 
0.01125 -0.0461101 
0.0125 -0.0511511 
0.01375 -0.0561737 
0.015 -0.0611775 
0.01625 -0.0661621 
0.0175 -0.071127 
0.01875 -0.0760717 
0.02 -0.0809958 
0.02125 -0.0858988 
0.0225 -0.0907802 
0.02375 -0.0956396 
0.025 -0.100477 
0.02625 -0.105291 
0.0275 -0.110081 
0.02875 -0.114848 
0.03 -0.119591 
0.03125 -0.124309 
0.0325 -0.129002 
0.03375 -0.13367 
0.035 -0.138311 
0.03625 -0.142927 
0.0375 -0.147515 
0.03875 -0.152077 
0.04 -0.156611 
0.04125 -0.161117 
0.0425 -0.165595 
0.04375 -0.170044 
0.045 -0.174465 
0.04625 -0.178855 
0.0475 -0.183216 
0.04875 -0.187547 
0.05 -0.191847 
0.05125 -0.196117 
0.0525 -0.200355 
0.05375 -0.204562 
0.055 -0.208736 
0.05625 -0.212879 
0.0575 -0.216989 
0.05875 -0.221065 
0.06 -0.225109 
0.06125 -0.229119 
0.0625 -0.233095 
0.06375 -0.237037 
0.065 -0.240945 
0.06625 -0.244817 
0.0675 -0.248655 
0.06875 -0.252457 
0.07 -0.256224 
0.07125 -0.259954 
0.0725 -0.263648 
0.07375 -0.267306 
0.075 -0.270927 
0.07625 -0.274511 
0.0775 -0.278057 
0.07875 -0.281566 
0.08 -0.285037 
0.08125 -0.28847 
0.0825 -0.291864 
0.08375 -0.29522 
0.085 -0.298537 
0.08625 -0.301815 
0.0875 -0.305054 
0.08875 -0.308253 
0.09 -0.311413 
0.09125 -0.314533 
0.0925 -0.317612 
0.09375 -0.320652 
0.095 -0.32365 
0.09625 -0.326608 
0.0975 -0.329525 
0.09875 -0.332401 
0.1 -0.335236 
0.10125 -0.338029 
0.1025 -0.340781 
0.10375 -0.34349 
0.105 -0.346158 
0.10625 -0.348784 
0.1075 -0.351367 
0.10875 -0.353908 
0.11 -0.356407 
0.11125 -0.358862 
0.1125 -0.361275 
0.11375 -0.363645 
0.115 -0.365972 
0.11625 -0.368255 
0.1175 -0.370495 
0.11875 -0.372692 
0.12 -0.374845 
0.12125 -0.376955 
0.1225 -0.37902 
0.12375 -0.381042 
0.125 -0.38302 
0.12625 -0.384954 
0.1275 -0.386843 
0.12875 -0.388688 
0.13 -0.390489 
0.13125 -0.392246 
0.1325 -0.393958 
0.13375 -0.395626 
0.135 -0.397249 
0.13625 -0.398827 
0.1375 -0.400361 
0.13875 -0.40185 
0.14 -0.403294 
0.14125 -0.404693 
0.1425 -0.406048 
0.14375 -0.407357 
0.145 -0.408622 
0.14625 -0.409842 
0.1475 -0.411016 
0.14875 -0.412146 
0.15 -0.413231 
0.15125 -0.41427 
0.1525 -0.415265 
0.15375 -0.416215 
0.155 -0.417119 
0.15625 -0.417979 
0.1575 -0.418793 
0.15875 -0.419563 
0.16 -0.420287 
0.16125 -0.420967 
0.1625 -0.421601 
0.16375 -0.422191 
0.165 -0.422736 
0.16625 -0.423236 
0.1675 -0.423691 
0.16875 -0.424101 
0.17 -0.424467 
0.17125 -0.424788 
0.1725 -0.425064 
0.17375 -0.425296 
0.175 -0.425483 
0.17625 -0.425626 
0.1775 -0.425724 
0.17875 -0.425778 
0.18 -0.425788 
0.18125 -0.425754 
0.1825 -0.425675 
0.18375 -0.425553 
0.185 -0.425386 
0.18625 -0.425176 
0.1875 -0.424922 
0.18875 -0.424624 
0.19 -0.424283 
0.19125 -0.423898 
0.1925 -0.42347 
0.19375 -0.422998 
0.195 -0.422484 
0.19625 -0.421926 
0.1975 -0.421325 
0.19875 -0.420682 
0.2 -0.419996 
0.20125 -0.419267 
0.2025 -0.418496 
0.20375 -0.417683 
0.205 -0.416827 
0.20625 -0.41593 
0.2075 -0.41499 
0.20875 -0.414009 
0.21 -0.412986 
0.21125 -0.411922 
0.2125 -0.410816 
0.21375 -0.409669 
0.215 -0.408482 
0.21625 -0.407253 
0.2175 -0.405983 
0.21875 -0.404674 
0.22 -0.403323 
0.22125 -0.401933 
0.2225 -0.400502 
0.22375 -0.399032 
0.225 -0.397522 
0.22625 -0.395972 
0.2275 -0.394384 
0.22875 -0.392756 
0.23 -0.391089 
0.23125 -0.389383 
0.2325 -0.387639 
0.23375 -0.385856 
0.235 -0.384035 
0.23625 -0.382177 
0.2375 -0.38028 
0.23875 -0.378346 
0.24 -0.376374 
0.24125 -0.374366 
0.2425 -0.37232 
0.24375 -0.370238 
0.245 -0.368119 
0.24625 -0.365964 
0.2475 -0.363772 
0.24875 -0.361545 
0.25 -0.359282 
0.25125 -0.356984 
0.2525 -0.354651 
0.25375 -0.352282 
0.255 -0.349879 
0.25625 -0.347442 
0.2575 -0.34497 
0.25875 -0.342464 
0.26 -0.339924 
0.26125 -0.337351 
0.2625 -0.334745 
0.26375 -0.332105 
0.265 -0.329433 
0.26625 -0.326728 
0.2675 -0.323991 
0.26875 -0.321222 
0.27 -0.318421 
0.27125 -0.315589 
0.2725 -0.312726 
0.27375 -0.309831 
0.275 -0.306906 
0.27625 -0.30395 
0.2775 -0.300965 
0.27875 -0.297949 
0.28 -0.294904 
0.28125 -0.291829 
0.2825 -0.288726 
0.28375 -0.285594 
0.285 -0.282433 
0.28625 -0.279244 
0.2875 -0.276027 
0.28875 -0.272783 
0.29 -0.269511 
0.29125 -0.266212 
0.2925 -0.262887 
0.29375 -0.259535 
0.295 -0.256157 
0.29625 -0.252753 
0.2975 -0.249324 
0.29875 -0.245869 
0.3 -0.24239 
0.30125 -0.238886 
0.3025 -0.235358 
0.30375 -0.231806 
0.305 -0.228231 
0.30625 -0.224632 
0.3075 -0.22101 
0.30875 -0.217366 
0.31 -0.213699 
0.31125 -0.21001 
0.3125 -0.2063 
0.31375 -0.202568 
0.315 -0.198816 
0.31625 -0.195043 
0.3175 -0.19125 
0.31875 -0.187436 
0.32 -0.183604 
0.32125 -0.179752 
0.3225 -0.175881 
0.32375 -0.171992 
0.325 -0.168084 
0.32625 -0.164159 
0.3275 -0.160217 
0.32875 -0.156257 
0.33 -0.152281 
0.33125 -0.148289 
0.3325 -0.14428 
0.33375 -0.140257 
0.335 -0.136218 
0.33625 -0.132164 
0.3375 -0.128096 
0.33875 -0.124014 
0.34 -0.119918 
0.34125 -0.115809 
0.3425 -0.111688 
0.34375 -0.107554 
0.345 -0.103408 
0.34625 -0.0992506 
0.3475 -0.0950821 
0.34875 -0.0909028 
0.35 -0.0867132 
0.35125 -0.0825138 
0.3525 -0.0783049 
0.35375 -0.074087 
0.355 -0.0698606 
0.35625 -0.065626 
0.3575 -0.0613836 
0.35875 -0.0571341 
0.36 -0.0528777 
0.36125 -0.048615 
0.3625 -0.0443463 
0.36375 -0.0400723 
0.365 -0.0357932 
0.36625 -0.0315097 
0.3675 -0.0272221 
0.36875 -0.0229309 
0.37 -0.0186367 
0.37125 -0.0143399 
0.3725 -0.010041 
0.37375 -0.00574045 
0.375 -0.0014388 
0.37625 0.00286347 
0.3775 0.00716584 
0.37875 0.0114678 
0.38 0.0157689 
0.38125 0.0200685 
0.3825 0.0243661 
0.38375 0.0286613 
0.385 0.0329534 
0.38625 0.037242 
0.3875 0.0415264 
0.38875 0.0458062 
0.39 0.0500807 
0.39125 0.0543495 
0.3925 0.058612 
0.39375 0.0628675 
0.395 0.0671155 
0.39625 0.0713555 
0.3975 0.0755868 
0.39875 0.0798088 
0.4 0.084021 
0.40125 0.0882227 
0.4025 0.0924133 
0.40375 0.0965923 
0.405 0.100759 
0.40625 0.104913 
0.4075 0.109053 
0.40875 0.113178 
0.41 0.117289 
0.41125 0.121385 
0.4125 0.125464 
0.41375 0.129527 
0.415 0.133571 
0.41625 0.137598 
0.4175 0.141606 
0.41875 0.145594 
0.42 0.149561 
0.42125 0.153508 
0.4225 0.157433 
0.42375 0.161335 
0.425 0.165215 
0.42625 0.16907 
0.4275 0.1729 
0.42875 0.176705 
0.43 0.180484 
0.43125 0.184235 
0.4325 0.187959 
0.43375 0.191655 
0.435 0.19532 
0.43625 0.198956 
0.4375 0.20256 
0.43875 0.206133 
0.44 0.209673 
0.44125 0.213179 
0.4425 0.216651 
0.44375 0.220087 
0.445 0.223487 
0.44625 0.226851 
0.4475 0.230176 
0.44875 0.233462 
0.45 0.236709 
0.45125 0.239914 
0.4525 0.243078 
0.45375 0.2462 
0.455 0.249278 
0.45625 0.252311 
0.4575 0.255299 
0.45875 0.25824 
0.46 0.261133 
0.46125 0.263978 
0.4625 0.266773 
0.46375 0.269518 
0.465 0.272211 
0.46625 0.274851 
0.4675 0.277437 
0.46875 0.279969 
0.47 0.282444 
0.47125 0.284862 
0.4725 0.287222 
0.47375 0.289522 
0.475 0.291762 
0.47625 0.29394 
0.4775 0.296054 
0.47875 0.298105 
0.48 0.30009 
0.48125 0.302009 
0.4825 0.30386 
0.48375 0.305641 
0.485 0.307353 
0.48625 0.308992 
0.4875 0.310559 
0.48875 0.312051 
0.49 0.313467 
0.49125 0.314807 
0.4925 0.316068 
0.49375 0.317249 
0.495 0.318349 
0.49625 0.319367 
0.4975 0.320301 
0.49875 0.321149 
0.5 0.32191 


0.5 0.32191 
0.50125 0.321149 
0.5025 0.320301 
0.50375 0.319367 
0.505 0.318349 
0.50625 0.317249 
0.5075 0.316068 
0.50875 0.314807 
0.51 0.313467 
0.51125 0.312051 
0.5125 0.310559 
0.51375 0.308992 
0.515 0.307353 
0.51625 0.305641 
0.5175 0.30386 
0.51875 0.302009 
0.52 0.30009 
0.52125 0.298105 
0.5225 0.296054 
0.52375 0.29394 
0.525 0.291762 
0.52625 0.289522 
0.5275 0.287222 
0.52875 0.284862 
0.53 0.282444 
0.53125 0.279969 
0.5325 0.277437 
0.53375 0.274851 
0.535 0.272211 
0.53625 0.269518 
0.5375 0.266773 
0.53875 0.263978 
0.54 0.261133 
0.54125 0.25824 
0.5425 0.255299 
0.54375 0.252311 
0.545 0.249278 
0.54625 0.2462 
0.5475 0.243078 
0.54875 0.239914 
0.55 0.236709 
0.55125 0.233462 
0.5525 0.230176 
0.55375 0.226851 
0.555 0.223487 
0.55625 0.220087 
0.5575 0.216651 
0.55875 0.213179 
0.56 0.209673 
0.56125 0.206133 
0.5625 0.20256 
0.56375 0.198956 
0.565 0.19532 
0.56625 0.191655 
0.5675 0.187959 
0.56875 0.184235 
0.57 0.180484 
0.57125 0.176705 
0.5725 0.1729 
0.57375 0.16907 
0.575 0.165215 
0.57625 0.161335 
0.5775 0.157433 
0.57875 0.153508 
0.58 0.149561 
0.58125 0.145594 
0.5825 0.141606 
0.58375 0.137598 
0.585 0.133571 
0.58625 0.129527 
0.5875 0.125464 
0.58875 0.121385 
0.59 0.117289 
0.59125 0.113178 
0.5925 0.109053 
0.59375 0.104913 
0.595 0.100759 
0.59625 0.0965923 
0.5975 0.0924133 
0.59875 0.0882227 
0.6 0.084021 
0.60125 0.0798088 
0.6025 0.0755868 
0.60375 0.0713555 
0.605 0.0671155 
0.60625 0.0628675 
0.6075 0.058612 
0.60875 0.0543495 
0.61 0.0500807 
0.61125 0.0458062 
0.6125 0.0415264 
0.61375 0.037242 
0.615 0.0329534 
0.61625 0.0286613 
0.6175 0.0243661 
0.61875 0.0200685 
0.62 0.0157689 
0.62125 0.0114678 
0.6225 0.00716584 
0.62375 0.00286347 
0.625 -0.0014388 
0.62625 -0.00574045 
0.6275 -0.010041 
0.62875 -0.0143399 
0.63 -0.0186367 
0.63125 -0.0229309 
0.6325 -0.0272221 
0.63375 -0.0315097 
0.635 -0.0357932 
0.63625 -0.0400723 
0.6375 -0.0443463 
0.63875 -0.048615 
0.64 -0.0528777 
0.64125 -0.0571341 
0.6425 -0.0613836 
0.64375 -0.065626 
0.645 -0.0698606 
0.64625 -0.074087 
0.6475 -0.0783049 
0.64875 -0.0825138 
0.65 -0.0867132 
0.65125 -0.0909028 
0.6525 -0.0950821 
0.65375 -0.0992506 
0.655 -0.103408 
0.65625 -0.107554 
0.6575 -0.111688 
0.65875 -0.115809 
0.66 -0.119918 
0.66125 -0.124014 
0.6625 -0.128096 
0.66375 -0.132164 
0.665 -0.136218 
0.66625 -0.140257 
0.6675 -0.14428 
0.66875 -0.148289 
0.67 -0.152281 
0.67125 -0.156257 
0.6725 -0.160217 
0.67375 -0.164159 
0.675 -0.168084 
0.67625 -0.171992 
0.6775 -0.175881 
0.67875 -0.179752 
0.68 -0.183604 
0.68125 -0.187436 
0.6825 -0.19125 
0.68375 -0.195043 
0.685 -0.198816 
0.68625 -0.202568 
0.6875 -0.2063 
0.68875 -0.21001 
0.69 -0.213699 
0.69125 -0.217366 
0.6925 -0.22101 
0.69375 -0.224632 
0.695 -0.228231 
0.69625 -0.231806 
0.6975 -0.235358 
0.69875 -0.238886 
0.7 -0.24239 
0.70125 -0.245869 
0.7025 -0.249324 
0.70375 -0.252753 
0.705 -0.256157 
0.70625 -0.259535 
0.7075 -0.262887 
0.70875 -0.266212 
0.71 -0.269511 
0.71125 -0.272783 
0.7125 -0.276027 
0.71375 -0.279244 
0.715 -0.282433 
0.71625 -0.285594 
0.7175 -0.288726 
0.71875 -0.291829 
0.72 -0.294904 
0.72125 -0.297949 
0.7225 -0.300965 
0.72375 -0.30395 
0.725 -0.306906 
0.72625 -0.309831 
0.7275 -0.312726 
0.72875 -0.315589 
0.73 -0.318421 
0.73125 -0.321222 
0.7325 -0.323991 
0.73375 -0.326728 
0.735 -0.329433 
0.73625 -0.332105 
0.7375 -0.334745 
0.73875 -0.337351 
0.74 -0.339924 
0.74125 -0.342464 
0.7425 -0.34497 
0.74375 -0.347442 
0.745 -0.349879 
0.74625 -0.352282 
0.7475 -0.354651 
0.74875 -0.356984 
0.75 -0.359282 
0.75125 -0.361545 
0.7525 -0.363772 
0.75375 -0.365964 
0.755 -0.368119 
0.75625 -0.370238 
0.7575 -0.37232 
0.75875 -0.374366 
0.76 -0.376374 
0.76125 -0.378346 
0.7625 -0.38028 
0.76375 -0.382177 
0.765 -0.384035 
0.76625 -0.385856 
0.7675 -0.387639 
0.76875 -0.389383 
0.77 -0.391089 
0.77125 -0.392756 
0.7725 -0.394384 
0.77375 -0.395972 
0.775 -0.397522 
0.77625 -0.399032 
0.7775 -0.400502 
0.77875 -0.401933 
0.78 -0.403323 
0.78125 -0.404674 
0.7825 -0.405983 
0.78375 -0.407253 
0.785 -0.408482 
0.78625 -0.409669 
0.7875 -0.410816 
0.78875 -0.411922 
0.79 -0.412986 
0.79125 -0.414009 
0.7925 -0.41499 
0.79375 -0.41593 
0.795 -0.416827 
0.79625 -0.417683 
0.7975 -0.418496 
0.79875 -0.419267 
0.8 -0.419996 
0.80125 -0.420682 
0.8025 -0.421325 
0.80375 -0.421926 
0.805 -0.422484 
0.80625 -0.422998 
0.8075 -0.42347 
0.80875 -0.423898 
0.81 -0.424283 
0.81125 -0.424624 
0.8125 -0.424922 
0.81375 -0.425176 
0.815 -0.425386 
0.81625 -0.425553 
0.8175 -0.425675 
0.81875 -0.425754 
0.82 -0.425788 
0.82125 -0.425778 
0.8225 -0.425724 
0.82375 -0.425626 
0.825 -0.425483 
0.82625 -0.425296 
0.8275 -0.425064 
0.82875 -0.424788 
0.83 -0.424467 
0.83125 -0.424101 
0.8325 -0.423691 
0.83375 -0.423236 
0.835 -0.422736 
0.83625 -0.422191 
0.8375 -0.421601 
0.83875 -0.420967 
0.84 -0.420287 
0.84125 -0.419563 
0.8425 -0.418793 
0.84375 -0.417979 
0.845 -0.417119 
0.84625 -0.416215 
0.8475 -0.415265 
0.84875 -0.41427 
0.85 -0.413231 
0.85125 -0.412146 
0.8525 -0.411016 
0.85375 -0.409842 
0.855 -0.408622 
0.85625 -0.407357 
0.8575 -0.406048 
0.85875 -0.404693 
0.86 -0.403294 
0.86125 -0.40185 
0.8625 -0.400361 
0.86375 -0.398827 
0.865 -0.397249 
0.86625 -0.395626 
0.8675 -0.393958 
0.86875 -0.392246 
0.87 -0.390489 
0.87125 -0.388688 
0.8725 -0.386843 
0.87375 -0.384954 
0.875 -0.38302 
0.87625 -0.381042 
0.8775 -0.37902 
0.87875 -0.376955 
0.88 -0.374845 
0.88125 -0.372692 
0.8825 -0.370495 
0.88375 -0.368255 
0.885 -0.365972 
0.88625 -0.363645 
0.8875 -0.361275 
0.88875 -0.358862 
0.89 -0.356407 
0.89125 -0.353908 
0.8925 -0.351367 
0.89375 -0.348784 
0.895 -0.346158 
0.89625 -0.34349 
0.8975 -0.340781 
0.89875 -0.338029 
0.9 -0.335236 
0.90125 -0.332401 
0.9025 -0.329525 
0.90375 -0.326608 
0.905 -0.32365 
0.90625 -0.320652 
0.9075 -0.317612 
0.90875 -0.314533 
0.91 -0.311413 
0.91125 -0.308253 
0.9125 -0.305054 
0.91375 -0.301815 
0.915 -0.298537 
0.91625 -0.29522 
0.9175 -0.291864 
0.91875 -0.28847 
0.92 -0.285037 
0.92125 -0.281566 
0.9225 -0.278057 
0.92375 -0.274511 
0.925 -0.270927 
0.92625 -0.267306 
0.9275 -0.263648 
0.92875 -0.259954 
0.93 -0.256224 
0.93125 -0.252457 
0.9325 -0.248655 
0.93375 -0.244817 
0.935 -0.240945 
0.93625 -0.237037 
0.9375 -0.233095 
0.93875 -0.229119 
0.94 -0.225109 
0.94125 -0.221065 
0.9425 -0.216989 
0.94375 -0.212879 
0.945 -0.208736 
0.94625 -0.204562 
0.9475 -0.200355 
0.94875 -0.196117 
0.95 -0.191847 
0.95125 -0.187547 
0.9525 -0.183216 
0.95375 -0.178855 
0.955 -0.174465 
0.95625 -0.170044 
0.9575 -0.165595 
0.95875 -0.161117 
0.96 -0.156611 
0.96125 -0.152077 
0.9625 -0.147515 
0.96375 -0.142927 
0.965 -0.138311 
0.96625 -0.13367 
0.9675 -0.129002 
0.96875 -0.124309 
0.97 -0.119591 
0.97125 -0.114848 
0.9725 -0.110081 
0.97375 -0.105291 
0.975 -0.100477 
0.97625 -0.0956396 
0.9775 -0.0907802 
0.97875 -0.0858988 
0.98 -0.0809958 
0.98125 -0.0760717 
0.9825 -0.071127 
0.98375 -0.0661621 
0.985 -0.0611775 
0.98625 -0.0561737 
0.9875 -0.0511511 
0.98875 -0.0461101 
0.99 -0.0410514 
0.99125 -0.0359754 
0.9925 -0.0308826 
0.99375 -0.0257734 
0.995 -0.0206484 
0.99625 -0.015508 
0.9975 -0.0103528 
0.99875 -0.00518332 
1 0 


