# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_7> 
0 0 
0.00125 0.0145655 
0.0025 0.0291635 
0.00375 0.0437578 
0.005 0.0583138 
0.00625 0.0727984 
0.0075 0.0871803 
0.00875 0.101429 
0.01 0.115517 
0.01125 0.129416 
0.0125 0.1431 
0.01375 0.156546 
0.015 0.16973 
0.01625 0.182631 
0.0175 0.195227 
0.01875 0.207501 
0.02 0.219432 
0.02125 0.231006 
0.0225 0.242205 
0.02375 0.253016 
0.025 0.263424 
0.02625 0.273418 
0.0275 0.282985 
0.02875 0.292116 
0.03 0.300801 
0.03125 0.309031 
0.0325 0.316799 
0.03375 0.324098 
0.035 0.330922 
0.03625 0.337267 
0.0375 0.343127 
0.03875 0.3485 
0.04 0.353383 
0.04125 0.357775 
0.0425 0.361673 
0.04375 0.365078 
0.045 0.36799 
0.04625 0.37041 
0.0475 0.372339 
0.04875 0.37378 
0.05 0.374734 
0.05125 0.375207 
0.0525 0.3752 
0.05375 0.374719 
0.055 0.373769 
0.05625 0.372355 
0.0575 0.370482 
0.05875 0.368158 
0.06 0.365388 
0.06125 0.36218 
0.0625 0.358542 
0.06375 0.35448 
0.065 0.350004 
0.06625 0.345122 
0.0675 0.339843 
0.06875 0.334177 
0.07 0.328131 
0.07125 0.321717 
0.0725 0.314944 
0.07375 0.307823 
0.075 0.300363 
0.07625 0.292577 
0.0775 0.284473 
0.07875 0.276065 
0.08 0.267362 
0.08125 0.258376 
0.0825 0.249118 
0.08375 0.239601 
0.085 0.229835 
0.08625 0.219834 
0.0875 0.209607 
0.08875 0.199169 
0.09 0.18853 
0.09125 0.177702 
0.0925 0.166698 
0.09375 0.15553 
0.095 0.144211 
0.09625 0.132751 
0.0975 0.121164 
0.09875 0.109461 
0.1 0.0976546 
0.10125 0.0857569 
0.1025 0.0737798 
0.10375 0.0617354 
0.105 0.0496354 
0.10625 0.0374918 
0.1075 0.0253162 
0.10875 0.0131202 
0.11 0.000915567 
0.11125 -0.0112864 
0.1125 -0.0234744 
0.11375 -0.0356372 
0.115 -0.0477637 
0.11625 -0.059843 
0.1175 -0.0718643 
0.11875 -0.0838169 
0.12 -0.0956904 
0.12125 -0.107474 
0.1225 -0.119159 
0.12375 -0.130733 
0.125 -0.142189 
0.12625 -0.153515 
0.1275 -0.164703 
0.12875 -0.175742 
0.13 -0.186626 
0.13125 -0.197343 
0.1325 -0.207886 
0.13375 -0.218247 
0.135 -0.228416 
0.13625 -0.238387 
0.1375 -0.248151 
0.13875 -0.257701 
0.14 -0.267029 
0.14125 -0.276128 
0.1425 -0.284992 
0.14375 -0.293614 
0.145 -0.301988 
0.14625 -0.310107 
0.1475 -0.317965 
0.14875 -0.325557 
0.15 -0.332878 
0.15125 -0.339922 
0.1525 -0.346684 
0.15375 -0.353159 
0.155 -0.359345 
0.15625 -0.365235 
0.1575 -0.370826 
0.15875 -0.376115 
0.16 -0.381099 
0.16125 -0.385773 
0.1625 -0.390135 
0.16375 -0.394183 
0.165 -0.397914 
0.16625 -0.401326 
0.1675 -0.404417 
0.16875 -0.407185 
0.17 -0.40963 
0.17125 -0.41175 
0.1725 -0.413543 
0.17375 -0.415011 
0.175 -0.416151 
0.17625 -0.416964 
0.1775 -0.417451 
0.17875 -0.41761 
0.18 -0.417444 
0.18125 -0.416953 
0.1825 -0.416137 
0.18375 -0.414999 
0.185 -0.41354 
0.18625 -0.411761 
0.1875 -0.409664 
0.18875 -0.407252 
0.19 -0.404528 
0.19125 -0.401493 
0.1925 -0.398151 
0.19375 -0.394505 
0.195 -0.390557 
0.19625 -0.386313 
0.1975 -0.381774 
0.19875 -0.376946 
0.2 -0.371832 
0.20125 -0.366436 
0.2025 -0.360764 
0.20375 -0.354819 
0.205 -0.348607 
0.20625 -0.342132 
0.2075 -0.3354 
0.20875 -0.328417 
0.21 -0.321187 
0.21125 -0.313716 
0.2125 -0.306011 
0.21375 -0.298077 
0.215 -0.289921 
0.21625 -0.281548 
0.2175 -0.272966 
0.21875 -0.264181 
