# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_5> 
0 0 
0.00125 0.00469215 
0.0025 0.00766486 
0.00375 0.0090229 
0.005 0.00886765 
0.00625 0.0072972 
0.0075 0.00440635 
0.00875 0.00028674 
0.01 -0.00497311 
0.01125 -0.0112878 
0.0125 -0.0185748 
0.01375 -0.0267546 
0.015 -0.0357506 
0.01625 -0.045489 
0.0175 -0.0558986 
0.01875 -0.0669113 
0.02 -0.0784611 
0.02125 -0.0904849 
0.0225 -0.102922 
0.02375 -0.115715 
0.025 -0.128807 
0.02625 -0.142145 
0.0275 -0.155679 
0.02875 -0.169358 
0.03 -0.183138 
0.03125 -0.196973 
0.0325 -0.21082 
0.03375 -0.22464 
0.035 -0.238395 
0.03625 -0.252047 
0.0375 -0.265563 
0.03875 -0.27891 
0.04 -0.292057 
0.04125 -0.304974 
0.0425 -0.317636 
0.04375 -0.330015 
0.045 -0.342089 
0.04625 -0.353834 
0.0475 -0.36523 
0.04875 -0.376258 
0.05 -0.386898 
0.05125 -0.397135 
0.0525 -0.406954 
0.05375 -0.416341 
0.055 -0.425283 
0.05625 -0.433769 
0.0575 -0.441788 
0.05875 -0.449333 
0.06 -0.456394 
0.06125 -0.462966 
0.0625 -0.469043 
0.06375 -0.47462 
0.065 -0.479694 
0.06625 -0.484261 
0.0675 -0.488321 
0.06875 -0.491872 
0.07 -0.494915 
0.07125 -0.49745 
0.0725 -0.499479 
0.07375 -0.501005 
0.075 -0.50203 
0.07625 -0.502558 
0.0775 -0.502595 
0.07875 -0.502144 
0.08 -0.501213 
0.08125 -0.499807 
0.0825 -0.497933 
0.08375 -0.495599 
0.085 -0.492813 
0.08625 -0.489583 
0.0875 -0.485918 
0.08875 -0.481827 
0.09 -0.477321 
0.09125 -0.472409 
0.0925 -0.467101 
0.09375 -0.46141 
0.095 -0.455345 
0.09625 -0.448918 
0.0975 -0.442141 
0.09875 -0.435026 
0.1 -0.427585 
0.10125 -0.41983 
0.1025 -0.411774 
0.10375 -0.40343 
0.105 -0.394811 
0.10625 -0.385928 
0.1075 -0.376797 
0.10875 -0.367429 
0.11 -0.357839 
0.11125 -0.348039 
0.1125 -0.338042 
0.11375 -0.327864 
0.115 -0.317515 
0.11625 -0.307011 
0.1175 -0.296365 
0.11875 -0.285589 
0.12 -0.274698 
0.12125 -0.263704 
0.1225 -0.252621 
0.12375 -0.241462 
0.125 -0.23024 
0.12625 -0.218967 
0.1275 -0.207657 
0.12875 -0.196322 
0.13 -0.184975 
0.13125 -0.173629 
0.1325 -0.162294 
0.13375 -0.150984 
0.135 -0.13971 
0.13625 -0.128484 
0.1375 -0.117318 
0.13875 -0.106222 
0.14 -0.0952071 
0.14125 -0.0842851 
0.1425 -0.0734662 
0.14375 -0.0627606 
0.145 -0.0521786 
0.14625 -0.0417299 
0.1475 -0.0314241 
0.14875 -0.0212707 
0.15 -0.0112786 
0.15125 -0.00145662 
0.1525 0.00818664 
0.15375 0.017643 
0.155 0.0269044 
0.15625 0.0359633 
0.1575 0.0448122 
0.15875 0.0534442 
0.16 0.0618523 
0.16125 0.0700302 
0.1625 0.0779716 
0.16375 0.0856706 
0.165 0.0931218 
0.16625 0.10032 
0.1675 0.10726 
0.16875 0.113937 
0.17 0.120347 
0.17125 0.126486 
0.1725 0.13235 
0.17375 0.137936 
0.175 0.143241 
0.17625 0.148262 
0.1775 0.152997 
0.17875 0.157443 
0.18 0.161599 
0.18125 0.165462 
0.1825 0.169033 
0.18375 0.17231 
0.185 0.175292 
0.18625 0.177979 
0.1875 0.180372 
0.18875 0.18247 
0.19 0.184274 
0.19125 0.185785 
0.1925 0.187004 
0.19375 0.187933 
0.195 0.188573 
0.19625 0.188926 
0.1975 0.188995 
0.19875 0.188783 
0.2 0.188291 
0.20125 0.187524 
0.2025 0.186484 
0.20375 0.185176 
0.205 0.183603 
0.20625 0.181769 
0.2075 0.179678 
0.20875 0.177335 
0.21 0.174746 
0.21125 0.171914 
0.2125 0.168846 
0.21375 0.165546 
0.215 0.162021 
0.21625 0.158276 
0.2175 0.154317 
0.21875 0.150151 
0.22 0.145783 
0.22125 0.141222 
0.2225 0.136473 
0.22375 0.131543 
0.225 0.12644 
0.22625 0.121171 
0.2275 0.115742 
0.22875 0.110163 
0.23 0.10444 
0.23125 0.0985806 
0.2325 0.0925938 
0.23375 0.0864871 
0.235 0.0802686 
0.23625 0.0739467 
0.2375 0.0675295 
0.23875 0.0610256 
0.24 0.0544433 
0.24125 0.0477913 
0.2425 0.041078 
0.24375 0.0343122 
0.245 0.0275025 
