# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_2> 
0 0 
0.00125 5.78862e-05 
0.0025 0.000223231 
0.00375 0.000494651 
0.005 0.000870755 
0.00625 0.00135015 
0.0075 0.00193144 
0.00875 0.00261321 
0.01 0.00339407 
0.01125 0.00427261 
0.0125 0.0052474 
0.01375 0.00631703 
0.015 0.00748008 
0.01625 0.00873514 
0.0175 0.0100808 
0.01875 0.0115155 
0.02 0.013038 
0.02125 0.0146468 
0.0225 0.0163404 
0.02375 0.0181174 
0.025 0.0199764 
0.02625 0.021916 
0.0275 0.0239346 
0.02875 0.0260309 
0.03 0.0282033 
0.03125 0.0304506 
0.0325 0.0327712 
0.03375 0.0351637 
0.035 0.0376266 
0.03625 0.0401585 
0.0375 0.042758 
0.03875 0.0454235 
0.04 0.0481538 
0.04125 0.0509473 
0.0425 0.0538026 
0.04375 0.0567182 
0.045 0.0596928 
0.04625 0.0627249 
0.0475 0.065813 
0.04875 0.0689557 
0.05 0.0721516 
0.05125 0.0753994 
0.0525 0.0786974 
0.05375 0.0820444 
0.055 0.0854389 
0.05625 0.0888795 
0.0575 0.0923648 
0.05875 0.0958933 
0.06 0.0994637 
0.06125 0.103075 
0.0625 0.106725 
0.06375 0.110412 
0.065 0.114136 
0.06625 0.117895 
0.0675 0.121687 
0.06875 0.125512 
0.07 0.129367 
0.07125 0.133252 
0.0725 0.137164 
0.07375 0.141104 
0.075 0.145068 
0.07625 0.149057 
0.0775 0.153068 
0.07875 0.157101 
0.08 0.161154 
0.08125 0.165225 
0.0825 0.169314 
0.08375 0.173418 
0.085 0.177538 
0.08625 0.181671 
0.0875 0.185816 
0.08875 0.189972 
0.09 0.194137 
0.09125 0.198311 
0.0925 0.202491 
0.09375 0.206678 
0.095 0.210869 
0.09625 0.215064 
0.0975 0.21926 
0.09875 0.223457 
0.1 0.227654 
0.10125 0.23185 
0.1025 0.236042 
0.10375 0.240231 
0.105 0.244414 
0.10625 0.248591 
0.1075 0.252761 
0.10875 0.256922 
0.11 0.261073 
0.11125 0.265213 
0.1125 0.269341 
0.11375 0.273456 
0.115 0.277557 
0.11625 0.281642 
0.1175 0.28571 
0.11875 0.289761 
0.12 0.293793 
0.12125 0.297806 
0.1225 0.301797 
0.12375 0.305767 
0.125 0.309714 
0.12625 0.313637 
0.1275 0.317535 
0.12875 0.321407 
0.13 0.325252 
0.13125 0.329069 
0.1325 0.332858 
0.13375 0.336616 
0.135 0.340344 
0.13625 0.344039 
0.1375 0.347703 
0.13875 0.351332 
0.14 0.354927 
0.14125 0.358486 
0.1425 0.36201 
0.14375 0.365496 
0.145 0.368943 
0.14625 0.372352 
0.1475 0.375722 
0.14875 0.37905 
0.15 0.382337 
0.15125 0.385582 
0.1525 0.388784 
0.15375 0.391942 
0.155 0.395056 
0.15625 0.398124 
0.1575 0.401146 
0.15875 0.404121 
0.16 0.407049 
0.16125 0.409928 
0.1625 0.412759 
0.16375 0.41554 
0.165 0.41827 
0.16625 0.420949 
0.1675 0.423577 
0.16875 0.426153 
0.17 0.428675 
0.17125 0.431144 
0.1725 0.433559 
0.17375 0.435919 
0.175 0.438224 
0.17625 0.440473 
0.1775 0.442665 
0.17875 0.444801 
0.18 0.446879 
0.18125 0.448899 
0.1825 0.45086 
0.18375 0.452762 
0.185 0.454605 
0.18625 0.456388 
0.1875 0.458111 
0.18875 0.459773 
0.19 0.461373 
0.19125 0.462912 
0.1925 0.464389 
0.19375 0.465803 
0.195 0.467155 
0.19625 0.468443 
0.1975 0.469668 
0.19875 0.470828 
0.2 0.471925 
0.20125 0.472957 
0.2025 0.473925 
0.20375 0.474827 
0.205 0.475664 
0.20625 0.476435 
0.2075 0.477141 
0.20875 0.47778 
0.21 0.478354 
0.21125 0.47886 
0.2125 0.479301 
0.21375 0.479674 
0.215 0.47998 
0.21625 0.480219 
0.2175 0.480391 
0.21875 0.480495 
0.22 0.480532 
0.22125 0.480501 
0.2225 0.480403 
0.22375 0.480237 
0.225 0.480003 
0.22625 0.479701 
0.2275 0.479331 
0.22875 0.478893 
0.23 0.478387 
0.23125 0.477814 
0.2325 0.477172 
0.23375 0.476463 
0.235 0.475685 
0.23625 0.47484 
0.2375 0.473928 
0.23875 0.472947 
0.24 0.4719 
0.24125 0.470784 
0.2425 0.469602 
0.24375 0.468352 
0.245 0.467036 
0.24625 0.465652 
0.2475 0.464202 
0.24875 0.462686 
0.25 0.461103 
0.25125 0.459454 
0.2525 0.45774 
0.25375 0.455959 
0.255 0.454114 
0.25625 0.452203 
0.2575 0.450228 
0.25875 0.448188 
0.26 0.446083 
0.26125 0.443915 
0.2625 0.441684 
0.26375 0.439389 
0.265 0.437031 
0.26625 0.434611 
0.2675 0.432128 
0.26875 0.429584 
0.27 0.426978 
0.27125 0.424312 
0.2725 0.421585 
0.27375 0.418797 
0.275 0.41595 
0.27625 0.413044 
0.2775 0.410079 
0.27875 0.407056 
0.28 0.403975 
0.28125 0.400836 
0.2825 0.397641 
0.28375 0.394389 
0.285 0.391082 
0.28625 0.38772 
0.2875 0.384302 
0.28875 0.380831 
0.29 0.377306 
0.29125 0.373729 
0.2925 0.370099 
0.29375 0.366417 
0.295 0.362684 
0.29625 0.358901 
0.2975 0.355068 
0.29875 0.351185 
0.3 0.347254 
0.30125 0.343276 
0.3025 0.33925 
0.30375 0.335177 
0.305 0.331059 
0.30625 0.326895 
0.3075 0.322687 
0.30875 0.318436 
0.31 0.314141 
0.31125 0.309805 
0.3125 0.305427 
0.31375 0.301008 
0.315 0.296549 
0.31625 0.292051 
0.3175 0.287515 
0.31875 0.282941 
0.32 0.278331 
0.32125 0.273684 
0.3225 0.269003 
0.32375 0.264287 
0.325 0.259538 
0.32625 0.254756 
0.3275 0.249942 
0.32875 0.245097 
0.33 0.240223 
0.33125 0.235319 
0.3325 0.230387 
