# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_sqL_3> 
0 0 
0.00125 2.36524e-05 
0.0025 4.19422e-05 
0.00375 5.5616e-05 
0.005 6.53944e-05 
0.00625 7.19722e-05 
0.0075 7.60189e-05 
0.00875 7.81796e-05 
0.01 7.90748e-05 
0.01125 7.93015e-05 
0.0125 7.9433e-05 
0.01375 8.00199e-05 
0.015 8.15902e-05 
0.01625 8.46498e-05 
0.0175 8.96831e-05 
0.01875 9.71532e-05 
0.02 0.000107502 
0.02125 0.000121152 
0.0225 0.000138506 
0.02375 0.000159944 
0.025 0.000185831 
0.02625 0.000216511 
0.0275 0.00025231 
0.02875 0.000293536 
0.03 0.00034048 
0.03125 0.000393415 
0.0325 0.000452598 
0.03375 0.000518267 
0.035 0.000590648 
0.03625 0.000669948 
0.0375 0.000756361 
0.03875 0.000850062 
0.04 0.000951217 
0.04125 0.00105997 
0.0425 0.00117647 
0.04375 0.00130081 
0.045 0.00143313 
0.04625 0.0015735 
0.0475 0.00172202 
0.04875 0.00187875 
0.05 0.00204374 
0.05125 0.00221706 
0.0525 0.00239872 
0.05375 0.00258876 
0.055 0.00278718 
0.05625 0.00299399 
0.0575 0.00320919 
0.05875 0.00343274 
0.06 0.00366464 
0.06125 0.00390483 
0.0625 0.00415328 
0.06375 0.00440993 
0.065 0.00467472 
0.06625 0.00494757 
0.0675 0.00522841 
0.06875 0.00551715 
0.07 0.00581369 
0.07125 0.00611794 
0.0725 0.00642979 
0.07375 0.00674912 
0.075 0.00707582 
0.07625 0.00740974 
0.0775 0.00775077 
0.07875 0.00809876 
0.08 0.00845357 
0.08125 0.00881504 
0.0825 0.00918303 
0.08375 0.00955737 
0.085 0.0099379 
0.08625 0.0103245 
0.0875 0.0107169 
0.08875 0.0111149 
0.09 0.0115185 
0.09125 0.0119274 
0.0925 0.0123414 
0.09375 0.0127603 
0.095 0.013184 
0.09625 0.0136122 
0.0975 0.0140447 
0.09875 0.0144814 
0.1 0.014922 
0.10125 0.0153664 
0.1025 0.0158143 
0.10375 0.0162655 
0.105 0.0167198 
0.10625 0.017177 
0.1075 0.0176369 
0.10875 0.0180993 
0.11 0.018564 
0.11125 0.0190306 
0.1125 0.0194991 
0.11375 0.0199692 
0.115 0.0204407 
0.11625 0.0209134 
0.1175 0.021387 
0.11875 0.0218614 
0.12 0.0223362 
0.12125 0.0228114 
0.1225 0.0232867 
0.12375 0.0237619 
0.125 0.0242367 
0.12625 0.024711 
0.1275 0.0251845 
0.12875 0.0256571 
0.13 0.0261284 
0.13125 0.0265984 
0.1325 0.0270667 
0.13375 0.0275333 
0.135 0.0279978 
0.13625 0.0284602 
0.1375 0.0289201 
0.13875 0.0293774 
0.14 0.0298319 
0.14125 0.0302834 
0.1425 0.0307317 
0.14375 0.0311766 
0.145 0.0316179 
0.14625 0.0320555 
0.1475 0.0324891 
0.14875 0.0329186 
0.15 0.0333438 
0.15125 0.0337645 
0.1525 0.0341806 
0.15375 0.0345919 
0.155 0.0349981 
0.15625 0.0353992 
0.1575 0.0357951 
0.15875 0.0361854 
0.16 0.0365701 
0.16125 0.0369491 
0.1625 0.0373221 
0.16375 0.037689 
0.165 0.0380498 
0.16625 0.0384042 
0.1675 0.0387521 
0.16875 0.0390934 
0.17 0.039428 
0.17125 0.0397557 
0.1725 0.0400764 
0.17375 0.04039 
0.175 0.0406964 
0.17625 0.0409954 
0.1775 0.0412871 
0.17875 0.0415712 
0.18 0.0418476 
0.18125 0.0421163 
0.1825 0.0423772 
0.18375 0.0426302 
0.185 0.0428752 
0.18625 0.0431121 
0.1875 0.0433409 
0.18875 0.0435614 
0.19 0.0437737 
0.19125 0.0439776 
0.1925 0.044173 
0.19375 0.04436 
0.195 0.0445385 
0.19625 0.0447083 
0.1975 0.0448696 
0.19875 0.0450221 
0.2 0.045166 
0.20125 0.0453011 
0.2025 0.0454274 
0.20375 0.045545 
0.205 0.0456536 
0.20625 0.0457535 
0.2075 0.0458445 
0.20875 0.0459266 
0.21 0.0459998 
0.21125 0.0460641 
0.2125 0.0461196 
0.21375 0.0461661 
0.215 0.0462038 
0.21625 0.0462326 
0.2175 0.0462525 
0.21875 0.0462636 
0.22 0.0462658 
0.22125 0.0462593 
0.2225 0.0462439 
