# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_1> 
0 0 
0.00125 0.00346927 
0.0025 0.00693833 
0.00375 0.010407 
0.005 0.0138749 
0.00625 0.017342 
0.0075 0.0208079 
0.00875 0.0242725 
0.01 0.0277355 
0.01125 0.0311966 
0.0125 0.0346558 
0.01375 0.0381127 
0.015 0.0415671 
0.01625 0.0450188 
0.0175 0.0484676 
0.01875 0.0519133 
0.02 0.0553555 
0.02125 0.0587942 
0.0225 0.062229 
0.02375 0.0656598 
0.025 0.0690863 
0.02625 0.0725083 
0.0275 0.0759257 
0.02875 0.0793381 
0.03 0.0827454 
0.03125 0.0861473 
0.0325 0.0895436 
0.03375 0.0929342 
0.035 0.0963187 
0.03625 0.099697 
0.0375 0.103069 
0.03875 0.106434 
0.04 0.109793 
0.04125 0.113144 
0.0425 0.116488 
0.04375 0.119824 
0.045 0.123153 
0.04625 0.126474 
0.0475 0.129787 
0.04875 0.133091 
0.05 0.136387 
0.05125 0.139674 
0.0525 0.142952 
0.05375 0.146221 
0.055 0.149481 
0.05625 0.152731 
0.0575 0.155971 
0.05875 0.159202 
0.06 0.162422 
0.06125 0.165632 
0.0625 0.168831 
0.06375 0.17202 
0.065 0.175197 
0.06625 0.178363 
0.0675 0.181518 
0.06875 0.184662 
0.07 0.187794 
0.07125 0.190913 
0.0725 0.194021 
0.07375 0.197116 
0.075 0.200199 
0.07625 0.203269 
0.0775 0.206327 
0.07875 0.209371 
0.08 0.212402 
0.08125 0.215419 
0.0825 0.218423 
0.08375 0.221413 
0.085 0.224389 
0.08625 0.227351 
0.0875 0.230299 
0.08875 0.233232 
0.09 0.23615 
0.09125 0.239054 
0.0925 0.241942 
0.09375 0.244815 
0.095 0.247673 
0.09625 0.250515 
0.0975 0.253342 
0.09875 0.256152 
0.1 0.258946 
0.10125 0.261725 
0.1025 0.264486 
0.10375 0.267231 
0.105 0.26996 
0.10625 0.272671 
0.1075 0.275366 
0.10875 0.278043 
0.11 0.280703 
0.11125 0.283345 
0.1125 0.285969 
0.11375 0.288576 
0.115 0.291164 
0.11625 0.293735 
0.1175 0.296287 
0.11875 0.29882 
0.12 0.301335 
0.12125 0.303831 
0.1225 0.306309 
0.12375 0.308767 
0.125 0.311206 
0.12625 0.313625 
0.1275 0.316025 
0.12875 0.318406 
0.13 0.320766 
0.13125 0.323107 
0.1325 0.325427 
0.13375 0.327728 
0.135 0.330008 
0.13625 0.332267 
0.1375 0.334506 
0.13875 0.336724 
0.14 0.338921 
0.14125 0.341098 
0.1425 0.343253 
0.14375 0.345387 
0.145 0.347499 
0.14625 0.34959 
0.1475 0.351659 
0.14875 0.353707 
0.15 0.355733 
0.15125 0.357736 
0.1525 0.359718 
0.15375 0.361677 
0.155 0.363614 
0.15625 0.365529 
0.1575 0.367421 
0.15875 0.36929 
0.16 0.371137 
0.16125 0.372961 
0.1625 0.374761 
0.16375 0.376539 
0.165 0.378293 
0.16625 0.380024 
0.1675 0.381732 
0.16875 0.383416 
0.17 0.385077 
0.17125 0.386714 
0.1725 0.388327 
0.17375 0.389916 
0.175 0.391481 
0.17625 0.393022 
0.1775 0.394539 
0.17875 0.396032 
0.18 0.3975 
0.18125 0.398944 
0.1825 0.400364 
0.18375 0.401759 
0.185 0.403129 
0.18625 0.404474 
0.1875 0.405795 
0.18875 0.407091 
0.19 0.408362 
0.19125 0.409607 
0.1925 0.410828 
0.19375 0.412023 
0.195 0.413194 
0.19625 0.414338 
0.1975 0.415458 
0.19875 0.416552 
0.2 0.41762 
0.20125 0.418663 
0.2025 0.419681 
0.20375 0.420672 
0.205 0.421638 
0.20625 0.422578 
0.2075 0.423492 
0.20875 0.42438 
0.21 0.425243 
0.21125 0.426079 
0.2125 0.426889 
0.21375 0.427673 
0.215 0.428431 
0.21625 0.429163 
0.2175 0.429868 
0.21875 0.430547 
0.22 0.4312 
0.22125 0.431827 
0.2225 0.432427 
0.22375 0.433 
0.225 0.433548 
0.22625 0.434068 
0.2275 0.434563 
0.22875 0.43503 
0.23 0.435471 
0.23125 0.435886 
0.2325 0.436274 
0.23375 0.436635 
0.235 0.436969 
0.23625 0.437277 
0.2375 0.437558 
0.23875 0.437813 
0.24 0.43804 
0.24125 0.438241 
0.2425 0.438415 
0.24375 0.438563 
0.245 0.438683 
0.24625 0.438777 
0.2475 0.438844 
0.24875 0.438884 
0.25 0.438898 
0.25125 0.438884 
0.2525 0.438844 
0.25375 0.438777 
0.255 0.438683 
0.25625 0.438563 
0.2575 0.438415 
0.25875 0.438241 
0.26 0.43804 
0.26125 0.437813 
0.2625 0.437558 
0.26375 0.437277 
0.265 0.436969 
0.26625 0.436635 
0.2675 0.436274 
0.26875 0.435886 
0.27 0.435471 
0.27125 0.43503 
0.2725 0.434563 
0.27375 0.434068 
0.275 0.433548 
0.27625 0.433 
0.2775 0.432427 
0.27875 0.431827 
0.28 0.4312 
0.28125 0.430547 
0.2825 0.429868 
0.28375 0.429163 
0.285 0.428431 
0.28625 0.427673 
0.2875 0.426889 
0.28875 0.426079 
0.29 0.425243 
0.29125 0.42438 
0.2925 0.423492 
0.29375 0.422578 
0.295 0.421638 
0.29625 0.420672 
0.2975 0.419681 
0.29875 0.418663 
0.3 0.41762 
0.30125 0.416552 
0.3025 0.415458 
0.30375 0.414338 
0.305 0.413194 
0.30625 0.412023 
0.3075 0.410828 
0.30875 0.409607 
0.31 0.408362 
0.31125 0.407091 
0.3125 0.405795 
0.31375 0.404474 
0.315 0.403129 
0.31625 0.401759 
0.3175 0.400364 
0.31875 0.398944 
0.32 0.3975 
0.32125 0.396032 
0.3225 0.394539 
0.32375 0.393022 
0.325 0.391481 
0.32625 0.389916 
0.3275 0.388327 
0.32875 0.386714 
0.33 0.385077 
0.33125 0.383416 
0.3325 0.381732 
0.33375 0.380024 
0.335 0.378293 
0.33625 0.376539 
0.3375 0.374761 
0.33875 0.372961 
0.34 0.371137 
0.34125 0.36929 
0.3425 0.367421 
0.34375 0.365529 
0.345 0.363614 
0.34625 0.361677 
0.3475 0.359718 
0.34875 0.357736 
0.35 0.355733 
0.35125 0.353707 
0.3525 0.351659 
0.35375 0.34959 
0.355 0.347499 
0.35625 0.345387 
0.3575 0.343253 
0.35875 0.341098 
0.36 0.338921 
0.36125 0.336724 
0.3625 0.334506 
0.36375 0.332267 
0.365 0.330008 
0.36625 0.327728 
0.3675 0.325427 
0.36875 0.323107 
0.37 0.320766 
0.37125 0.318406 
0.3725 0.316025 
0.37375 0.313625 
0.375 0.311206 
0.37625 0.308767 
0.3775 0.306309 
0.37875 0.303831 
0.38 0.301335 
0.38125 0.29882 
0.3825 0.296287 
0.38375 0.293735 
0.385 0.291164 
0.38625 0.288576 
0.3875 0.285969 
0.38875 0.283345 
0.39 0.280703 
0.39125 0.278043 
0.3925 0.275366 
0.39375 0.272671 
0.395 0.26996 
0.39625 0.267231 
0.3975 0.264486 
0.39875 0.261725 
0.4 0.258946 
0.40125 0.256152 
0.4025 0.253342 
0.40375 0.250515 
0.405 0.247673 
0.40625 0.244815 
0.4075 0.241942 
0.40875 0.239054 
0.41 0.23615 
0.41125 0.233232 
0.4125 0.230299 
0.41375 0.227351 
0.415 0.224389 
0.41625 0.221413 
0.4175 0.218423 
0.41875 0.215419 
0.42 0.212402 
0.42125 0.209371 
0.4225 0.206327 
0.42375 0.203269 
0.425 0.200199 
0.42625 0.197116 
0.4275 0.194021 
0.42875 0.190913 
0.43 0.187794 
0.43125 0.184662 
0.4325 0.181518 
0.43375 0.178363 
0.435 0.175197 
0.43625 0.17202 
0.4375 0.168831 
0.43875 0.165632 
0.44 0.162422 
0.44125 0.159202 
0.4425 0.155971 
0.44375 0.152731 
0.445 0.149481 
0.44625 0.146221 
0.4475 0.142952 
0.44875 0.139674 
0.45 0.136387 
0.45125 0.133091 
0.4525 0.129787 
0.45375 0.126474 
0.455 0.123153 
0.45625 0.119824 
0.4575 0.116488 
0.45875 0.113144 
0.46 0.109793 
0.46125 0.106434 
0.4625 0.103069 
0.46375 0.099697 
0.465 0.0963187 
0.46625 0.0929342 
0.4675 0.0895436 
0.46875 0.0861473 
0.47 0.0827454 
0.47125 0.0793381 
0.4725 0.0759257 
0.47375 0.0725083 
0.475 0.0690863 
0.47625 0.0656598 
0.4775 0.062229 
0.47875 0.0587942 
0.48 0.0553555 
0.48125 0.0519133 
0.4825 0.0484676 
0.48375 0.0450188 
0.485 0.0415671 
0.48625 0.0381127 
0.4875 0.0346558 
0.48875 0.0311966 
0.49 0.0277355 
0.49125 0.0242725 
0.4925 0.0208079 
0.49375 0.017342 
0.495 0.0138749 
0.49625 0.010407 
0.4975 0.00693833 
0.49875 0.00346927 
0.5 1.14353e-13 


0.5 1.14353e-13 
0.50125 -0.00346927 
0.5025 -0.00693833 
0.50375 -0.010407 
0.505 -0.0138749 
0.50625 -0.017342 
0.5075 -0.0208079 
0.50875 -0.0242725 
0.51 -0.0277355 
0.51125 -0.0311966 
0.5125 -0.0346558 
0.51375 -0.0381127 
0.515 -0.0415671 
0.51625 -0.0450188 
0.5175 -0.0484676 
0.51875 -0.0519133 
0.52 -0.0553555 
0.52125 -0.0587942 
0.5225 -0.062229 
0.52375 -0.0656598 
0.525 -0.0690863 
0.52625 -0.0725083 
0.5275 -0.0759257 
0.52875 -0.0793381 
0.53 -0.0827454 
0.53125 -0.0861473 
0.5325 -0.0895436 
0.53375 -0.0929342 
0.535 -0.0963187 
0.53625 -0.099697 
0.5375 -0.103069 
0.53875 -0.106434 
0.54 -0.109793 
0.54125 -0.113144 
0.5425 -0.116488 
0.54375 -0.119824 
0.545 -0.123153 
0.54625 -0.126474 
0.5475 -0.129787 
0.54875 -0.133091 
0.55 -0.136387 
0.55125 -0.139674 
0.5525 -0.142952 
0.55375 -0.146221 
0.555 -0.149481 
0.55625 -0.152731 
0.5575 -0.155971 
0.55875 -0.159202 
0.56 -0.162422 
0.56125 -0.165632 
0.5625 -0.168831 
0.56375 -0.17202 
0.565 -0.175197 
0.56625 -0.178363 
0.5675 -0.181518 
0.56875 -0.184662 
0.57 -0.187794 
0.57125 -0.190913 
0.5725 -0.194021 
0.57375 -0.197116 
0.575 -0.200199 
0.57625 -0.203269 
0.5775 -0.206327 
0.57875 -0.209371 
0.58 -0.212402 
0.58125 -0.215419 
0.5825 -0.218423 
0.58375 -0.221413 
0.585 -0.224389 
0.58625 -0.227351 
0.5875 -0.230299 
0.58875 -0.233232 
0.59 -0.23615 
0.59125 -0.239054 
0.5925 -0.241942 
0.59375 -0.244815 
0.595 -0.247673 
0.59625 -0.250515 
0.5975 -0.253342 
0.59875 -0.256152 
0.6 -0.258946 
0.60125 -0.261725 
0.6025 -0.264486 
0.60375 -0.267231 
0.605 -0.26996 
0.60625 -0.272671 
0.6075 -0.275366 
0.60875 -0.278043 
0.61 -0.280703 
0.61125 -0.283345 
0.6125 -0.285969 
0.61375 -0.288576 
0.615 -0.291164 
0.61625 -0.293735 
0.6175 -0.296287 
0.61875 -0.29882 
0.62 -0.301335 
0.62125 -0.303831 
0.6225 -0.306309 
0.62375 -0.308767 
0.625 -0.311206 
0.62625 -0.313625 
0.6275 -0.316025 
0.62875 -0.318406 
0.63 -0.320766 
0.63125 -0.323107 
0.6325 -0.325427 
0.63375 -0.327728 
0.635 -0.330008 
0.63625 -0.332267 
0.6375 -0.334506 
0.63875 -0.336724 
0.64 -0.338921 
0.64125 -0.341098 
0.6425 -0.343253 
0.64375 -0.345387 
0.645 -0.347499 
0.64625 -0.34959 
0.6475 -0.351659 
0.64875 -0.353707 
0.65 -0.355733 
0.65125 -0.357736 
0.6525 -0.359718 
0.65375 -0.361677 
0.655 -0.363614 
0.65625 -0.365529 
0.6575 -0.367421 
0.65875 -0.36929 
0.66 -0.371137 
0.66125 -0.372961 
0.6625 -0.374761 
0.66375 -0.376539 
0.665 -0.378293 
0.66625 -0.380024 
0.6675 -0.381732 
0.66875 -0.383416 
0.67 -0.385077 
0.67125 -0.386714 
0.6725 -0.388327 
0.67375 -0.389916 
0.675 -0.391481 
0.67625 -0.393022 
0.6775 -0.394539 
0.67875 -0.396032 
0.68 -0.3975 
0.68125 -0.398944 
0.6825 -0.400364 
0.68375 -0.401759 
0.685 -0.403129 
0.68625 -0.404474 
0.6875 -0.405795 
0.68875 -0.407091 
0.69 -0.408362 
0.69125 -0.409607 
0.6925 -0.410828 
0.69375 -0.412023 
0.695 -0.413194 
0.69625 -0.414338 
0.6975 -0.415458 
0.69875 -0.416552 
0.7 -0.41762 
0.70125 -0.418663 
0.7025 -0.419681 
0.70375 -0.420672 
0.705 -0.421638 
0.70625 -0.422578 
0.7075 -0.423492 
0.70875 -0.42438 
0.71 -0.425243 
0.71125 -0.426079 
0.7125 -0.426889 
0.71375 -0.427673 
0.715 -0.428431 
0.71625 -0.429163 
0.7175 -0.429868 
0.71875 -0.430547 
0.72 -0.4312 
0.72125 -0.431827 
0.7225 -0.432427 
0.72375 -0.433 
0.725 -0.433548 
0.72625 -0.434068 
0.7275 -0.434563 
0.72875 -0.43503 
0.73 -0.435471 
0.73125 -0.435886 
0.7325 -0.436274 
0.73375 -0.436635 
0.735 -0.436969 
0.73625 -0.437277 
0.7375 -0.437558 
0.73875 -0.437813 
0.74 -0.43804 
0.74125 -0.438241 
0.7425 -0.438415 
0.74375 -0.438563 
0.745 -0.438683 
0.74625 -0.438777 
0.7475 -0.438844 
0.74875 -0.438884 
0.75 -0.438898 
0.75125 -0.438884 
0.7525 -0.438844 
0.75375 -0.438777 
0.755 -0.438683 
0.75625 -0.438563 
0.7575 -0.438415 
0.75875 -0.438241 
0.76 -0.43804 
0.76125 -0.437813 
0.7625 -0.437558 
0.76375 -0.437277 
0.765 -0.436969 
0.76625 -0.436635 
0.7675 -0.436274 
0.76875 -0.435886 
0.77 -0.435471 
0.77125 -0.43503 
0.7725 -0.434563 
0.77375 -0.434068 
0.775 -0.433548 
0.77625 -0.433 
