# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_sqL_8> 
0 0 
0.00125 -0.000164922 
0.0025 -0.000277474 
0.00375 -0.000339827 
0.005 -0.000354089 
0.00625 -0.000322313 
0.0075 -0.000246496 
0.00875 -0.000128579 
0.01 2.95537e-05 
0.01125 0.000226069 
0.0125 0.000459186 
0.01375 0.000727178 
0.015 0.00102837 
0.01625 0.00136113 
0.0175 0.00172387 
0.01875 0.00211508 
0.02 0.00253326 
0.02125 0.00297698 
0.0225 0.00344484 
0.02375 0.0039355 
0.025 0.00444764 
0.02625 0.00498001 
0.0275 0.00553138 
0.02875 0.00610058 
0.03 0.00668646 
0.03125 0.00728791 
0.0325 0.00790389 
0.03375 0.00853335 
0.035 0.00917531 
0.03625 0.00982883 
0.0375 0.010493 
0.03875 0.0111669 
0.04 0.0118496 
0.04125 0.0125405 
0.0425 0.0132386 
0.04375 0.0139433 
0.045 0.0146538 
0.04625 0.0153694 
0.0475 0.0160895 
0.04875 0.0168134 
0.05 0.0175405 
0.05125 0.0182702 
0.0525 0.0190021 
0.05375 0.0197354 
0.055 0.0204698 
0.05625 0.0212048 
0.0575 0.0219399 
0.05875 0.0226746 
0.06 0.0234087 
0.06125 0.0241416 
0.0625 0.024873 
0.06375 0.0256026 
0.065 0.0263301 
0.06625 0.0270551 
0.0675 0.0277773 
0.06875 0.0284966 
0.07 0.0292126 
0.07125 0.0299251 
0.0725 0.030634 
0.07375 0.0313389 
0.075 0.0320398 
0.07625 0.0327364 
0.0775 0.0334286 
0.07875 0.0341163 
0.08 0.0347994 
0.08125 0.0354777 
0.0825 0.0361512 
0.08375 0.0368197 
0.085 0.0374833 
0.08625 0.0381417 
0.0875 0.0387951 
0.08875 0.0394434 
0.09 0.0400864 
0.09125 0.0407243 
0.0925 0.041357 
0.09375 0.0419845 
0.095 0.0426069 
0.09625 0.0432241 
0.0975 0.0438362 
0.09875 0.0444432 
0.1 0.0450452 
0.10125 0.0456422 
0.1025 0.0462342 
0.10375 0.0468215 
0.105 0.0474039 
0.10625 0.0479816 
0.1075 0.0485547 
0.10875 0.0491233 
0.11 0.0496874 
0.11125 0.0502472 
0.1125 0.0508027 
0.11375 0.0513541 
0.115 0.0519014 
0.11625 0.0524449 
0.1175 0.0529845 
0.11875 0.0535205 
0.12 0.0540529 
0.12125 0.0545818 
0.1225 0.0551075 
0.12375 0.0556299 
0.125 0.0561494 
0.12625 0.0566659 
0.1275 0.0571796 
0.12875 0.0576906 
0.13 0.0581991 
0.13125 0.0587053 
0.1325 0.0592092 
0.13375 0.0597109 
0.135 0.0602107 
0.13625 0.0607087 
0.1375 0.0612049 
0.13875 0.0616996 
0.14 0.0621929 
0.14125 0.0626848 
0.1425 0.0631755 
0.14375 0.0636652 
0.145 0.0641541 
0.14625 0.0646421 
0.1475 0.0651294 
0.14875 0.0656163 
0.15 0.0661027 
0.15125 0.0665889 
0.1525 0.0670749 
0.15375 0.0675608 
0.155 0.0680468 
0.15625 0.068533 
0.1575 0.0690196 
0.15875 0.0695065 
0.16 0.0699939 
0.16125 0.0704819 
0.1625 0.0709707 
0.16375 0.0714603 
0.165 0.0719508 
0.16625 0.0724423 
0.1675 0.0729349 
0.16875 0.0734287 
0.17 0.0739238 
0.17125 0.0744202 
0.1725 0.074918 
0.17375 0.0754173 
0.175 0.0759182 
0.17625 0.0764207 
0.1775 0.076925 
0.17875 0.077431 
0.18 0.0779388 
0.18125 0.0784485 
0.1825 0.0789601 
0.18375 0.0794737 
0.185 0.0799894 
0.18625 0.0805071 
0.1875 0.0810268 
0.18875 0.0815487 
0.19 0.0820728 
0.19125 0.0825991 
0.1925 0.0831276 
0.19375 0.0836583 
0.195 0.0841912 
0.19625 0.0847265 
0.1975 0.085264 
0.19875 0.0858037 
0.2 0.0863458 
0.20125 0.0868902 
0.2025 0.0874368 
0.20375 0.0879857 
0.205 0.0885369 
0.20625 0.0890904 
0.2075 0.0896461 
0.20875 0.090204 
0.21 0.0907641 
0.21125 0.0913264 
0.2125 0.0918908 
0.21375 0.0924574 
0.215 0.0930261 
0.21625 0.0935968 
0.2175 0.0941695 
0.21875 0.0947442 
0.22 0.0953209 
0.22125 0.0958994 
0.2225 0.0964798 
0.22375 0.0970619 
0.225 0.0976458 
0.22625 0.0982314 
0.2275 0.0988186 
0.22875 0.0994074 
0.23 0.0999977 
0.23125 0.100589 
0.2325 0.101183 
0.23375 0.101777 
0.235 0.102373 
0.23625 0.102969 
0.2375 0.103567 
0.23875 0.104166 
0.24 0.104766 
0.24125 0.105367 
0.2425 0.105969 
0.24375 0.106571 
0.245 0.107174 
0.24625 0.107778 
0.2475 0.108382 
0.24875 0.108986 
0.25 0.109591 
0.25125 0.110196 
0.2525 0.110801 
0.25375 0.111406 
0.255 0.112011 
0.25625 0.112617 
0.2575 0.113222 
0.25875 0.113826 
0.26 0.114431 
0.26125 0.115034 
0.2625 0.115638 
0.26375 0.116241 
0.265 0.116843 
0.26625 0.117444 
0.2675 0.118045 
0.26875 0.118644 
0.27 0.119243 
0.27125 0.11984 
0.2725 0.120436 
0.27375 0.121031 
0.275 0.121625 
0.27625 0.122217 
0.2775 0.122808 
0.27875 0.123397 
0.28 0.123985 
0.28125 0.124571 
0.2825 0.125155 
