# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_6> 
0 0 
0.00125 -0.0295977 
0.0025 -0.0609111 
0.00375 -0.0937852 
0.005 -0.12807 
0.00625 -0.163622 
0.0075 -0.200299 
0.00875 -0.237968 
0.01 -0.276498 
0.01125 -0.315763 
0.0125 -0.355641 
0.01375 -0.396017 
0.015 -0.436777 
0.01625 -0.477813 
0.0175 -0.519022 
0.01875 -0.560304 
0.02 -0.601562 
0.02125 -0.642705 
0.0225 -0.683646 
0.02375 -0.724299 
0.025 -0.764584 
0.02625 -0.804425 
0.0275 -0.843748 
0.02875 -0.882483 
0.03 -0.920564 
0.03125 -0.957929 
0.0325 -0.994516 
0.03375 -1.03027 
0.035 -1.06514 
0.03625 -1.09907 
0.0375 -1.13201 
0.03875 -1.16393 
0.04 -1.19477 
0.04125 -1.22451 
0.0425 -1.2531 
0.04375 -1.28051 
0.045 -1.30671 
0.04625 -1.33166 
0.0475 -1.35536 
0.04875 -1.37777 
0.05 -1.39886 
0.05125 -1.41863 
0.0525 -1.43705 
0.05375 -1.45411 
0.055 -1.4698 
0.05625 -1.4841 
0.0575 -1.49701 
0.05875 -1.50853 
0.06 -1.51864 
0.06125 -1.52734 
0.0625 -1.53463 
0.06375 -1.54052 
0.065 -1.545 
0.06625 -1.54808 
0.0675 -1.54977 
0.06875 -1.55006 
0.07 -1.54897 
0.07125 -1.54651 
0.0725 -1.54269 
0.07375 -1.53752 
0.075 -1.53102 
0.07625 -1.52319 
0.0775 -1.51406 
0.07875 -1.50364 
0.08 -1.49196 
0.08125 -1.47902 
0.0825 -1.46485 
0.08375 -1.44946 
0.085 -1.4329 
0.08625 -1.41516 
0.0875 -1.39628 
0.08875 -1.37629 
0.09 -1.3552 
0.09125 -1.33305 
0.0925 -1.30986 
0.09375 -1.28565 
0.095 -1.26045 
0.09625 -1.2343 
0.0975 -1.20722 
0.09875 -1.17924 
0.1 -1.15039 
0.10125 -1.1207 
0.1025 -1.0902 
0.10375 -1.05892 
0.105 -1.02689 
0.10625 -0.994146 
0.1075 -0.960717 
0.10875 -0.926634 
0.11 -0.89193 
0.11125 -0.856638 
0.1125 -0.820789 
0.11375 -0.784416 
0.115 -0.747552 
0.11625 -0.710229 
0.1175 -0.67248 
0.11875 -0.634337 
0.12 -0.595834 
0.12125 -0.557003 
0.1225 -0.517877 
0.12375 -0.478488 
0.125 -0.438868 
0.12625 -0.39905 
0.1275 -0.359066 
0.12875 -0.318948 
0.13 -0.278727 
0.13125 -0.238436 
0.1325 -0.198105 
0.13375 -0.157765 
0.135 -0.117448 
0.13625 -0.0771839 
0.1375 -0.0370029 
0.13875 0.00306517 
0.14 0.0429906 
0.14125 0.0827442 
0.1425 0.122297 
0.14375 0.161621 
0.145 0.200688 
0.14625 0.239469 
0.1475 0.277939 
0.14875 0.31607 
0.15 0.353835 
0.15125 0.39121 
0.1525 0.428167 
0.15375 0.464683 
0.155 0.500733 
0.15625 0.536294 
0.1575 0.57134 
0.15875 0.605851 
0.16 0.639803 
0.16125 0.673174 
0.1625 0.705944 
0.16375 0.738091 
0.165 0.769596 
0.16625 0.800438 
0.1675 0.8306 
0.16875 0.860061 
0.17 0.888806 
0.17125 0.916815 
0.1725 0.944074 
0.17375 0.970565 
0.175 0.996274 
0.17625 1.02118 
0.1775 1.04528 
0.17875 1.06856 
0.18 1.091 
0.18125 1.11258 
0.1825 1.13331 
0.18375 1.15316 
0.185 1.17212 
0.18625 1.1902 
0.1875 1.20737 
0.18875 1.22363 
0.19 1.23898 
0.19125 1.25339 
0.1925 1.26688 
0.19375 1.27943 
0.195 1.29103 
0.19625 1.30168 
0.1975 1.31139 
0.19875 1.32013 
0.2 1.32792 
0.20125 1.33475 
0.2025 1.34062 
0.20375 1.34552 
0.205 1.34946 
0.20625 1.35244 
0.2075 1.35445 
0.20875 1.35551 
0.21 1.35561 
0.21125 1.35475 
0.2125 1.35294 
0.21375 1.35018 
0.215 1.34647 
0.21625 1.34183 
0.2175 1.33626 
0.21875 1.32976 
0.22 1.32234 
0.22125 1.314 
0.2225 1.30476 
0.22375 1.29463 
0.225 1.28361 
0.22625 1.27171 
0.2275 1.25894 
0.22875 1.24531 
0.23 1.23084 
0.23125 1.21553 
0.2325 1.1994 
0.23375 1.18246 
0.235 1.16472 
0.23625 1.1462 
0.2375 1.1269 
0.23875 1.10685 
0.24 1.08606 
0.24125 1.06454 
0.2425 1.04231 
0.24375 1.01938 
0.245 0.995779 
0.24625 0.971512 
0.2475 0.946599 
0.24875 0.92106 
0.25 0.89491 
0.25125 0.868168 
0.2525 0.840852 
0.25375 0.812982 
0.255 0.784576 
0.25625 0.755653 
0.2575 0.726234 
0.25875 0.696338 
0.26 0.665985 
0.26125 0.635196 
0.2625 0.603991 
0.26375 0.572392 
0.265 0.540419 
0.26625 0.508093 
0.2675 0.475437 
0.26875 0.442471 
0.27 0.409218 
0.27125 0.3757 
0.2725 0.341939 
0.27375 0.307957 
0.275 0.273776 
0.27625 0.23942 
0.2775 0.20491 
0.27875 0.170269 
0.28 0.13552 
0.28125 0.100686 
0.2825 0.0657905 
0.28375 0.0308552 
0.285 -0.00409653 
0.28625 -0.0390417 
0.2875 -0.0739575 
0.28875 -0.108821 
0.29 -0.143609 
0.29125 -0.178299 
0.2925 -0.212868 
0.29375 -0.247294 
0.295 -0.281553 
0.29625 -0.315624 
0.2975 -0.349483 
0.29875 -0.383108 
0.3 -0.416478 
0.30125 -0.44957 
0.3025 -0.482362 
0.30375 -0.514832 
0.305 -0.546959 
0.30625 -0.578722 
0.3075 -0.610098 
0.30875 -0.641068 
0.31 -0.67161 
0.31125 -0.701704 
0.3125 -0.731329 
0.31375 -0.760466 
0.315 -0.789095 
0.31625 -0.817195 
0.3175 -0.844749 
0.31875 -0.871737 
0.32 -0.898141 
0.32125 -0.923942 
0.3225 -0.949122 
0.32375 -0.973664 
0.325 -0.99755 
0.32625 -1.02076 
0.3275 -1.04329 
0.32875 -1.06511 
0.33 -1.08621 
0.33125 -1.10657 
0.3325 -1.12619 
0.33375 -1.14504 
0.335 -1.16311 
0.33625 -1.18038 
0.3375 -1.19685 
0.33875 -1.21251 
0.34 -1.22733 
0.34125 -1.24131 
0.3425 -1.25443 
0.34375 -1.2667 
0.345 -1.27808 
0.34625 -1.28859 
0.3475 -1.2982 
0.34875 -1.30691 
0.35 -1.31471 
0.35125 -1.32159 
0.3525 -1.32755 
0.35375 -1.33257 
0.355 -1.33667 
0.35625 -1.33982 
0.3575 -1.34202 
0.35875 -1.34327 
0.36 -1.34357 
0.36125 -1.34291 
0.3625 -1.3413 
0.36375 -1.33872 
0.365 -1.33518 
0.36625 -1.33068 
0.3675 -1.32521 
0.36875 -1.31879 
0.37 -1.3114 
0.37125 -1.30306 
0.3725 -1.29376 
0.37375 -1.28351 
0.375 -1.27231 
0.37625 -1.26017 
0.3775 -1.24709 
0.37875 -1.23308 
0.38 -1.21814 
0.38125 -1.20228 
0.3825 -1.18551 
0.38375 -1.16784 
0.385 -1.14928 
0.38625 -1.12984 
0.3875 -1.10952 
0.38875 -1.08834 
0.39 -1.06631 
0.39125 -1.04344 
0.3925 -1.01975 
0.39375 -0.995249 
0.395 -0.969951 
0.39625 -0.943871 
0.3975 -0.917026 
0.39875 -0.889431 
0.4 -0.861103 
0.40125 -0.83206 
0.4025 -0.802321 
0.40375 -0.771903 
0.405 -0.740826 
0.40625 -0.70911 
0.4075 -0.676776 
0.40875 -0.643844 
0.41 -0.610337 
0.41125 -0.576277 
0.4125 -0.541686 
0.41375 -0.506589 
0.415 -0.471009 
0.41625 -0.434971 
0.4175 -0.398499 
0.41875 -0.36162 
0.42 -0.324359 
0.42125 -0.286743 
0.4225 -0.2488 
0.42375 -0.210557 
0.425 -0.172042 
0.42625 -0.133283 
0.4275 -0.0943096 
0.42875 -0.0551513 
0.43 -0.0158379 
0.43125 0.0236005 
0.4325 0.0631332 
0.43375 0.102729 
0.435 0.142357 
0.43625 0.181985 
0.4375 0.221581 
0.43875 0.261113 
0.44 0.300548 
0.44125 0.339853 
0.4425 0.378994 
0.44375 0.41794 
0.445 0.456655 
0.44625 0.495106 
0.4475 0.53326 
0.44875 0.571081 
0.45 0.608535 
0.45125 0.645589 
0.4525 0.682207 
0.45375 0.718355 
0.455 0.753998 
0.45625 0.789102 
0.4575 0.823632 
0.45875 0.857553 
0.46 0.890831 
0.46125 0.923431 
0.4625 0.955319 
0.46375 0.986461 
0.465 1.01682 
0.46625 1.04637 
0.4675 1.07507 
0.46875 1.10289 
0.47 1.12979 
0.47125 1.15574 
0.4725 1.18072 
0.47375 1.20468 
0.475 1.22761 
0.47625 1.24945 
0.4775 1.27019 
0.47875 1.2898 
0.48 1.30824 
0.48125 1.32548 
0.4825 1.3415 
0.48375 1.35627 
0.485 1.36976 
0.48625 1.38195 
0.4875 1.39281 
0.48875 1.40231 
0.49 1.41044 
0.49125 1.41716 
0.4925 1.42246 
0.49375 1.42632 
0.495 1.4287 
0.49625 1.42961 
0.4975 1.42901 
0.49875 1.42689 
0.5 1.42324 


0.5 1.42324 
0.50125 1.42689 
0.5025 1.42901 
0.50375 1.42961 
0.505 1.4287 
0.50625 1.42632 
0.5075 1.42246 
0.50875 1.41716 
0.51 1.41044 
0.51125 1.40231 
0.5125 1.39281 
0.51375 1.38195 
0.515 1.36976 
0.51625 1.35627 
0.5175 1.3415 
0.51875 1.32548 
0.52 1.30824 
0.52125 1.2898 
0.5225 1.27019 
0.52375 1.24945 
0.525 1.22761 
0.52625 1.20468 
0.5275 1.18072 
0.52875 1.15574 
0.53 1.12979 
0.53125 1.10289 
0.5325 1.07507 
0.53375 1.04637 
0.535 1.01682 
0.53625 0.986461 
0.5375 0.955319 
0.53875 0.923431 
0.54 0.890831 
0.54125 0.857553 
0.5425 0.823632 
0.54375 0.789102 
0.545 0.753998 
0.54625 0.718355 
0.5475 0.682207 
0.54875 0.645589 
0.55 0.608535 
0.55125 0.571081 
0.5525 0.53326 
0.55375 0.495106 
0.555 0.456655 
0.55625 0.41794 
0.5575 0.378994 
0.55875 0.339853 
