# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_sqL_10> 
0 0 
0.00125 -1.27713e-05 
0.0025 -3.21526e-05 
0.00375 -5.76468e-05 
0.005 -8.87744e-05 
0.00625 -0.000125073 
0.0075 -0.000166097 
0.00875 -0.000211417 
0.01 -0.00026062 
0.01125 -0.000313308 
0.0125 -0.000369099 
0.01375 -0.000427626 
0.015 -0.000488536 
0.01625 -0.000551492 
0.0175 -0.000616169 
0.01875 -0.000682256 
0.02 -0.000749456 
0.02125 -0.000817485 
0.0225 -0.000886073 
0.02375 -0.000954958 
0.025 -0.0010239 
0.02625 -0.00109265 
0.0275 -0.001161 
0.02875 -0.00122872 
0.03 -0.00129563 
0.03125 -0.00136153 
0.0325 -0.00142623 
0.03375 -0.00148957 
0.035 -0.00155139 
0.03625 -0.00161154 
0.0375 -0.00166987 
0.03875 -0.00172625 
0.04 -0.00178056 
0.04125 -0.00183268 
0.0425 -0.00188251 
0.04375 -0.00192995 
0.045 -0.0019749 
0.04625 -0.00201728 
0.0475 -0.00205702 
0.04875 -0.00209404 
0.05 -0.00212829 
0.05125 -0.00215971 
0.0525 -0.00218824 
0.05375 -0.00221385 
0.055 -0.0022365 
0.05625 -0.00225615 
0.0575 -0.00227278 
0.05875 -0.00228638 
0.06 -0.00229692 
0.06125 -0.00230439 
0.0625 -0.0023088 
0.06375 -0.00231013 
0.065 -0.00230839 
0.06625 -0.00230359 
0.0675 -0.00229574 
0.06875 -0.00228486 
0.07 -0.00227096 
0.07125 -0.00225407 
0.0725 -0.00223421 
0.07375 -0.00221142 
0.075 -0.00218573 
0.07625 -0.00215716 
0.0775 -0.00212577 
0.07875 -0.00209158 
0.08 -0.00205465 
0.08125 -0.00201502 
0.0825 -0.00197274 
0.08375 -0.00192785 
0.085 -0.00188041 
0.08625 -0.00183046 
0.0875 -0.00177808 
0.08875 -0.0017233 
0.09 -0.0016662 
0.09125 -0.00160682 
0.0925 -0.00154523 
0.09375 -0.0014815 
0.095 -0.00141567 
0.09625 -0.00134782 
0.0975 -0.00127801 
0.09875 -0.0012063 
0.1 -0.00113276 
0.10125 -0.00105745 
0.1025 -0.000980433 
0.10375 -0.000901784 
0.105 -0.000821565 
0.10625 -0.00073984 
0.1075 -0.000656676 
0.10875 -0.000572138 
0.11 -0.000486291 
0.11125 -0.000399201 
0.1125 -0.000310932 
0.11375 -0.000221549 
0.115 -0.000131114 
0.11625 -3.96919e-05 
0.1175 5.26555e-05 
0.11875 0.000145866 
0.12 0.00023988 
0.12125 0.000334636 
0.1225 0.000430075 
0.12375 0.000526139 
0.125 0.00062277 
0.12625 0.000719913 
0.1275 0.000817511 
0.12875 0.000915512 
0.13 0.00101386 
0.13125 0.00111251 
0.1325 0.0012114 
0.13375 0.0013105 
0.135 0.00140974 
0.13625 0.00150909 
0.1375 0.0016085 
0.13875 0.00170792 
0.14 0.00180732 
0.14125 0.00190665 
0.1425 0.00200587 
0.14375 0.00210495 
0.145 0.00220386 
0.14625 0.00230255 
0.1475 0.00240099 
0.14875 0.00249916 
0.15 0.00259702 
0.15125 0.00269455 
0.1525 0.00279172 
0.15375 0.0028885 
0.155 0.00298488 
0.15625 0.00308083 
0.1575 0.00317633 
0.15875 0.00327137 
0.16 0.00336592 
0.16125 0.00345998 
0.1625 0.00355353 
0.16375 0.00364656 
0.165 0.00373906 
0.16625 0.00383102 
0.1675 0.00392245 
0.16875 0.00401332 
0.17 0.00410365 
0.17125 0.00419343 
0.1725 0.00428266 
0.17375 0.00437134 
0.175 0.00445947 
0.17625 0.00454707 
0.1775 0.00463414 
0.17875 0.00472068 
0.18 0.00480671 
0.18125 0.00489225 
0.1825 0.00497729 
0.18375 0.00506186 
0.185 0.00514597 
0.18625 0.00522964 
0.1875 0.0053129 
0.18875 0.00539575 
0.19 0.00547822 
0.19125 0.00556033 
0.1925 0.00564212 
0.19375 0.00572359 
0.195 0.00580478 
0.19625 0.00588573 
0.1975 0.00596644 
0.19875 0.00604697 
0.2 0.00612733 
0.20125 0.00620756 
0.2025 0.00628769 
0.20375 0.00636776 
0.205 0.0064478 
0.20625 0.00652785 
0.2075 0.00660795 
0.20875 0.00668813 
0.21 0.00676843 
0.21125 0.00684889 
0.2125 0.00692955 
0.21375 0.00701045 
0.215 0.00709164 
0.21625 0.00717316 
0.2175 0.00725504 
0.21875 0.00733733 
0.22 0.00742008 
0.22125 0.00750333 
