# This file was generated by the deal.II library.
# Date =  2020/4/29
# Time =  23:43:07
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_7> 
0 0 
0.00125 0.0133637 
0.0025 0.0268944 
0.00375 0.0405494 
0.005 0.0542882 
0.00625 0.0680717 
0.0075 0.0818626 
0.00875 0.0956254 
0.01 0.109326 
0.01125 0.122932 
0.0125 0.136413 
0.01375 0.149739 
0.015 0.162882 
0.01625 0.175816 
0.0175 0.188516 
0.01875 0.200959 
0.02 0.213122 
0.02125 0.224984 
0.0225 0.236525 
0.02375 0.247727 
0.025 0.258574 
0.02625 0.269048 
0.0275 0.279135 
0.02875 0.288821 
0.03 0.298094 
0.03125 0.306942 
0.0325 0.315354 
0.03375 0.323321 
0.035 0.330835 
0.03625 0.337887 
0.0375 0.344472 
0.03875 0.350583 
0.04 0.356216 
0.04125 0.361366 
0.0425 0.36603 
0.04375 0.370206 
0.045 0.373892 
0.04625 0.377087 
0.0475 0.379791 
0.04875 0.382005 
0.05 0.38373 
0.05125 0.384966 
0.0525 0.385718 
0.05375 0.385988 
0.055 0.385779 
0.05625 0.385096 
0.0575 0.383943 
0.05875 0.382326 
0.06 0.380251 
0.06125 0.377723 
0.0625 0.374749 
0.06375 0.371336 
0.065 0.367492 
0.06625 0.363225 
0.0675 0.358543 
0.06875 0.353454 
0.07 0.347968 
0.07125 0.342093 
0.0725 0.33584 
0.07375 0.329218 
0.075 0.322237 
0.07625 0.314909 
0.0775 0.307242 
0.07875 0.299248 
0.08 0.290939 
0.08125 0.282325 
0.0825 0.273419 
0.08375 0.26423 
0.085 0.254772 
0.08625 0.245055 
0.0875 0.235092 
0.08875 0.224896 
0.09 0.214477 
0.09125 0.203849 
0.0925 0.193023 
0.09375 0.182012 
0.095 0.170828 
0.09625 0.159484 
0.0975 0.147992 
0.09875 0.136364 
0.1 0.124613 
0.10125 0.112752 
0.1025 0.100792 
0.10375 0.0887453 
0.105 0.0766252 
0.10625 0.0644434 
0.1075 0.0522121 
0.10875 0.0399432 
0.11 0.0276488 
0.11125 0.0153407 
0.1125 0.00303074 
0.11375 -0.00926953 
0.115 -0.0215485 
0.11625 -0.0337949 
0.1175 -0.0459973 
0.11875 -0.0581447 
0.12 -0.0702261 
0.12125 -0.0822307 
0.1225 -0.0941479 
0.12375 -0.105967 
0.125 -0.117678 
0.12625 -0.129271 
0.1275 -0.140735 
0.12875 -0.152061 
0.13 -0.16324 
0.13125 -0.174262 
0.1325 -0.185118 
0.13375 -0.195799 
0.135 -0.206296 
0.13625 -0.216601 
0.1375 -0.226706 
0.13875 -0.236603 
0.14 -0.246283 
0.14125 -0.25574 
0.1425 -0.264965 
0.14375 -0.273953 
0.145 -0.282695 
0.14625 -0.291186 
0.1475 -0.29942 
0.14875 -0.307389 
0.15 -0.315089 
0.15125 -0.322513 
0.1525 -0.329657 
0.15375 -0.336515 
0.155 -0.343083 
0.15625 -0.349355 
0.1575 -0.355329 
0.15875 -0.360999 
0.16 -0.366362 
0.16125 -0.371415 
0.1625 -0.376154 
0.16375 -0.380576 
0.165 -0.384679 
0.16625 -0.38846 
0.1675 -0.391918 
0.16875 -0.395049 
0.17 -0.397853 
0.17125 -0.400328 
0.1725 -0.402473 
0.17375 -0.404288 
0.175 -0.405771 
0.17625 -0.406922 
0.1775 -0.407741 
0.17875 -0.408229 
0.18 -0.408385 
0.18125 -0.408211 
0.1825 -0.407707 
0.18375 -0.406875 
0.185 -0.405715 
0.18625 -0.40423 
0.1875 -0.402422 
0.18875 -0.400292 
0.19 -0.397843 
0.19125 -0.395077 
0.1925 -0.391998 
0.19375 -0.388608 
0.195 -0.38491 
0.19625 -0.380909 
0.1975 -0.376607 
0.19875 -0.372009 
0.2 -0.367119 
0.20125 -0.36194 
0.2025 -0.356479 
0.20375 -0.350738 
0.205 -0.344724 
0.20625 -0.338441 
0.2075 -0.331895 
0.20875 -0.32509 
0.21 -0.318033 
0.21125 -0.310729 
0.2125 -0.303185 
0.21375 -0.295406 
0.215 -0.287399 
0.21625 -0.27917 
0.2175 -0.270726 
0.21875 -0.262073 
0.22 -0.253219 
0.22125 -0.24417 
0.2225 -0.234933 
0.22375 -0.225516 
0.225 -0.215927 
0.22625 -0.206172 
0.2275 -0.196258 
0.22875 -0.186195 
0.23 -0.17599 
