n_levels n_cells  n_dofs  n_colors n_iter reduction       L2_error       
       6    4096   102400        4 7.1732 7.669e-02 9.243e-10    -     - 
       7   16384   409600        4 6.9079 6.949e-02 6.404e-09 0.14 -2.79 
       8   65536  1638400        4 6.7649 6.568e-02 4.198e-09 1.53  0.61 
       9  262144  6553600        4 6.6198 6.187e-02 2.706e-09 1.55  0.63 
      10 1048576 26214400        4 6.4757 5.816e-02 1.743e-09 1.55  0.63 
