n_levels n_cells  n_dofs  n_colors n_iter reduction      L2_error       
       6    4096   103041        4 3.5633 5.687e-03 1.027e-09    -    - 
       7   16384   410881        4 3.5353 5.459e-03 8.821e-10 1.16 0.22 
       8   65536  1640961        4 3.4927 5.123e-03 6.909e-10 1.28 0.35 
       9  262144  6558721        4 3.4459 4.768e-03 5.219e-10 1.32 0.40 
      10 1048576 26224641        4 3.3995 4.433e-03 3.911e-10 1.33 0.42 
