n_levels n_cells  n_dofs  n_colors n_iter reduction       L2_error       
       4    4096   531441        8 2.5504 7.299e-04 2.923e-09    -     - 
       5   32768  4173281        8 2.5426 7.138e-04 4.978e-10 5.87  2.58 
       6  262144 33076161        8 2.5632 7.567e-04 6.969e-10 0.71 -0.49 
