# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:41:43
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_0> 
0 0 
0.00125 0.00649163 
0.0025 0.0129686 
0.00375 0.0194308 
0.005 0.0258783 
0.00625 0.0323111 
0.0075 0.0387291 
0.00875 0.0451325 
0.01 0.0515212 
0.01125 0.0578951 
0.0125 0.0642544 
0.01375 0.0705989 
0.015 0.0769287 
0.01625 0.0832438 
0.0175 0.0895442 
0.01875 0.0958299 
0.02 0.102101 
0.02125 0.108357 
0.0225 0.114599 
0.02375 0.120826 
0.025 0.127038 
0.02625 0.133235 
0.0275 0.139418 
0.02875 0.145586 
0.03 0.151739 
0.03125 0.157878 
0.0325 0.164002 
0.03375 0.170111 
0.035 0.176205 
0.03625 0.182285 
0.0375 0.18835 
0.03875 0.1944 
0.04 0.200436 
0.04125 0.206457 
0.0425 0.212463 
0.04375 0.218455 
0.045 0.224431 
0.04625 0.230393 
0.0475 0.236341 
0.04875 0.242273 
0.05 0.248191 
0.05125 0.254095 
0.0525 0.259983 
0.05375 0.265857 
0.055 0.271716 
0.05625 0.27756 
0.0575 0.28339 
0.05875 0.289205 
0.06 0.295005 
0.06125 0.300791 
0.0625 0.306562 
0.06375 0.312318 
0.065 0.318059 
0.06625 0.323786 
0.0675 0.329498 
0.06875 0.335195 
0.07 0.340878 
0.07125 0.346546 
0.0725 0.352199 
0.07375 0.357837 
0.075 0.363461 
0.07625 0.36907 
0.0775 0.374664 
0.07875 0.380244 
0.08 0.385809 
0.08125 0.391359 
0.0825 0.396895 
0.08375 0.402415 
0.085 0.407921 
0.08625 0.413413 
0.0875 0.418889 
0.08875 0.424351 
0.09 0.429799 
0.09125 0.435231 
0.0925 0.440649 
0.09375 0.446052 
0.095 0.45144 
0.09625 0.456814 
0.0975 0.462173 
0.09875 0.467517 
0.1 0.472847 
0.10125 0.478162 
0.1025 0.483462 
0.10375 0.488747 
0.105 0.494018 
0.10625 0.499274 
0.1075 0.504515 
0.10875 0.509742 
0.11 0.514954 
0.11125 0.520151 
0.1125 0.525333 
0.11375 0.530501 
0.115 0.535654 
0.11625 0.540792 
0.1175 0.545916 
0.11875 0.551025 
0.12 0.556119 
0.12125 0.561198 
0.1225 0.566263 
0.12375 0.571313 
0.125 0.576349 
0.12625 0.581369 
0.1275 0.586375 
0.12875 0.591366 
0.13 0.596343 
0.13125 0.601305 
0.1325 0.606252 
0.13375 0.611184 
0.135 0.616102 
0.13625 0.621005 
0.1375 0.625893 
0.13875 0.630766 
0.14 0.635625 
0.14125 0.640469 
0.1425 0.645299 
0.14375 0.650113 
0.145 0.654913 
0.14625 0.659699 
0.1475 0.664469 
0.14875 0.669225 
0.15 0.673966 
0.15125 0.678693 
0.1525 0.683404 
0.15375 0.688101 
0.155 0.692784 
0.15625 0.697451 
0.1575 0.702104 
0.15875 0.706742 
0.16 0.711366 
0.16125 0.715975 
0.1625 0.720569 
0.16375 0.725148 
0.165 0.729713 
0.16625 0.734262 
0.1675 0.738798 
0.16875 0.743318 
0.17 0.747824 
0.17125 0.752315 
0.1725 0.756791 
0.17375 0.761253 
0.175 0.7657 
0.17625 0.770132 
0.1775 0.77455 
0.17875 0.778952 
0.18 0.783341 
0.18125 0.787714 
0.1825 0.792073 
0.18375 0.796417 
0.185 0.800746 
0.18625 0.80506 
0.1875 0.80936 
0.18875 0.813645 
0.19 0.817916 
0.19125 0.822172 
0.1925 0.826413 
0.19375 0.830639 
0.195 0.83485 
0.19625 0.839047 
0.1975 0.843229 
0.19875 0.847397 
0.2 0.85155 
0.20125 0.855688 
0.2025 0.859811 
0.20375 0.86392 
0.205 0.868014 
0.20625 0.872093 
0.2075 0.876157 
0.20875 0.880207 
0.21 0.884242 
0.21125 0.888262 
0.2125 0.892268 
0.21375 0.896259 
0.215 0.900235 
0.21625 0.904197 
0.2175 0.908143 
0.21875 0.912076 
0.22 0.915993 
0.22125 0.919896 
0.2225 0.923784 
0.22375 0.927657 
0.225 0.931515 
0.22625 0.935359 
0.2275 0.939188 
0.22875 0.943003 
0.23 0.946802 
0.23125 0.950587 
0.2325 0.954358 
0.23375 0.958113 
0.235 0.961854 
0.23625 0.96558 
0.2375 0.969292 
0.23875 0.972988 
0.24 0.97667 
0.24125 0.980338 
0.2425 0.98399 
0.24375 0.987628 
0.245 0.991251 
0.24625 0.99486 
0.2475 0.998454 
0.24875 1.00203 
0.25 1.0056 
0.25125 1.00915 
0.2525 1.01268 
0.25375 1.0162 
0.255 1.01971 
0.25625 1.0232 
0.2575 1.02667 
0.25875 1.03014 
0.26 1.03358 
0.26125 1.03701 
0.2625 1.04043 
0.26375 1.04383 
0.265 1.04722 
0.26625 1.05059 
0.2675 1.05395 
0.26875 1.0573 
0.27 1.06063 
0.27125 1.06394 
0.2725 1.06724 
0.27375 1.07052 
0.275 1.07379 
0.27625 1.07705 
0.2775 1.08029 
0.27875 1.08352 
0.28 1.08673 
0.28125 1.08992 
0.2825 1.09311 
0.28375 1.09627 
0.285 1.09943 
0.28625 1.10256 
0.2875 1.10569 
0.28875 1.1088 
0.29 1.11189 
0.29125 1.11497 
0.2925 1.11803 
0.29375 1.12108 
0.295 1.12412 
0.29625 1.12714 
0.2975 1.13014 
0.29875 1.13313 
0.3 1.13611 
0.30125 1.13907 
0.3025 1.14202 
0.30375 1.14495 
0.305 1.14787 
0.30625 1.15077 
0.3075 1.15366 
0.30875 1.15653 
0.31 1.15939 
0.31125 1.16223 
0.3125 1.16506 
0.31375 1.16787 
0.315 1.17067 
0.31625 1.17346 
0.3175 1.17623 
0.31875 1.17898 
0.32 1.18172 
0.32125 1.18445 
0.3225 1.18716 
0.32375 1.18986 
0.325 1.19254 
0.32625 1.19521 
0.3275 1.19786 
0.32875 1.2005 
0.33 1.20312 
0.33125 1.20573 
0.3325 1.20832 
0.33375 1.2109 
0.335 1.21346 
0.33625 1.21601 
0.3375 1.21855 
0.33875 1.22107 
0.34 1.22357 
0.34125 1.22606 
0.3425 1.22854 
0.34375 1.231 
0.345 1.23345 
0.34625 1.23588 
0.3475 1.23829 
0.34875 1.2407 
0.35 1.24308 
0.35125 1.24546 
0.3525 1.24781 
0.35375 1.25016 
