# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:41:43
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_0> 
0 0 
0.00125 0.00238847 
0.0025 0.00477483 
0.00375 0.00715909 
0.005 0.00954125 
0.00625 0.0119213 
0.0075 0.0142992 
0.00875 0.0166751 
0.01 0.0190488 
0.01125 0.0214205 
0.0125 0.02379 
0.01375 0.0261574 
0.015 0.0285227 
0.01625 0.030886 
0.0175 0.0332471 
0.01875 0.0356061 
0.02 0.037963 
0.02125 0.0403178 
0.0225 0.0426705 
0.02375 0.0450211 
0.025 0.0473696 
0.02625 0.049716 
0.0275 0.0520602 
0.02875 0.0544024 
0.03 0.0567425 
0.03125 0.0590805 
0.0325 0.0614163 
0.03375 0.0637501 
0.035 0.0660817 
0.03625 0.0684113 
0.0375 0.0707387 
0.03875 0.0730641 
0.04 0.0753873 
0.04125 0.0777085 
0.0425 0.0800275 
0.04375 0.0823444 
0.045 0.0846592 
0.04625 0.086972 
0.0475 0.0892826 
0.04875 0.0915911 
0.05 0.0938975 
0.05125 0.0962018 
0.0525 0.098504 
0.05375 0.100804 
0.055 0.103102 
0.05625 0.105398 
0.0575 0.107692 
0.05875 0.109983 
0.06 0.112273 
0.06125 0.11456 
0.0625 0.116846 
0.06375 0.119129 
0.065 0.12141 
0.06625 0.123689 
0.0675 0.125966 
0.06875 0.128241 
0.07 0.130514 
0.07125 0.132784 
0.0725 0.135053 
0.07375 0.137319 
0.075 0.139584 
0.07625 0.141846 
0.0775 0.144106 
0.07875 0.146364 
0.08 0.14862 
0.08125 0.150874 
0.0825 0.153126 
0.08375 0.155375 
0.085 0.157623 
0.08625 0.159868 
0.0875 0.162111 
0.08875 0.164352 
0.09 0.166592 
0.09125 0.168829 
0.0925 0.171063 
0.09375 0.173296 
0.095 0.175527 
0.09625 0.177755 
0.0975 0.179982 
0.09875 0.182206 
0.1 0.184428 
0.10125 0.186649 
0.1025 0.188867 
0.10375 0.191082 
0.105 0.193296 
0.10625 0.195508 
0.1075 0.197718 
0.10875 0.199925 
0.11 0.202131 
0.11125 0.204334 
0.1125 0.206535 
0.11375 0.208734 
0.115 0.210931 
0.11625 0.213126 
0.1175 0.215319 
0.11875 0.21751 
0.12 0.219698 
0.12125 0.221885 
0.1225 0.224069 
0.12375 0.226251 
0.125 0.228431 
0.12625 0.230609 
0.1275 0.232785 
0.12875 0.234959 
0.13 0.237131 
0.13125 0.239301 
0.1325 0.241468 
0.13375 0.243634 
0.135 0.245797 
0.13625 0.247958 
0.1375 0.250117 
0.13875 0.252274 
0.14 0.254429 
0.14125 0.256582 
0.1425 0.258733 
0.14375 0.260881 
0.145 0.263028 
0.14625 0.265172 
0.1475 0.267314 
0.14875 0.269455 
0.15 0.271593 
0.15125 0.273729 
0.1525 0.275862 
0.15375 0.277994 
0.155 0.280124 
0.15625 0.282251 
0.1575 0.284377 
0.15875 0.2865 
0.16 0.288621 
0.16125 0.290741 
0.1625 0.292858 
0.16375 0.294973 
0.165 0.297085 
0.16625 0.299196 
0.1675 0.301305 
0.16875 0.303411 
0.17 0.305516 
0.17125 0.307618 
0.1725 0.309718 
0.17375 0.311816 
0.175 0.313912 
0.17625 0.316006 
0.1775 0.318098 
0.17875 0.320188 
0.18 0.322275 
0.18125 0.324361 
0.1825 0.326444 
0.18375 0.328525 
0.185 0.330604 
0.18625 0.332682 
0.1875 0.334756 
0.18875 0.336829 
0.19 0.3389 
0.19125 0.340969 
0.1925 0.343035 
0.19375 0.3451 
0.195 0.347162 
0.19625 0.349222 
0.1975 0.35128 
0.19875 0.353336 
0.2 0.35539 
0.20125 0.357442 
0.2025 0.359492 
0.20375 0.361539 
0.205 0.363585 
0.20625 0.365628 
0.2075 0.36767 
0.20875 0.369709 
0.21 0.371746 
0.21125 0.373781 
0.2125 0.375814 
0.21375 0.377844 
0.215 0.379873 
0.21625 0.3819 
0.2175 0.383924 
0.21875 0.385946 
0.22 0.387967 
0.22125 0.389985 
0.2225 0.392001 
0.22375 0.394015 
0.225 0.396027 
0.22625 0.398036 
0.2275 0.400044 
0.22875 0.402049 
0.23 0.404053 
0.23125 0.406054 
0.2325 0.408053 
0.23375 0.41005 
0.235 0.412045 
0.23625 0.414038 
0.2375 0.416029 
0.23875 0.418018 
0.24 0.420004 
0.24125 0.421989 
0.2425 0.423971 
0.24375 0.425951 
0.245 0.42793 
0.24625 0.429906 
0.2475 0.43188 
0.24875 0.433852 
0.25 0.435821 
0.25125 0.437789 
0.2525 0.439754 
0.25375 0.441718 
0.255 0.443679 
0.25625 0.445638 
0.2575 0.447596 
0.25875 0.449551 
0.26 0.451503 
0.26125 0.453454 
0.2625 0.455403 
0.26375 0.45735 
0.265 0.459294 
0.26625 0.461236 
0.2675 0.463177 
0.26875 0.465115 
0.27 0.467051 
0.27125 0.468985 
0.2725 0.470917 
0.27375 0.472847 
0.275 0.474774 
0.27625 0.4767 
0.2775 0.478623 
0.27875 0.480545 
0.28 0.482464 
0.28125 0.484381 
0.2825 0.486296 
0.28375 0.488209 
0.285 0.49012 
0.28625 0.492029 
0.2875 0.493935 
0.28875 0.49584 
0.29 0.497742 
0.29125 0.499642 
0.2925 0.501541 
0.29375 0.503437 
0.295 0.505331 
0.29625 0.507223 
0.2975 0.509112 
0.29875 0.511 
0.3 0.512886 
0.30125 0.514769 
0.3025 0.51665 
0.30375 0.51853 
0.305 0.520407 
0.30625 0.522282 
0.3075 0.524155 
0.30875 0.526026 
0.31 0.527894 
0.31125 0.529761 
0.3125 0.531626 
0.31375 0.533488 
0.315 0.535348 
0.31625 0.537207 
0.3175 0.539063 
0.31875 0.540917 
0.32 0.542769 
0.32125 0.544618 
0.3225 0.546466 
0.32375 0.548312 
0.325 0.550155 
0.32625 0.551997 
0.3275 0.553836 
0.32875 0.555673 
0.33 0.557508 
0.33125 0.559341 
0.3325 0.561172 
0.33375 0.563001 
0.335 0.564828 
0.33625 0.566652 
0.3375 0.568475 
0.33875 0.570295 
0.34 0.572113 
0.34125 0.573929 
0.3425 0.575743 
0.34375 0.577555 
0.345 0.579365 
0.34625 0.581173 
0.3475 0.582978 
0.34875 0.584782 
0.35 0.586583 
0.35125 0.588383 
0.3525 0.59018 
0.35375 0.591975 
0.355 0.593768 
0.35625 0.595559 
0.3575 0.597348 
0.35875 0.599134 
0.36 0.600919 
0.36125 0.602701 
0.3625 0.604482 
0.36375 0.60626 
0.365 0.608036 
0.36625 0.60981 
0.3675 0.611582 
0.36875 0.613352 
0.37 0.61512 
0.37125 0.616885 
0.3725 0.618649 
0.37375 0.62041 
0.375 0.62217 
0.37625 0.623927 
0.3775 0.625682 
0.37875 0.627435 
0.38 0.629186 
0.38125 0.630935 
0.3825 0.632681 
0.38375 0.634426 
0.385 0.636169 
0.38625 0.637909 
0.3875 0.639647 
0.38875 0.641383 
0.39 0.643118 
0.39125 0.64485 
0.3925 0.646579 
0.39375 0.648307 
0.395 0.650033 
0.39625 0.651756 
0.3975 0.653478 
0.39875 0.655197 
0.4 0.656914 
0.40125 0.65863 
0.4025 0.660343 
0.40375 0.662054 
0.405 0.663762 
0.40625 0.665469 
0.4075 0.667174 
0.40875 0.668876 
0.41 0.670577 
0.41125 0.672275 
0.4125 0.673971 
0.41375 0.675665 
0.415 0.677357 
0.41625 0.679047 
0.4175 0.680735 
0.41875 0.682421 
0.42 0.684104 
0.42125 0.685786 
0.4225 0.687465 
0.42375 0.689142 
0.425 0.690818 
0.42625 0.692491 
0.4275 0.694162 
0.42875 0.69583 
0.43 0.697497 
0.43125 0.699162 
0.4325 0.700824 
0.43375 0.702485 
0.435 0.704143 
0.43625 0.705799 
