# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:41:43
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_sqL_0> 
0 0 
0.00125 0.00015171 
0.0025 0.000301453 
0.00375 0.000449228 
0.005 0.000595037 
0.00625 0.000738878 
0.0075 0.000880752 
0.00875 0.00102066 
0.01 0.0011586 
0.01125 0.00129457 
0.0125 0.00142858 
0.01375 0.00156062 
0.015 0.00169069 
0.01625 0.00181879 
0.0175 0.00194493 
0.01875 0.0020691 
0.02 0.0021913 
0.02125 0.00231154 
0.0225 0.0024298 
0.02375 0.0025461 
0.025 0.00266044 
0.02625 0.00277281 
0.0275 0.0028832 
0.02875 0.00299164 
0.03 0.0030981 
0.03125 0.0032026 
0.0325 0.00330513 
0.03375 0.0034057 
0.035 0.00350429 
0.03625 0.00360092 
0.0375 0.00369558 
0.03875 0.00378828 
0.04 0.00387901 
0.04125 0.00396777 
0.0425 0.00405456 
0.04375 0.00413939 
0.045 0.00422225 
0.04625 0.00430314 
0.0475 0.00438206 
0.04875 0.00445902 
0.05 0.00453401 
0.05125 0.00460704 
0.0525 0.00467809 
0.05375 0.00474718 
0.055 0.0048143 
0.05625 0.00487946 
0.0575 0.00494265 
0.05875 0.00500387 
0.06 0.00506312 
0.06125 0.00512041 
0.0625 0.00517573 
0.06375 0.00522908 
0.065 0.00528046 
0.06625 0.00532988 
0.0675 0.00537733 
0.06875 0.00542282 
0.07 0.00546633 
0.07125 0.00550788 
0.0725 0.00554746 
0.07375 0.00558508 
0.075 0.00562072 
0.07625 0.0056544 
0.0775 0.00568612 
0.07875 0.00571586 
0.08 0.00574364 
0.08125 0.00576945 
0.0825 0.0057933 
0.08375 0.00581518 
0.085 0.00583509 
0.08625 0.00585303 
0.0875 0.00586901 
0.08875 0.00588302 
0.09 0.00589506 
0.09125 0.00590513 
0.0925 0.00591324 
0.09375 0.00591938 
0.095 0.00592355 
0.09625 0.00592576 
0.0975 0.005926 
0.09875 0.00592427 
0.1 0.00592057 
0.10125 0.00591491 
0.1025 0.00590728 
0.10375 0.00589768 
0.105 0.00588612 
0.10625 0.00587259 
0.1075 0.00585709 
0.10875 0.00583962 
0.11 0.00582019 
0.11125 0.00579879 
0.1125 0.00577542 
0.11375 0.00575009 
0.115 0.00572279 
0.11625 0.00569352 
0.1175 0.00566228 
0.11875 0.00562908 
0.12 0.00559391 
0.12125 0.00555677 
0.1225 0.00551767 
0.12375 0.0054766 
0.125 0.00543356 
0.12625 0.00538855 
0.1275 0.00534158 
0.12875 0.00529264 
0.13 0.00524173 
0.13125 0.00518886 
0.1325 0.00513401 
0.13375 0.0050772 
0.135 0.00501843 
0.13625 0.00495769 
0.1375 0.00489498 
0.13875 0.0048303 
0.14 0.00476365 
0.14125 0.00469504 
0.1425 0.00462446 
0.14375 0.00455192 
0.145 0.0044774 
0.14625 0.00440092 
0.1475 0.00432247 
0.14875 0.00424206 
0.15 0.00415968 
0.15125 0.00407533 
0.1525 0.00398901 
0.15375 0.00390073 
0.155 0.00381048 
0.15625 0.00371826 
0.1575 0.00362408 
0.15875 0.00352792 
0.16 0.0034298 
0.16125 0.00332972 
0.1625 0.00322766 
0.16375 0.00312364 
0.165 0.00301766 
0.16625 0.0029097 
0.1675 0.00279978 
0.16875 0.00268789 
0.17 0.00257403 
0.17125 0.00245821 
0.1725 0.00234042 
0.17375 0.00222066 
0.175 0.00209894 
0.17625 0.00197524 
0.1775 0.00184958 
0.17875 0.00172196 
0.18 0.00159236 
0.18125 0.0014608 
0.1825 0.00132727 
0.18375 0.00119178 
0.185 0.00105432 
0.18625 0.000914887 
0.1875 0.00077349 
0.18875 0.000630126 
0.19 0.000484795 
0.19125 0.000337497 
0.1925 0.000188232 
0.19375 3.69993e-05 
0.195 -0.0001162 
0.19625 -0.000271367 
0.1975 -0.000428501 
0.19875 -0.000587602 
0.2 -0.000748671 
0.20125 -0.000911706 
0.2025 -0.00107671 
0.20375 -0.00124368 
0.205 -0.00141262 
0.20625 -0.00158352 
0.2075 -0.00175639 
0.20875 -0.00193123 
0.21 -0.00210803 
0.21125 -0.00228681 
0.2125 -0.00246755 
0.21375 -0.00265025 
0.215 -0.00283493 
0.21625 -0.00302157 
0.2175 -0.00321018 
0.21875 -0.00340075 
0.22 -0.0035933 
0.22125 -0.00378781 
0.2225 -0.00398428 
0.22375 -0.00418273 
0.225 -0.00438314 
0.22625 -0.00458552 
0.2275 -0.00478986 
0.22875 -0.00499618 
0.23 -0.00520446 
0.23125 -0.0054147 
0.2325 -0.00562692 
0.23375 -0.0058411 
0.235 -0.00605725 
0.23625 -0.00627537 
0.2375 -0.00649545 
0.23875 -0.0067175 
0.24 -0.00694152 
0.24125 -0.0071675 
0.2425 -0.00739545 
0.24375 -0.00762537 
0.245 -0.00785726 
0.24625 -0.00809111 
0.2475 -0.00832693 
0.24875 -0.00856472 
0.25 -0.00880447 
0.25125 -0.00904619 
0.2525 -0.00928988 
0.25375 -0.00953554 
0.255 -0.00978316 
0.25625 -0.0100328 
0.2575 -0.0102843 
0.25875 -0.0105378 
0.26 -0.0107933 
0.26125 -0.0110508 
0.2625 -0.0113102 
0.26375 -0.0115716 
0.265 -0.011835 
0.26625 -0.0121003 
0.2675 -0.0123676 
0.26875 -0.0126369 
0.27 -0.0129081 
0.27125 -0.0131813 
0.2725 -0.0134564 
0.27375 -0.0137336 
0.275 -0.0140127 
0.27625 -0.0142937 
0.2775 -0.0145768 
0.27875 -0.0148618 
0.28 -0.0151487 
0.28125 -0.0154377 
0.2825 -0.0157286 
0.28375 -0.0160214 
0.285 -0.0163163 
0.28625 -0.0166131 
0.2875 -0.0169118 
0.28875 -0.0172126 
0.29 -0.0175153 
0.29125 -0.01782 
0.2925 -0.0181266 
0.29375 -0.0184352 
0.295 -0.0187458 
0.29625 -0.0190583 
0.2975 -0.0193728 
0.29875 -0.0196893 
0.3 -0.0200077 
0.30125 -0.0203281 
0.3025 -0.0206505 
0.30375 -0.0209749 
0.305 -0.0213012 
0.30625 -0.0216294 
0.3075 -0.0219597 
0.30875 -0.0222919 
0.31 -0.0226261 
0.31125 -0.0229622 
0.3125 -0.0233003 
0.31375 -0.0236404 
0.315 -0.0239825 
0.31625 -0.0243265 
0.3175 -0.0246725 
0.31875 -0.0250204 
0.32 -0.0253703 
0.32125 -0.0257222 
0.3225 -0.0260761 
0.32375 -0.0264319 
0.325 -0.0267897 
0.32625 -0.0271494 
0.3275 -0.0275111 
0.32875 -0.0278748 
0.33 -0.0282405 
0.33125 -0.0286081 
0.3325 -0.0289777 
0.33375 -0.0293492 
0.335 -0.0297227 
0.33625 -0.0300982 
0.3375 -0.0304757 
0.33875 -0.0308551 
0.34 -0.0312365 
0.34125 -0.0316199 
0.3425 -0.0320052 
0.34375 -0.0323925 
0.345 -0.0327817 
0.34625 -0.033173 
0.3475 -0.0335662 
0.34875 -0.0339613 
0.35 -0.0343584 
0.35125 -0.0347575 
0.3525 -0.0351586 
0.35375 -0.0355616 
0.355 -0.0359666 
0.35625 -0.0363736 
0.3575 -0.0367825 
0.35875 -0.0371934 
0.36 -0.0376063 
0.36125 -0.0380211 
0.3625 -0.0384379 
0.36375 -0.0388567 
0.365 -0.0392774 
0.36625 -0.0397001 
0.3675 -0.0401248 
0.36875 -0.0405514 
0.37 -0.04098 
0.37125 -0.0414106 
0.3725 -0.0418431 
0.37375 -0.0422776 
0.375 -0.0427141 
0.37625 -0.0431525 
0.3775 -0.0435929 
0.37875 -0.0440353 
0.38 -0.0444796 
0.38125 -0.0449259 
0.3825 -0.0453742 
0.38375 -0.0458245 
0.385 -0.0462767 
0.38625 -0.0467308 
0.3875 -0.047187 
0.38875 -0.0476451 
0.39 -0.0481052 
0.39125 -0.0485672 
0.3925 -0.0490312 
0.39375 -0.0494972 
0.395 -0.0499652 
0.39625 -0.0504351 
0.3975 -0.0509069 
0.39875 -0.0513808 
0.4 -0.0518566 
0.40125 -0.0523344 
0.4025 -0.0528141 
0.40375 -0.0532958 
0.405 -0.0537795 
0.40625 -0.0542652 
0.4075 -0.0547528 
0.40875 -0.0552424 
0.41 -0.0557339 
0.41125 -0.0562274 
0.4125 -0.0567229 
0.41375 -0.0572204 
0.415 -0.0577198 
0.41625 -0.0582212 
0.4175 -0.0587245 
0.41875 -0.0592299 
0.42 -0.0597372 
0.42125 -0.0602464 
0.4225 -0.0607576 
0.42375 -0.0612708 
0.425 -0.061786 
0.42625 -0.0623031 
0.4275 -0.0628222 
0.42875 -0.0633432 
0.43 -0.0638663 
0.43125 -0.0643913 
0.4325 -0.0649182 
0.43375 -0.0654472 
0.435 -0.0659781 
0.43625 -0.0665109 
0.4375 -0.0670457 
0.43875 -0.0675825 
0.44 -0.0681213 
0.44125 -0.068662 
0.4425 -0.0692047 
0.44375 -0.0697494 
0.445 -0.070296 
0.44625 -0.0708446 
0.4475 -0.0713952 
0.44875 -0.0719477 
0.45 -0.0725022 
0.45125 -0.0730587 
0.4525 -0.0736171 
0.45375 -0.0741775 
0.455 -0.0747399 
0.45625 -0.0753042 
0.4575 -0.0758705 
0.45875 -0.0764388 
0.46 -0.077009 
0.46125 -0.0775812 
0.4625 -0.0781554 
0.46375 -0.0787316 
0.465 -0.0793097 
0.46625 -0.0798897 
0.4675 -0.0804718 
0.46875 -0.0810558 
0.47 -0.0816418 
0.47125 -0.0822297 
0.4725 -0.0828196 
0.47375 -0.0834115 
0.475 -0.0840053 
0.47625 -0.0846011 
0.4775 -0.0851989 
0.47875 -0.0857987 
0.48 -0.0864004 
0.48125 -0.087004 
0.4825 -0.0876097 
0.48375 -0.0882173 
0.485 -0.0888269 
0.48625 -0.0894384 
0.4875 -0.0900519 
0.48875 -0.0906674 
0.49 -0.0912849 
0.49125 -0.0919043 
0.4925 -0.0925257 
0.49375 -0.093149 
0.495 -0.0937743 
0.49625 -0.0944016 
0.4975 -0.0950309 
0.49875 -0.0956621 
0.5 -0.0962953 


0.5 -0.0962953 
0.50125 -0.0956621 
0.5025 -0.0950309 
0.50375 -0.0944016 
0.505 -0.0937743 
0.50625 -0.093149 
0.5075 -0.0925257 
0.50875 -0.0919043 
0.51 -0.0912849 
0.51125 -0.0906674 
0.5125 -0.0900519 
0.51375 -0.0894384 
0.515 -0.0888269 
0.51625 -0.0882173 
0.5175 -0.0876097 
0.51875 -0.087004 
0.52 -0.0864004 
0.52125 -0.0857987 
0.5225 -0.0851989 
0.52375 -0.0846011 
0.525 -0.0840053 
0.52625 -0.0834115 
0.5275 -0.0828196 
0.52875 -0.0822297 
0.53 -0.0816418 
0.53125 -0.0810558 
0.5325 -0.0804718 
0.53375 -0.0798897 
0.535 -0.0793097 
0.53625 -0.0787316 
0.5375 -0.0781554 
0.53875 -0.0775812 
0.54 -0.077009 
0.54125 -0.0764388 
0.5425 -0.0758705 
0.54375 -0.0753042 
0.545 -0.0747399 
0.54625 -0.0741775 
0.5475 -0.0736171 
0.54875 -0.0730587 
0.55 -0.0725022 
0.55125 -0.0719477 
0.5525 -0.0713952 
0.55375 -0.0708446 
0.555 -0.070296 
0.55625 -0.0697494 
0.5575 -0.0692047 
0.55875 -0.068662 
0.56 -0.0681213 
0.56125 -0.0675825 
0.5625 -0.0670457 
0.56375 -0.0665109 
0.565 -0.0659781 
0.56625 -0.0654472 
0.5675 -0.0649182 
0.56875 -0.0643913 
0.57 -0.0638663 
0.57125 -0.0633432 
0.5725 -0.0628222 
0.57375 -0.0623031 
0.575 -0.061786 
0.57625 -0.0612708 
0.5775 -0.0607576 
0.57875 -0.0602464 
0.58 -0.0597372 
0.58125 -0.0592299 
0.5825 -0.0587245 
0.58375 -0.0582212 
0.585 -0.0577198 
0.58625 -0.0572204 
0.5875 -0.0567229 
0.58875 -0.0562274 
0.59 -0.0557339 
0.59125 -0.0552424 
0.5925 -0.0547528 
0.59375 -0.0542652 
0.595 -0.0537795 
0.59625 -0.0532958 
0.5975 -0.0528141 
0.59875 -0.0523344 
0.6 -0.0518566 
0.60125 -0.0513808 
0.6025 -0.0509069 
0.60375 -0.0504351 
0.605 -0.0499652 
0.60625 -0.0494972 
0.6075 -0.0490312 
0.60875 -0.0485672 
0.61 -0.0481052 
0.61125 -0.0476451 
0.6125 -0.047187 
0.61375 -0.0467308 
0.615 -0.0462767 
0.61625 -0.0458245 
0.6175 -0.0453742 
0.61875 -0.0449259 
0.62 -0.0444796 
0.62125 -0.0440353 
0.6225 -0.0435929 
0.62375 -0.0431525 
0.625 -0.0427141 
0.62625 -0.0422776 
0.6275 -0.0418431 
0.62875 -0.0414106 
0.63 -0.04098 
0.63125 -0.0405514 
0.6325 -0.0401248 
0.63375 -0.0397001 
0.635 -0.0392774 
0.63625 -0.0388567 
0.6375 -0.0384379 
0.63875 -0.0380211 
0.64 -0.0376063 
0.64125 -0.0371934 
0.6425 -0.0367825 
0.64375 -0.0363736 
0.645 -0.0359666 
0.64625 -0.0355616 
0.6475 -0.0351586 
0.64875 -0.0347575 
0.65 -0.0343584 
0.65125 -0.0339613 
0.6525 -0.0335662 
0.65375 -0.033173 
0.655 -0.0327817 
0.65625 -0.0323925 
0.6575 -0.0320052 
0.65875 -0.0316199 
0.66 -0.0312365 
0.66125 -0.0308551 
0.6625 -0.0304757 
0.66375 -0.0300982 
0.665 -0.0297227 
0.66625 -0.0293492 
0.6675 -0.0289777 
0.66875 -0.0286081 
0.67 -0.0282405 
0.67125 -0.0278748 
0.6725 -0.0275111 
0.67375 -0.0271494 
0.675 -0.0267897 
0.67625 -0.0264319 
0.6775 -0.0260761 
0.67875 -0.0257222 
0.68 -0.0253703 
0.68125 -0.0250204 
0.6825 -0.0246725 
0.68375 -0.0243265 
0.685 -0.0239825 
0.68625 -0.0236404 
0.6875 -0.0233003 
0.68875 -0.0229622 
0.69 -0.0226261 
0.69125 -0.0222919 
0.6925 -0.0219597 
0.69375 -0.0216294 
0.695 -0.0213012 
0.69625 -0.0209749 
0.6975 -0.0206505 
0.69875 -0.0203281 
0.7 -0.0200077 
0.70125 -0.0196893 
0.7025 -0.0193728 
0.70375 -0.0190583 
0.705 -0.0187458 
0.70625 -0.0184352 
0.7075 -0.0181266 
0.70875 -0.01782 
0.71 -0.0175153 
0.71125 -0.0172126 
0.7125 -0.0169118 
0.71375 -0.0166131 
0.715 -0.0163163 
