# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:41:43
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_1> 
0 0 
0.00125 0.00705339 
0.0025 0.0140714 
0.00375 0.0210541 
0.005 0.0280014 
0.00625 0.0349134 
0.0075 0.04179 
0.00875 0.0486313 
0.01 0.0554372 
0.01125 0.0622077 
0.0125 0.0689429 
0.01375 0.0756427 
0.015 0.0823072 
0.01625 0.0889364 
0.0175 0.0955301 
0.01875 0.102089 
0.02 0.108612 
0.02125 0.115099 
0.0225 0.121552 
0.02375 0.127969 
0.025 0.13435 
0.02625 0.140697 
0.0275 0.147007 
0.02875 0.153283 
0.03 0.159523 
0.03125 0.165728 
0.0325 0.171898 
0.03375 0.178032 
0.035 0.184131 
0.03625 0.190194 
0.0375 0.196222 
0.03875 0.202215 
0.04 0.208172 
0.04125 0.214094 
0.0425 0.219981 
0.04375 0.225832 
0.045 0.231648 
0.04625 0.237429 
0.0475 0.243174 
0.04875 0.248884 
0.05 0.254558 
0.05125 0.260198 
0.0525 0.265801 
0.05375 0.27137 
0.055 0.276903 
0.05625 0.282401 
0.0575 0.287863 
0.05875 0.29329 
0.06 0.298682 
0.06125 0.304038 
0.0625 0.309359 
0.06375 0.314645 
0.065 0.319895 
0.06625 0.32511 
0.0675 0.33029 
0.06875 0.335434 
0.07 0.340543 
0.07125 0.345616 
0.0725 0.350654 
0.07375 0.355657 
0.075 0.360624 
0.07625 0.365557 
0.0775 0.370453 
0.07875 0.375315 
0.08 0.380141 
0.08125 0.384931 
0.0825 0.389687 
0.08375 0.394406 
0.085 0.399091 
0.08625 0.40374 
0.0875 0.408354 
0.08875 0.412933 
0.09 0.417476 
0.09125 0.421984 
0.0925 0.426456 
0.09375 0.430893 
0.095 0.435295 
0.09625 0.439661 
0.0975 0.443992 
0.09875 0.448288 
0.1 0.452548 
0.10125 0.456773 
0.1025 0.460963 
0.10375 0.465117 
0.105 0.469236 
0.10625 0.47332 
0.1075 0.477368 
0.10875 0.481381 
0.11 0.485358 
0.11125 0.4893 
0.1125 0.493207 
0.11375 0.497078 
0.115 0.500914 
0.11625 0.504715 
0.1175 0.50848 
0.11875 0.51221 
0.12 0.515905 
0.12125 0.519564 
0.1225 0.523188 
0.12375 0.526777 
0.125 0.53033 
0.12625 0.533848 
0.1275 0.53733 
0.12875 0.540778 
0.13 0.544189 
0.13125 0.547566 
0.1325 0.550907 
0.13375 0.554213 
0.135 0.557483 
0.13625 0.560718 
0.1375 0.563918 
0.13875 0.567082 
0.14 0.570211 
0.14125 0.573304 
0.1425 0.576363 
0.14375 0.579386 
0.145 0.582373 
0.14625 0.585325 
0.1475 0.588242 
0.14875 0.591124 
0.15 0.59397 
0.15125 0.59678 
0.1525 0.599556 
0.15375 0.602296 
0.155 0.605001 
0.15625 0.60767 
0.1575 0.610304 
0.15875 0.612902 
0.16 0.615466 
0.16125 0.617994 
0.1625 0.620486 
0.16375 0.622943 
0.165 0.625365 
0.16625 0.627752 
0.1675 0.630103 
0.16875 0.632419 
0.17 0.634699 
0.17125 0.636944 
0.1725 0.639154 
0.17375 0.641328 
0.175 0.643467 
0.17625 0.645571 
0.1775 0.647639 
0.17875 0.649672 
0.18 0.65167 
0.18125 0.653632 
0.1825 0.655559 
0.18375 0.65745 
0.185 0.659306 
0.18625 0.661127 
0.1875 0.662913 
0.18875 0.664663 
0.19 0.666377 
0.19125 0.668057 
0.1925 0.669701 
0.19375 0.671309 
0.195 0.672883 
0.19625 0.674421 
0.1975 0.675923 
0.19875 0.677391 
0.2 0.678823 
0.20125 0.680219 
0.2025 0.68158 
0.20375 0.682906 
0.205 0.684197 
0.20625 0.685452 
0.2075 0.686671 
0.20875 0.687856 
0.21 0.689005 
0.21125 0.690119 
0.2125 0.691197 
0.21375 0.69224 
0.215 0.693247 
0.21625 0.69422 
0.2175 0.695157 
0.21875 0.696058 
0.22 0.696924 
0.22125 0.697755 
0.2225 0.698551 
0.22375 0.699311 
0.225 0.700036 
0.22625 0.700725 
0.2275 0.701379 
0.22875 0.701998 
0.23 0.702581 
0.23125 0.703129 
0.2325 0.703642 
0.23375 0.704119 
0.235 0.704561 
0.23625 0.704968 
0.2375 0.705339 
0.23875 0.705675 
0.24 0.705975 
0.24125 0.706241 
0.2425 0.70647 
0.24375 0.706665 
0.245 0.706824 
0.24625 0.706948 
0.2475 0.707036 
0.24875 0.707089 
0.25 0.707107 
0.25125 0.707089 
0.2525 0.707036 
0.25375 0.706948 
0.255 0.706824 
0.25625 0.706665 
0.2575 0.70647 
0.25875 0.706241 
0.26 0.705975 
0.26125 0.705675 
0.2625 0.705339 
0.26375 0.704968 
0.265 0.704561 
0.26625 0.704119 
0.2675 0.703642 
0.26875 0.703129 
0.27 0.702581 
0.27125 0.701998 
0.2725 0.701379 
0.27375 0.700725 
0.275 0.700036 
0.27625 0.699311 
0.2775 0.698551 
0.27875 0.697755 
0.28 0.696924 
0.28125 0.696058 
0.2825 0.695157 
0.28375 0.69422 
0.285 0.693247 
0.28625 0.69224 
0.2875 0.691197 
0.28875 0.690119 
0.29 0.689005 
0.29125 0.687856 
0.2925 0.686671 
0.29375 0.685452 
0.295 0.684197 
0.29625 0.682906 
0.2975 0.68158 
0.29875 0.680219 
0.3 0.678823 
0.30125 0.677391 
0.3025 0.675923 
0.30375 0.674421 
0.305 0.672883 
0.30625 0.671309 
0.3075 0.669701 
0.30875 0.668057 
0.31 0.666377 
0.31125 0.664663 
0.3125 0.662913 
0.31375 0.661127 
0.315 0.659306 
0.31625 0.65745 
0.3175 0.655559 
0.31875 0.653632 
0.32 0.65167 
0.32125 0.649672 
0.3225 0.647639 
0.32375 0.645571 
0.325 0.643467 
0.32625 0.641328 
0.3275 0.639154 
0.32875 0.636944 
0.33 0.634699 
0.33125 0.632419 
0.3325 0.630103 
0.33375 0.627752 
0.335 0.625365 
0.33625 0.622943 
0.3375 0.620486 
0.33875 0.617994 
0.34 0.615466 
0.34125 0.612902 
0.3425 0.610304 
0.34375 0.60767 
0.345 0.605001 
0.34625 0.602296 
0.3475 0.599556 
0.34875 0.59678 
0.35 0.59397 
0.35125 0.591124 
0.3525 0.588242 
0.35375 0.585325 
0.355 0.582373 
0.35625 0.579386 
0.3575 0.576363 
0.35875 0.573304 
0.36 0.570211 
0.36125 0.567082 
0.3625 0.563918 
0.36375 0.560718 
0.365 0.557483 
0.36625 0.554213 
0.3675 0.550907 
0.36875 0.547566 
0.37 0.544189 
0.37125 0.540778 
0.3725 0.53733 
0.37375 0.533848 
0.375 0.53033 
0.37625 0.526777 
0.3775 0.523188 
0.37875 0.519564 
0.38 0.515905 
0.38125 0.51221 
0.3825 0.50848 
0.38375 0.504715 
0.385 0.500914 
0.38625 0.497078 
0.3875 0.493207 
0.38875 0.4893 
0.39 0.485358 
0.39125 0.481381 
0.3925 0.477368 
0.39375 0.47332 
0.395 0.469236 
0.39625 0.465117 
0.3975 0.460963 
0.39875 0.456773 
0.4 0.452548 
0.40125 0.448288 
0.4025 0.443992 
0.40375 0.439661 
0.405 0.435295 
0.40625 0.430893 
0.4075 0.426456 
0.40875 0.421984 
0.41 0.417476 
0.41125 0.412933 
0.4125 0.408354 
0.41375 0.40374 
0.415 0.399091 
0.41625 0.394406 
0.4175 0.389687 
0.41875 0.384931 
0.42 0.380141 
0.42125 0.375315 
0.4225 0.370453 
0.42375 0.365557 
0.425 0.360624 
0.42625 0.355657 
0.4275 0.350654 
0.42875 0.345616 
0.43 0.340543 
0.43125 0.335434 
0.4325 0.33029 
0.43375 0.32511 
0.435 0.319895 
0.43625 0.314645 
0.4375 0.309359 
0.43875 0.304038 
0.44 0.298682 
0.44125 0.29329 
0.4425 0.287863 
0.44375 0.282401 
0.445 0.276903 
0.44625 0.27137 
0.4475 0.265801 
0.44875 0.260198 
0.45 0.254558 
0.45125 0.248884 
0.4525 0.243174 
0.45375 0.237429 
0.455 0.231648 
0.45625 0.225832 
0.4575 0.219981 
0.45875 0.214094 
0.46 0.208172 
0.46125 0.202215 
0.4625 0.196222 
0.46375 0.190194 
0.465 0.184131 
0.46625 0.178032 
0.4675 0.171898 
0.46875 0.165728 
0.47 0.159523 
0.47125 0.153283 
0.4725 0.147007 
0.47375 0.140697 
0.475 0.13435 
0.47625 0.127969 
0.4775 0.121552 
0.47875 0.115099 
0.48 0.108612 
0.48125 0.102089 
0.4825 0.0955301 
0.48375 0.0889364 
0.485 0.0823072 
0.48625 0.0756427 
0.4875 0.0689429 
0.48875 0.0622077 
0.49 0.0554372 
0.49125 0.0486313 
0.4925 0.04179 
0.49375 0.0349134 
0.495 0.0280014 
0.49625 0.0210541 
0.4975 0.0140714 
0.49875 0.00705339 
0.5 -3.92523e-17 


0.5 -3.92523e-17 
0.50125 -0.00705339 
0.5025 -0.0140714 
0.50375 -0.0210541 
0.505 -0.0280014 
0.50625 -0.0349134 
0.5075 -0.04179 
0.50875 -0.0486313 
0.51 -0.0554372 
0.51125 -0.0622077 
0.5125 -0.0689429 
0.51375 -0.0756427 
0.515 -0.0823072 
0.51625 -0.0889364 
0.5175 -0.0955301 
0.51875 -0.102089 
0.52 -0.108612 
0.52125 -0.115099 
0.5225 -0.121552 
0.52375 -0.127969 
0.525 -0.13435 
0.52625 -0.140697 
0.5275 -0.147007 
0.52875 -0.153283 
0.53 -0.159523 
0.53125 -0.165728 
0.5325 -0.171898 
0.53375 -0.178032 
0.535 -0.184131 
0.53625 -0.190194 
0.5375 -0.196222 
0.53875 -0.202215 
0.54 -0.208172 
0.54125 -0.214094 
0.5425 -0.219981 
0.54375 -0.225832 
0.545 -0.231648 
0.54625 -0.237429 
0.5475 -0.243174 
0.54875 -0.248884 
0.55 -0.254558 
0.55125 -0.260198 
0.5525 -0.265801 
0.55375 -0.27137 
0.555 -0.276903 
0.55625 -0.282401 
0.5575 -0.287863 
0.55875 -0.29329 
0.56 -0.298682 
0.56125 -0.304038 
0.5625 -0.309359 
0.56375 -0.314645 
0.565 -0.319895 
0.56625 -0.32511 
0.5675 -0.33029 
0.56875 -0.335434 
0.57 -0.340543 
0.57125 -0.345616 
0.5725 -0.350654 
0.57375 -0.355657 
0.575 -0.360624 
0.57625 -0.365557 
0.5775 -0.370453 
0.57875 -0.375315 
0.58 -0.380141 
0.58125 -0.384931 
0.5825 -0.389687 
0.58375 -0.394406 
0.585 -0.399091 
0.58625 -0.40374 
0.5875 -0.408354 
0.58875 -0.412933 
0.59 -0.417476 
0.59125 -0.421984 
0.5925 -0.426456 
0.59375 -0.430893 
0.595 -0.435295 
0.59625 -0.439661 
0.5975 -0.443992 
0.59875 -0.448288 
0.6 -0.452548 
0.60125 -0.456773 
0.6025 -0.460963 
0.60375 -0.465117 
0.605 -0.469236 
0.60625 -0.47332 
0.6075 -0.477368 
0.60875 -0.481381 
0.61 -0.485358 
0.61125 -0.4893 
0.6125 -0.493207 
0.61375 -0.497078 
0.615 -0.500914 
0.61625 -0.504715 
0.6175 -0.50848 
0.61875 -0.51221 
0.62 -0.515905 
0.62125 -0.519564 
0.6225 -0.523188 
0.62375 -0.526777 
0.625 -0.53033 
0.62625 -0.533848 
0.6275 -0.53733 
0.62875 -0.540778 
0.63 -0.544189 
0.63125 -0.547566 
0.6325 -0.550907 
0.63375 -0.554213 
0.635 -0.557483 
0.63625 -0.560718 
0.6375 -0.563918 
0.63875 -0.567082 
0.64 -0.570211 
0.64125 -0.573304 
0.6425 -0.576363 
0.64375 -0.579386 
0.645 -0.582373 
0.64625 -0.585325 
0.6475 -0.588242 
0.64875 -0.591124 
0.65 -0.59397 
0.65125 -0.59678 
0.6525 -0.599556 
0.65375 -0.602296 
0.655 -0.605001 
0.65625 -0.60767 
0.6575 -0.610304 
0.65875 -0.612902 
0.66 -0.615466 
0.66125 -0.617994 
0.6625 -0.620486 
0.66375 -0.622943 
0.665 -0.625365 
0.66625 -0.627752 
0.6675 -0.630103 
0.66875 -0.632419 
0.67 -0.634699 
0.67125 -0.636944 
0.6725 -0.639154 
0.67375 -0.641328 
0.675 -0.643467 
0.67625 -0.645571 
0.6775 -0.647639 
0.67875 -0.649672 
0.68 -0.65167 
0.68125 -0.653632 
0.6825 -0.655559 
0.68375 -0.65745 
0.685 -0.659306 
0.68625 -0.661127 
0.6875 -0.662913 
0.68875 -0.664663 
0.69 -0.666377 
0.69125 -0.668057 
0.6925 -0.669701 
0.69375 -0.671309 
0.695 -0.672883 
0.69625 -0.674421 
0.6975 -0.675923 
0.69875 -0.677391 
0.7 -0.678823 
0.70125 -0.680219 
0.7025 -0.68158 
0.70375 -0.682906 
0.705 -0.684197 
0.70625 -0.685452 
0.7075 -0.686671 
0.70875 -0.687856 
0.71 -0.689005 
0.71125 -0.690119 
0.7125 -0.691197 
0.71375 -0.69224 
0.715 -0.693247 
0.71625 -0.69422 
0.7175 -0.695157 
0.71875 -0.696058 
0.72 -0.696924 
0.72125 -0.697755 
0.7225 -0.698551 
0.72375 -0.699311 
0.725 -0.700036 
0.72625 -0.700725 
0.7275 -0.701379 
0.72875 -0.701998 
0.73 -0.702581 
0.73125 -0.703129 
0.7325 -0.703642 
0.73375 -0.704119 
0.735 -0.704561 
0.73625 -0.704968 
0.7375 -0.705339 
0.73875 -0.705675 
0.74 -0.705975 
0.74125 -0.706241 
0.7425 -0.70647 
0.74375 -0.706665 
0.745 -0.706824 
0.74625 -0.706948 
0.7475 -0.707036 
0.74875 -0.707089 
0.75 -0.707107 
0.75125 -0.707089 
0.7525 -0.707036 
0.75375 -0.706948 
0.755 -0.706824 
0.75625 -0.706665 
0.7575 -0.70647 
0.75875 -0.706241 
0.76 -0.705975 
0.76125 -0.705675 
0.7625 -0.705339 
0.76375 -0.704968 
0.765 -0.704561 
0.76625 -0.704119 
0.7675 -0.703642 
0.76875 -0.703129 
0.77 -0.702581 
0.77125 -0.701998 
0.7725 -0.701379 
0.77375 -0.700725 
0.775 -0.700036 
0.77625 -0.699311 
0.7775 -0.698551 
0.77875 -0.697755 
0.78 -0.696924 
0.78125 -0.696058 
0.7825 -0.695157 
0.78375 -0.69422 
0.785 -0.693247 
0.78625 -0.69224 
0.7875 -0.691197 
0.78875 -0.690119 
0.79 -0.689005 
0.79125 -0.687856 
0.7925 -0.686671 
0.79375 -0.685452 
0.795 -0.684197 
0.79625 -0.682906 
0.7975 -0.68158 
0.79875 -0.680219 
0.8 -0.678823 
0.80125 -0.677391 
0.8025 -0.675923 
0.80375 -0.674421 
0.805 -0.672883 
0.80625 -0.671309 
0.8075 -0.669701 
0.80875 -0.668057 
0.81 -0.666377 
0.81125 -0.664663 
0.8125 -0.662913 
0.81375 -0.661127 
0.815 -0.659306 
0.81625 -0.65745 
0.8175 -0.655559 
0.81875 -0.653632 
0.82 -0.65167 
0.82125 -0.649672 
0.8225 -0.647639 
0.82375 -0.645571 
0.825 -0.643467 
0.82625 -0.641328 
0.8275 -0.639154 
0.82875 -0.636944 
0.83 -0.634699 
0.83125 -0.632419 
0.8325 -0.630103 
0.83375 -0.627752 
0.835 -0.625365 
0.83625 -0.622943 
0.8375 -0.620486 
0.83875 -0.617994 
0.84 -0.615466 
0.84125 -0.612902 
0.8425 -0.610304 
0.84375 -0.60767 
0.845 -0.605001 
0.84625 -0.602296 
0.8475 -0.599556 
0.84875 -0.59678 
0.85 -0.59397 
0.85125 -0.591124 
0.8525 -0.588242 
0.85375 -0.585325 
0.855 -0.582373 
0.85625 -0.579386 
0.8575 -0.576363 
0.85875 -0.573304 
0.86 -0.570211 
0.86125 -0.567082 
0.8625 -0.563918 
0.86375 -0.560718 
0.865 -0.557483 
0.86625 -0.554213 
0.8675 -0.550907 
0.86875 -0.547566 
0.87 -0.544189 
0.87125 -0.540778 
0.8725 -0.53733 
0.87375 -0.533848 
0.875 -0.53033 
0.87625 -0.526777 
0.8775 -0.523188 
0.87875 -0.519564 
0.88 -0.515905 
0.88125 -0.51221 
0.8825 -0.50848 
0.88375 -0.504715 
0.885 -0.500914 
0.88625 -0.497078 
0.8875 -0.493207 
0.88875 -0.4893 
0.89 -0.485358 
0.89125 -0.481381 
0.8925 -0.477368 
0.89375 -0.47332 
0.895 -0.469236 
0.89625 -0.465117 
0.8975 -0.460963 
0.89875 -0.456773 
0.9 -0.452548 
