# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:41:43
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_2> 
0 0 
0.00125 0.0159996 
0.0025 0.0318883 
0.00375 0.0476663 
0.005 0.0633334 
0.00625 0.0788896 
0.0075 0.0943351 
0.00875 0.10967 
0.01 0.124893 
0.01125 0.140006 
0.0125 0.155008 
0.01375 0.1699 
0.015 0.18468 
0.01625 0.19935 
0.0175 0.213909 
0.01875 0.228357 
0.02 0.242694 
0.02125 0.25692 
0.0225 0.271035 
0.02375 0.28504 
0.025 0.298934 
0.02625 0.312717 
0.0275 0.326389 
0.02875 0.33995 
0.03 0.353401 
0.03125 0.36674 
0.0325 0.379969 
0.03375 0.393087 
0.035 0.406094 
0.03625 0.41899 
0.0375 0.431776 
0.03875 0.444451 
0.04 0.457014 
0.04125 0.469467 
0.0425 0.48181 
0.04375 0.494041 
0.045 0.506161 
0.04625 0.518171 
0.0475 0.53007 
0.04875 0.541858 
0.05 0.553535 
0.05125 0.565101 
0.0525 0.576557 
0.05375 0.587902 
0.055 0.599135 
0.05625 0.610258 
0.0575 0.621271 
0.05875 0.632172 
0.06 0.642962 
0.06125 0.653642 
0.0625 0.664211 
0.06375 0.674669 
0.065 0.685016 
0.06625 0.695252 
0.0675 0.705378 
0.06875 0.715393 
0.07 0.725296 
0.07125 0.73509 
0.0725 0.744772 
0.07375 0.754343 
0.075 0.763804 
0.07625 0.773153 
0.0775 0.782392 
0.07875 0.79152 
0.08 0.800537 
0.08125 0.809444 
0.0825 0.818239 
0.08375 0.826924 
0.085 0.835498 
0.08625 0.843961 
0.0875 0.852313 
0.08875 0.860555 
0.09 0.868685 
0.09125 0.876705 
0.0925 0.884614 
0.09375 0.892412 
0.095 0.900099 
0.09625 0.907675 
0.0975 0.915141 
0.09875 0.922496 
0.1 0.92974 
0.10125 0.936873 
0.1025 0.943895 
0.10375 0.950806 
0.105 0.957607 
0.10625 0.964297 
0.1075 0.970876 
0.10875 0.977344 
0.11 0.983701 
0.11125 0.989947 
0.1125 0.996083 
0.11375 1.00211 
0.115 1.00802 
0.11625 1.01382 
0.1175 1.01952 
0.11875 1.0251 
0.12 1.03057 
0.12125 1.03593 
0.1225 1.04118 
0.12375 1.04632 
0.125 1.05134 
0.12625 1.05626 
0.1275 1.06107 
0.12875 1.06576 
0.13 1.07034 
0.13125 1.07482 
0.1325 1.07918 
0.13375 1.08343 
0.135 1.08757 
0.13625 1.0916 
0.1375 1.09552 
0.13875 1.09933 
0.14 1.10303 
0.14125 1.10661 
0.1425 1.11009 
0.14375 1.11345 
0.145 1.11671 
0.14625 1.11985 
0.1475 1.12288 
0.14875 1.1258 
0.15 1.12861 
0.15125 1.13131 
0.1525 1.1339 
0.15375 1.13638 
0.155 1.13875 
0.15625 1.141 
0.1575 1.14315 
0.15875 1.14519 
0.16 1.14711 
0.16125 1.14892 
0.1625 1.15062 
0.16375 1.15222 
0.165 1.1537 
0.16625 1.15507 
0.1675 1.15633 
0.16875 1.15747 
0.17 1.15851 
0.17125 1.15944 
0.1725 1.16025 
0.17375 1.16096 
0.175 1.16155 
0.17625 1.16204 
0.1775 1.16241 
0.17875 1.16267 
0.18 1.16282 
0.18125 1.16286 
0.1825 1.16279 
0.18375 1.16261 
0.185 1.16231 
0.18625 1.16191 
0.1875 1.1614 
0.18875 1.16077 
0.19 1.16004 
0.19125 1.15919 
0.1925 1.15823 
0.19375 1.15716 
0.195 1.15598 
0.19625 1.15469 
0.1975 1.15329 
0.19875 1.15178 
0.2 1.15016 
0.20125 1.14842 
0.2025 1.14658 
0.20375 1.14463 
0.205 1.14256 
0.20625 1.14038 
0.2075 1.13809 
0.20875 1.1357 
0.21 1.13319 
0.21125 1.13057 
0.2125 1.12784 
0.21375 1.12499 
0.215 1.12204 
0.21625 1.11898 
0.2175 1.1158 
0.21875 1.11252 
0.22 1.10912 
0.22125 1.10562 
0.2225 1.102 
0.22375 1.09827 
0.225 1.09443 
0.22625 1.09048 
0.2275 1.08642 
0.22875 1.08225 
0.23 1.07797 
0.23125 1.07357 
0.2325 1.06907 
0.23375 1.06445 
0.235 1.05973 
0.23625 1.05489 
0.2375 1.04994 
0.23875 1.04488 
0.24 1.03972 
0.24125 1.03444 
0.2425 1.02904 
0.24375 1.02354 
0.245 1.01793 
0.24625 1.01221 
0.2475 1.00637 
0.24875 1.00043 
0.25 0.994371 
0.25125 0.988205 
0.2525 0.981927 
0.25375 0.975539 
0.255 0.96904 
0.25625 0.96243 
0.2575 0.955709 
0.25875 0.948877 
0.26 0.941935 
0.26125 0.934881 
0.2625 0.927717 
0.26375 0.920442 
0.265 0.913056 
0.26625 0.905559 
0.2675 0.897952 
0.26875 0.890234 
0.27 0.882404 
0.27125 0.874464 
0.2725 0.866414 
0.27375 0.858252 
0.275 0.849979 
0.27625 0.841596 
0.2775 0.833102 
0.27875 0.824497 
0.28 0.815781 
0.28125 0.806954 
0.2825 0.798017 
0.28375 0.788969 
0.285 0.779809 
0.28625 0.770539 
0.2875 0.761159 
0.28875 0.751667 
0.29 0.742064 
0.29125 0.732351 
0.2925 0.722527 
0.29375 0.712592 
0.295 0.702546 
0.29625 0.69239 
0.2975 0.682122 
0.29875 0.671744 
0.3 0.661255 
0.30125 0.650655 
0.3025 0.639944 
0.30375 0.629122 
0.305 0.61819 
0.30625 0.607147 
0.3075 0.595992 
0.30875 0.584728 
0.31 0.573352 
0.31125 0.561865 
0.3125 0.550268 
0.31375 0.538559 
0.315 0.52674 
0.31625 0.51481 
0.3175 0.50277 
0.31875 0.490618 
0.32 0.478355 
0.32125 0.465982 
0.3225 0.453498 
0.32375 0.440903 
0.325 0.428197 
0.32625 0.415381 
0.3275 0.402453 
0.32875 0.389415 
0.33 0.376266 
0.33125 0.363006 
0.3325 0.349635 
0.33375 0.336154 
0.335 0.322561 
0.33625 0.308858 
0.3375 0.295044 
0.33875 0.281119 
0.34 0.267083 
0.34125 0.252937 
0.3425 0.238679 
0.34375 0.224311 
0.345 0.209832 
0.34625 0.195242 
0.3475 0.180542 
0.34875 0.16573 
0.35 0.150808 
0.35125 0.135774 
0.3525 0.12063 
0.35375 0.105375 
0.355 0.0900097 
0.35625 0.0745331 
0.3575 0.0589458 
0.35875 0.0432476 
0.36 0.0274385 
0.36125 0.0115186 
0.3625 -0.00451207 
0.36375 -0.0206536 
0.365 -0.036906 
0.36625 -0.0532692 
0.3675 -0.0697432 
0.36875 -0.0863281 
0.37 -0.103024 
0.37125 -0.11983 
0.3725 -0.136748 
0.37375 -0.153776 
0.375 -0.170915 
0.37625 -0.188165 
0.3775 -0.205525 
0.37875 -0.222997 
0.38 -0.240579 
0.38125 -0.258272 
0.3825 -0.276076 
0.38375 -0.293991 
0.385 -0.312017 
0.38625 -0.330153 
0.3875 -0.348401 
0.38875 -0.366759 
0.39 -0.385228 
0.39125 -0.403808 
0.3925 -0.422498 
0.39375 -0.4413 
0.395 -0.460212 
0.39625 -0.479235 
0.3975 -0.498369 
0.39875 -0.517614 
0.4 -0.53697 
0.40125 -0.556436 
0.4025 -0.576014 
0.40375 -0.595702 
0.405 -0.615501 
0.40625 -0.635411 
0.4075 -0.655431 
0.40875 -0.675563 
0.41 -0.695805 
0.41125 -0.716158 
0.4125 -0.736622 
0.41375 -0.757197 
0.415 -0.777883 
0.41625 -0.798679 
0.4175 -0.819586 
0.41875 -0.840604 
0.42 -0.861733 
0.42125 -0.882973 
0.4225 -0.904324 
0.42375 -0.925785 
0.425 -0.947358 
0.42625 -0.969041 
0.4275 -0.990835 
0.42875 -1.01274 
0.43 -1.03475 
0.43125 -1.05688 
0.4325 -1.07912 
0.43375 -1.10147 
0.435 -1.12393 
0.43625 -1.1465 
0.4375 -1.16918 
0.43875 -1.19197 
0.44 -1.21487 
0.44125 -1.23788 
0.4425 -1.26101 
0.44375 -1.28424 
0.445 -1.30759 
0.44625 -1.33104 
