# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:41:43
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_0> 
0 0 
0.00125 -0.00450715 
0.0025 -0.00897976 
0.00375 -0.0134178 
0.005 -0.0178214 
0.00625 -0.0221904 
0.0075 -0.0265249 
0.00875 -0.0308248 
0.01 -0.0350902 
0.01125 -0.0393211 
0.0125 -0.0435174 
0.01375 -0.0476792 
0.015 -0.0518065 
0.01625 -0.0558992 
0.0175 -0.0599574 
0.01875 -0.0639811 
0.02 -0.0679702 
0.02125 -0.0719248 
0.0225 -0.0758449 
0.02375 -0.0797304 
0.025 -0.0835814 
0.02625 -0.0873978 
0.0275 -0.0911797 
0.02875 -0.0949271 
0.03 -0.09864 
0.03125 -0.102318 
0.0325 -0.105962 
0.03375 -0.109571 
0.035 -0.113146 
0.03625 -0.116686 
0.0375 -0.120192 
0.03875 -0.123663 
0.04 -0.127099 
0.04125 -0.130502 
0.0425 -0.133869 
0.04375 -0.137202 
0.045 -0.1405 
0.04625 -0.143764 
0.0475 -0.146994 
0.04875 -0.150188 
0.05 -0.153349 
0.05125 -0.156475 
0.0525 -0.159566 
0.05375 -0.162622 
0.055 -0.165645 
0.05625 -0.168632 
0.0575 -0.171585 
0.05875 -0.174504 
0.06 -0.177388 
0.06125 -0.180237 
0.0625 -0.183052 
0.06375 -0.185833 
0.065 -0.188579 
0.06625 -0.19129 
0.0675 -0.193967 
0.06875 -0.196609 
0.07 -0.199217 
0.07125 -0.20179 
0.0725 -0.204329 
0.07375 -0.206833 
0.075 -0.209302 
0.07625 -0.211737 
0.0775 -0.214138 
0.07875 -0.216504 
0.08 -0.218835 
0.08125 -0.221132 
0.0825 -0.223395 
0.08375 -0.225622 
0.085 -0.227816 
0.08625 -0.229975 
0.0875 -0.232099 
0.08875 -0.234189 
0.09 -0.236244 
0.09125 -0.238264 
0.0925 -0.24025 
0.09375 -0.242202 
0.095 -0.244119 
0.09625 -0.246002 
0.0975 -0.24785 
0.09875 -0.249663 
0.1 -0.251442 
0.10125 -0.253186 
0.1025 -0.254896 
0.10375 -0.256571 
0.105 -0.258212 
0.10625 -0.259818 
0.1075 -0.26139 
0.10875 -0.262927 
0.11 -0.26443 
0.11125 -0.265898 
0.1125 -0.267331 
0.11375 -0.26873 
0.115 -0.270095 
0.11625 -0.271425 
0.1175 -0.27272 
0.11875 -0.273981 
0.12 -0.275207 
0.12125 -0.276399 
0.1225 -0.277557 
0.12375 -0.278679 
0.125 -0.279767 
0.12625 -0.280821 
0.1275 -0.28184 
0.12875 -0.282825 
0.13 -0.283775 
0.13125 -0.28469 
0.1325 -0.285571 
0.13375 -0.286418 
0.135 -0.28723 
0.13625 -0.288007 
0.1375 -0.28875 
0.13875 -0.289458 
0.14 -0.290132 
0.14125 -0.290771 
0.1425 -0.291376 
0.14375 -0.291946 
0.145 -0.292482 
0.14625 -0.292983 
0.1475 -0.29345 
0.14875 -0.293882 
0.15 -0.294279 
0.15125 -0.294642 
0.1525 -0.294971 
0.15375 -0.295264 
0.155 -0.295524 
0.15625 -0.295749 
0.1575 -0.295939 
0.15875 -0.296095 
0.16 -0.296216 
0.16125 -0.296303 
0.1625 -0.296355 
0.16375 -0.296372 
0.165 -0.296355 
0.16625 -0.296304 
0.1675 -0.296218 
0.16875 -0.296097 
0.17 -0.295942 
0.17125 -0.295753 
0.1725 -0.295529 
0.17375 -0.29527 
0.175 -0.294977 
0.17625 -0.294649 
0.1775 -0.294287 
0.17875 -0.29389 
0.18 -0.293459 
0.18125 -0.292993 
0.1825 -0.292492 
0.18375 -0.291958 
0.185 -0.291388 
0.18625 -0.290784 
0.1875 -0.290146 
0.18875 -0.289472 
0.19 -0.288765 
0.19125 -0.288023 
0.1925 -0.287246 
0.19375 -0.286435 
0.195 -0.285589 
0.19625 -0.284709 
0.1975 -0.283794 
0.19875 -0.282845 
0.2 -0.281861 
0.20125 -0.280842 
0.2025 -0.279789 
0.20375 -0.278702 
0.205 -0.27758 
0.20625 -0.276423 
0.2075 -0.275232 
0.20875 -0.274006 
0.21 -0.272746 
0.21125 -0.271452 
0.2125 -0.270122 
0.21375 -0.268759 
0.215 -0.26736 
0.21625 -0.265927 
0.2175 -0.26446 
0.21875 -0.262958 
0.22 -0.261422 
0.22125 -0.259851 
0.2225 -0.258245 
0.22375 -0.256605 
0.225 -0.254931 
0.22625 -0.253221 
0.2275 -0.251478 
0.22875 -0.2497 
0.23 -0.247887 
0.23125 -0.24604 
0.2325 -0.244158 
0.23375 -0.242241 
0.235 -0.240291 
0.23625 -0.238305 
0.2375 -0.236285 
0.23875 -0.234231 
0.24 -0.232142 
0.24125 -0.230018 
0.2425 -0.22786 
0.24375 -0.225668 
0.245 -0.22344 
0.24625 -0.221179 
0.2475 -0.218883 
0.24875 -0.216552 
0.25 -0.214186 
0.25125 -0.211787 
0.2525 -0.209352 
0.25375 -0.206883 
0.255 -0.20438 
0.25625 -0.201842 
0.2575 -0.19927 
0.25875 -0.196663 
0.26 -0.194021 
0.26125 -0.191345 
0.2625 -0.188634 
0.26375 -0.185889 
0.265 -0.183109 
0.26625 -0.180295 
0.2675 -0.177446 
0.26875 -0.174563 
0.27 -0.171645 
0.27125 -0.168693 
0.2725 -0.165706 
0.27375 -0.162684 
0.275 -0.159628 
0.27625 -0.156538 
0.2775 -0.153413 
0.27875 -0.150253 
0.28 -0.147059 
0.28125 -0.143831 
0.2825 -0.140567 
0.28375 -0.13727 
0.285 -0.133937 
0.28625 -0.130571 
0.2875 -0.127169 
0.28875 -0.123733 
0.29 -0.120263 
0.29125 -0.116758 
0.2925 -0.113219 
0.29375 -0.109645 
0.295 -0.106036 
0.29625 -0.102393 
0.2975 -0.0987154 
0.29875 -0.0950032 
0.3 -0.0912566 
0.30125 -0.0874754 
0.3025 -0.0836596 
0.30375 -0.0798093 
0.305 -0.0759245 
0.30625 -0.0720052 
0.3075 -0.0680513 
0.30875 -0.0640628 
0.31 -0.0600399 
0.31125 -0.0559824 
0.3125 -0.0518904 
0.31375 -0.0477638 
0.315 -0.0436027 
0.31625 -0.0394071 
0.3175 -0.0351769 
0.31875 -0.0309122 
0.32 -0.026613 
0.32125 -0.0222792 
0.3225 -0.0179109 
0.32375 -0.0135081 
0.325 -0.00907069 
0.32625 -0.00459878 
0.3275 -9.23375e-05 
0.32875 0.00444864 
0.33 0.00902416 
0.33125 0.0136342 
0.3325 0.0182788 
0.33375 0.0229579 
0.335 0.0276716 
0.33625 0.0324197 
0.3375 0.0372025 
0.33875 0.0420197 
0.34 0.0468715 
0.34125 0.0517578 
0.3425 0.0566787 
0.34375 0.0616341 
0.345 0.066624 
0.34625 0.0716485 
0.3475 0.0767075 
0.34875 0.081801 
0.35 0.0869291 
0.35125 0.0920917 
0.3525 0.0972889 
0.35375 0.102521 
0.355 0.107787 
0.35625 0.113087 
0.3575 0.118423 
0.35875 0.123793 
0.36 0.129197 
0.36125 0.134636 
0.3625 0.140109 
0.36375 0.145617 
0.365 0.15116 
0.36625 0.156737 
0.3675 0.162348 
0.36875 0.167994 
0.37 0.173675 
0.37125 0.17939 
0.3725 0.18514 
0.37375 0.190924 
0.375 0.196743 
0.37625 0.202596 
0.3775 0.208484 
0.37875 0.214406 
0.38 0.220363 
0.38125 0.226355 
0.3825 0.232381 
0.38375 0.238441 
0.385 0.244536 
0.38625 0.250666 
0.3875 0.25683 
0.38875 0.263029 
0.39 0.269262 
0.39125 0.27553 
0.3925 0.281832 
0.39375 0.288169 
0.395 0.29454 
0.39625 0.300946 
0.3975 0.307386 
0.39875 0.313861 
0.4 0.320371 
0.40125 0.326915 
0.4025 0.333493 
0.40375 0.340106 
0.405 0.346754 
0.40625 0.353436 
0.4075 0.360153 
0.40875 0.366904 
0.41 0.37369 
0.41125 0.38051 
0.4125 0.387365 
0.41375 0.394254 
0.415 0.401178 
0.41625 0.408136 
0.4175 0.415129 
0.41875 0.422157 
0.42 0.429219 
0.42125 0.436315 
0.4225 0.443446 
0.42375 0.450612 
0.425 0.457812 
0.42625 0.465047 
0.4275 0.472316 
0.42875 0.47962 
0.43 0.486958 
0.43125 0.494331 
0.4325 0.501738 
0.43375 0.50918 
0.435 0.516657 
0.43625 0.524168 
0.4375 0.531713 
0.43875 0.539293 
0.44 0.546908 
0.44125 0.554557 
0.4425 0.562241 
0.44375 0.569959 
0.445 0.577711 
0.44625 0.585499 
0.4475 0.593321 
0.44875 0.601177 
0.45 0.609068 
0.45125 0.616993 
0.4525 0.624953 
0.45375 0.632948 
0.455 0.640976 
0.45625 0.64904 
0.4575 0.657138 
0.45875 0.665271 
0.46 0.673438 
0.46125 0.681639 
0.4625 0.689876 
0.46375 0.698146 
0.465 0.706452 
0.46625 0.714792 
0.4675 0.723166 
0.46875 0.731575 
0.47 0.740018 
0.47125 0.748496 
0.4725 0.757009 
0.47375 0.765556 
0.475 0.774137 
0.47625 0.782753 
0.4775 0.791404 
0.47875 0.800089 
0.48 0.808809 
0.48125 0.817563 
0.4825 0.826352 
0.48375 0.835175 
0.485 0.844033 
0.48625 0.852925 
0.4875 0.861852 
0.48875 0.870814 
0.49 0.87981 
0.49125 0.88884 
0.4925 0.897905 
0.49375 0.907005 
0.495 0.916139 
0.49625 0.925307 
0.4975 0.934511 
0.49875 0.943748 
0.5 0.953021 


0.5 0.953021 
0.50125 0.943748 
0.5025 0.934511 
0.50375 0.925307 
0.505 0.916139 
0.50625 0.907005 
0.5075 0.897905 
0.50875 0.88884 
0.51 0.87981 
0.51125 0.870814 
0.5125 0.861852 
0.51375 0.852925 
0.515 0.844033 
0.51625 0.835175 
0.5175 0.826352 
0.51875 0.817563 
0.52 0.808809 
0.52125 0.800089 
0.5225 0.791404 
0.52375 0.782753 
0.525 0.774137 
0.52625 0.765556 
0.5275 0.757009 
0.52875 0.748496 
0.53 0.740018 
0.53125 0.731575 
0.5325 0.723166 
0.53375 0.714792 
0.535 0.706452 
0.53625 0.698146 
0.5375 0.689876 
0.53875 0.681639 
0.54 0.673438 
0.54125 0.665271 
0.5425 0.657138 
0.54375 0.64904 
0.545 0.640976 
0.54625 0.632948 
0.5475 0.624953 
0.54875 0.616993 
0.55 0.609068 
0.55125 0.601177 
0.5525 0.593321 
0.55375 0.585499 
0.555 0.577711 
0.55625 0.569959 
0.5575 0.562241 
0.55875 0.554557 
0.56 0.546908 
0.56125 0.539293 
0.5625 0.531713 
0.56375 0.524168 
0.565 0.516657 
0.56625 0.50918 
0.5675 0.501738 
0.56875 0.494331 
0.57 0.486958 
0.57125 0.47962 
0.5725 0.472316 
0.57375 0.465047 
0.575 0.457812 
0.57625 0.450612 
0.5775 0.443446 
0.57875 0.436315 
0.58 0.429219 
0.58125 0.422157 
0.5825 0.415129 
0.58375 0.408136 
0.585 0.401178 
0.58625 0.394254 
0.5875 0.387365 
0.58875 0.38051 
0.59 0.37369 
0.59125 0.366904 
0.5925 0.360153 
0.59375 0.353436 
0.595 0.346754 
0.59625 0.340106 
0.5975 0.333493 
0.59875 0.326915 
0.6 0.320371 
0.60125 0.313861 
0.6025 0.307386 
0.60375 0.300946 
0.605 0.29454 
0.60625 0.288169 
0.6075 0.281832 
0.60875 0.27553 
0.61 0.269262 
0.61125 0.263029 
0.6125 0.25683 
0.61375 0.250666 
0.615 0.244536 
0.61625 0.238441 
0.6175 0.232381 
0.61875 0.226355 
0.62 0.220363 
0.62125 0.214406 
0.6225 0.208484 
0.62375 0.202596 
0.625 0.196743 
0.62625 0.190924 
0.6275 0.18514 
0.62875 0.17939 
0.63 0.173675 
0.63125 0.167994 
0.6325 0.162348 
0.63375 0.156737 
0.635 0.15116 
0.63625 0.145617 
0.6375 0.140109 
0.63875 0.134636 
0.64 0.129197 
0.64125 0.123793 
0.6425 0.118423 
0.64375 0.113087 
0.645 0.107787 
0.64625 0.102521 
0.6475 0.0972889 
0.64875 0.0920917 
0.65 0.0869291 
0.65125 0.081801 
0.6525 0.0767075 
0.65375 0.0716485 
0.655 0.066624 
0.65625 0.0616341 
0.6575 0.0566787 
0.65875 0.0517578 
0.66 0.0468715 
0.66125 0.0420197 
0.6625 0.0372025 
0.66375 0.0324197 
0.665 0.0276716 
0.66625 0.0229579 
0.6675 0.0182788 
0.66875 0.0136342 
0.67 0.00902416 
0.67125 0.00444864 
0.6725 -9.23375e-05 
0.67375 -0.00459878 
0.675 -0.00907069 
0.67625 -0.0135081 
0.6775 -0.0179109 
0.67875 -0.0222792 
0.68 -0.026613 
0.68125 -0.0309122 
0.6825 -0.0351769 
0.68375 -0.0394071 
0.685 -0.0436027 
0.68625 -0.0477638 
0.6875 -0.0518904 
0.68875 -0.0559824 
0.69 -0.0600399 
0.69125 -0.0640628 
0.6925 -0.0680513 
0.69375 -0.0720052 
0.695 -0.0759245 
0.69625 -0.0798093 
0.6975 -0.0836596 
0.69875 -0.0874754 
0.7 -0.0912566 
0.70125 -0.0950032 
0.7025 -0.0987154 
0.70375 -0.102393 
0.705 -0.106036 
0.70625 -0.109645 
0.7075 -0.113219 
0.70875 -0.116758 
0.71 -0.120263 
0.71125 -0.123733 
0.7125 -0.127169 
0.71375 -0.130571 
0.715 -0.133937 
0.71625 -0.13727 
0.7175 -0.140567 
0.71875 -0.143831 
0.72 -0.147059 
0.72125 -0.150253 
0.7225 -0.153413 
0.72375 -0.156538 
0.725 -0.159628 
0.72625 -0.162684 
0.7275 -0.165706 
0.72875 -0.168693 
0.73 -0.171645 
0.73125 -0.174563 
0.7325 -0.177446 
0.73375 -0.180295 
0.735 -0.183109 
0.73625 -0.185889 
0.7375 -0.188634 
