# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:41:43
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_0> 
0 0 
0.00125 0.00292815 
0.0025 0.00585087 
0.00375 0.00876815 
0.005 0.01168 
0.00625 0.0145864 
0.0075 0.0174874 
0.00875 0.0203829 
0.01 0.023273 
0.01125 0.0261577 
0.0125 0.029037 
0.01375 0.0319108 
0.015 0.0347791 
0.01625 0.0376421 
0.0175 0.0404996 
0.01875 0.0433516 
0.02 0.0461983 
0.02125 0.0490395 
0.0225 0.0518752 
0.02375 0.0547056 
0.025 0.0575305 
0.02625 0.0603499 
0.0275 0.063164 
0.02875 0.0659725 
0.03 0.0687757 
0.03125 0.0715734 
0.0325 0.0743657 
0.03375 0.0771526 
0.035 0.079934 
0.03625 0.08271 
0.0375 0.0854805 
0.03875 0.0882456 
0.04 0.0910053 
0.04125 0.0937595 
0.0425 0.0965084 
0.04375 0.0992517 
0.045 0.10199 
0.04625 0.104722 
0.0475 0.107449 
0.04875 0.110171 
0.05 0.112887 
0.05125 0.115598 
0.0525 0.118303 
0.05375 0.121003 
0.055 0.123698 
0.05625 0.126387 
0.0575 0.12907 
0.05875 0.131748 
0.06 0.134421 
0.06125 0.137088 
0.0625 0.13975 
0.06375 0.142407 
0.065 0.145058 
0.06625 0.147703 
0.0675 0.150343 
0.06875 0.152978 
0.07 0.155607 
0.07125 0.158231 
0.0725 0.160849 
0.07375 0.163462 
0.075 0.16607 
0.07625 0.168672 
0.0775 0.171269 
0.07875 0.17386 
0.08 0.176446 
0.08125 0.179026 
0.0825 0.181601 
0.08375 0.18417 
0.085 0.186734 
0.08625 0.189293 
0.0875 0.191846 
0.08875 0.194394 
0.09 0.196936 
0.09125 0.199473 
0.0925 0.202004 
0.09375 0.20453 
0.095 0.207051 
0.09625 0.209566 
0.0975 0.212076 
0.09875 0.21458 
0.1 0.217079 
0.10125 0.219572 
0.1025 0.22206 
0.10375 0.224543 
0.105 0.22702 
0.10625 0.229491 
0.1075 0.231958 
0.10875 0.234418 
0.11 0.236874 
0.11125 0.239324 
0.1125 0.241768 
0.11375 0.244207 
0.115 0.246641 
0.11625 0.249069 
0.1175 0.251492 
0.11875 0.253909 
0.12 0.256321 
0.12125 0.258727 
0.1225 0.261128 
0.12375 0.263524 
0.125 0.265914 
0.12625 0.268299 
0.1275 0.270678 
0.12875 0.273052 
0.13 0.27542 
0.13125 0.277783 
0.1325 0.280141 
0.13375 0.282493 
0.135 0.284839 
0.13625 0.28718 
0.1375 0.289516 
0.13875 0.291847 
0.14 0.294171 
0.14125 0.296491 
0.1425 0.298805 
0.14375 0.301114 
0.145 0.303417 
0.14625 0.305715 
0.1475 0.308007 
0.14875 0.310294 
0.15 0.312575 
0.15125 0.314851 
0.1525 0.317122 
0.15375 0.319387 
0.155 0.321647 
0.15625 0.323901 
0.1575 0.32615 
0.15875 0.328393 
0.16 0.330631 
0.16125 0.332863 
0.1625 0.335091 
0.16375 0.337312 
0.165 0.339528 
0.16625 0.341739 
0.1675 0.343945 
0.16875 0.346144 
0.17 0.348339 
0.17125 0.350528 
0.1725 0.352712 
0.17375 0.35489 
0.175 0.357063 
0.17625 0.35923 
0.1775 0.361392 
0.17875 0.363548 
0.18 0.365699 
0.18125 0.367845 
0.1825 0.369985 
0.18375 0.37212 
0.185 0.374249 
0.18625 0.376373 
0.1875 0.378491 
0.18875 0.380604 
0.19 0.382712 
0.19125 0.384814 
0.1925 0.38691 
0.19375 0.389001 
0.195 0.391087 
0.19625 0.393168 
0.1975 0.395243 
0.19875 0.397312 
0.2 0.399376 
0.20125 0.401435 
0.2025 0.403488 
0.20375 0.405536 
0.205 0.407578 
0.20625 0.409615 
0.2075 0.411646 
0.20875 0.413672 
0.21 0.415693 
0.21125 0.417708 
0.2125 0.419718 
0.21375 0.421722 
0.215 0.423721 
0.21625 0.425714 
0.2175 0.427702 
0.21875 0.429685 
0.22 0.431662 
0.22125 0.433633 
0.2225 0.4356 
0.22375 0.43756 
0.225 0.439516 
0.22625 0.441466 
0.2275 0.44341 
0.22875 0.445349 
0.23 0.447283 
0.23125 0.449211 
0.2325 0.451134 
0.23375 0.453051 
0.235 0.454963 
0.23625 0.456869 
0.2375 0.45877 
0.23875 0.460666 
0.24 0.462556 
0.24125 0.464441 
0.2425 0.46632 
0.24375 0.468194 
0.245 0.470062 
0.24625 0.471925 
0.2475 0.473783 
0.24875 0.475635 
0.25 0.477482 
0.25125 0.479323 
0.2525 0.481159 
0.25375 0.482989 
0.255 0.484814 
0.25625 0.486633 
0.2575 0.488448 
0.25875 0.490256 
0.26 0.492059 
0.26125 0.493857 
0.2625 0.495649 
0.26375 0.497436 
0.265 0.499218 
0.26625 0.500994 
0.2675 0.502764 
0.26875 0.504529 
0.27 0.506289 
0.27125 0.508043 
0.2725 0.509792 
0.27375 0.511536 
0.275 0.513274 
0.27625 0.515006 
0.2775 0.516733 
0.27875 0.518455 
0.28 0.520171 
0.28125 0.521882 
0.2825 0.523587 
0.28375 0.525287 
0.285 0.526982 
0.28625 0.528671 
0.2875 0.530354 
0.28875 0.532033 
0.29 0.533705 
0.29125 0.535373 
0.2925 0.537035 
0.29375 0.538691 
0.295 0.540342 
0.29625 0.541988 
0.2975 0.543628 
0.29875 0.545263 
0.3 0.546892 
0.30125 0.548516 
0.3025 0.550134 
0.30375 0.551747 
0.305 0.553355 
0.30625 0.554957 
0.3075 0.556553 
0.30875 0.558145 
0.31 0.55973 
0.31125 0.561311 
0.3125 0.562886 
0.31375 0.564455 
0.315 0.566019 
0.31625 0.567578 
0.3175 0.569131 
0.31875 0.570679 
0.32 0.572221 
0.32125 0.573758 
0.3225 0.57529 
0.32375 0.576816 
0.325 0.578336 
0.32625 0.579851 
0.3275 0.581361 
0.32875 0.582865 
0.33 0.584364 
0.33125 0.585858 
0.3325 0.587346 
0.33375 0.588828 
0.335 0.590305 
0.33625 0.591777 
0.3375 0.593243 
0.33875 0.594704 
0.34 0.596159 
0.34125 0.597609 
0.3425 0.599054 
0.34375 0.600493 
0.345 0.601926 
0.34625 0.603355 
0.3475 0.604777 
0.34875 0.606195 
0.35 0.607607 
0.35125 0.609013 
0.3525 0.610414 
0.35375 0.61181 
0.355 0.6132 
0.35625 0.614585 
0.3575 0.615964 
0.35875 0.617338 
0.36 0.618706 
0.36125 0.620069 
0.3625 0.621427 
0.36375 0.622779 
0.365 0.624125 
0.36625 0.625467 
0.3675 0.626803 
0.36875 0.628133 
0.37 0.629458 
0.37125 0.630777 
0.3725 0.632091 
0.37375 0.6334 
0.375 0.634703 
0.37625 0.636001 
0.3775 0.637293 
0.37875 0.63858 
0.38 0.639862 
0.38125 0.641138 
0.3825 0.642408 
0.38375 0.643674 
0.385 0.644933 
0.38625 0.646188 
0.3875 0.647436 
0.38875 0.64868 
0.39 0.649918 
0.39125 0.65115 
0.3925 0.652377 
0.39375 0.653599 
0.395 0.654815 
0.39625 0.656026 
0.3975 0.657232 
0.39875 0.658432 
0.4 0.659626 
0.40125 0.660815 
0.4025 0.661999 
0.40375 0.663177 
0.405 0.66435 
0.40625 0.665517 
0.4075 0.666679 
0.40875 0.667836 
0.41 0.668987 
0.41125 0.670132 
0.4125 0.671272 
0.41375 0.672407 
0.415 0.673536 
0.41625 0.67466 
0.4175 0.675779 
0.41875 0.676892 
0.42 0.677999 
0.42125 0.679101 
0.4225 0.680198 
0.42375 0.681289 
0.425 0.682375 
0.42625 0.683455 
0.4275 0.68453 
0.42875 0.6856 
0.43 0.686664 
0.43125 0.687723 
0.4325 0.688776 
0.43375 0.689824 
0.435 0.690866 
0.43625 0.691903 
0.4375 0.692934 
0.43875 0.69396 
0.44 0.694981 
0.44125 0.695996 
0.4425 0.697006 
0.44375 0.69801 
0.445 0.699009 
0.44625 0.700002 
0.4475 0.70099 
0.44875 0.701973 
0.45 0.70295 
0.45125 0.703922 
0.4525 0.704888 
0.45375 0.705849 
0.455 0.706804 
0.45625 0.707754 
0.4575 0.708699 
0.45875 0.709638 
0.46 0.710572 
0.46125 0.7115 
0.4625 0.712423 
0.46375 0.71334 
0.465 0.714252 
0.46625 0.715158 
0.4675 0.716059 
0.46875 0.716955 
0.47 0.717845 
0.47125 0.71873 
0.4725 0.719609 
0.47375 0.720483 
0.475 0.721351 
0.47625 0.722214 
0.4775 0.723072 
0.47875 0.723924 
0.48 0.724771 
0.48125 0.725612 
0.4825 0.726448 
0.48375 0.727278 
0.485 0.728103 
0.48625 0.728923 
0.4875 0.729737 
0.48875 0.730546 
0.49 0.731349 
0.49125 0.732147 
0.4925 0.732939 
0.49375 0.733726 
0.495 0.734507 
0.49625 0.735283 
0.4975 0.736054 
0.49875 0.736819 
0.5 0.737579 


0.5 0.737579 
0.50125 0.736819 
0.5025 0.736054 
0.50375 0.735283 
0.505 0.734507 
0.50625 0.733726 
0.5075 0.732939 
0.50875 0.732147 
0.51 0.731349 
0.51125 0.730546 
0.5125 0.729737 
0.51375 0.728923 
0.515 0.728103 
0.51625 0.727278 
0.5175 0.726448 
0.51875 0.725612 
0.52 0.724771 
0.52125 0.723924 
0.5225 0.723072 
0.52375 0.722214 
0.525 0.721351 
0.52625 0.720483 
0.5275 0.719609 
0.52875 0.71873 
0.53 0.717845 
0.53125 0.716955 
0.5325 0.716059 
0.53375 0.715158 
0.535 0.714252 
0.53625 0.71334 
0.5375 0.712423 
0.53875 0.7115 
0.54 0.710572 
0.54125 0.709638 
0.5425 0.708699 
0.54375 0.707754 
0.545 0.706804 
0.54625 0.705849 
0.5475 0.704888 
0.54875 0.703922 
0.55 0.70295 
0.55125 0.701973 
0.5525 0.70099 
0.55375 0.700002 
0.555 0.699009 
0.55625 0.69801 
0.5575 0.697006 
0.55875 0.695996 
0.56 0.694981 
0.56125 0.69396 
0.5625 0.692934 
0.56375 0.691903 
0.565 0.690866 
0.56625 0.689824 
0.5675 0.688776 
0.56875 0.687723 
0.57 0.686664 
0.57125 0.6856 
0.5725 0.68453 
0.57375 0.683455 
0.575 0.682375 
0.57625 0.681289 
0.5775 0.680198 
0.57875 0.679101 
0.58 0.677999 
0.58125 0.676892 
0.5825 0.675779 
0.58375 0.67466 
0.585 0.673536 
0.58625 0.672407 
0.5875 0.671272 
0.58875 0.670132 
0.59 0.668987 
0.59125 0.667836 
0.5925 0.666679 
0.59375 0.665517 
0.595 0.66435 
0.59625 0.663177 
0.5975 0.661999 
0.59875 0.660815 
0.6 0.659626 
0.60125 0.658432 
0.6025 0.657232 
0.60375 0.656026 
0.605 0.654815 
0.60625 0.653599 
0.6075 0.652377 
0.60875 0.65115 
0.61 0.649918 
0.61125 0.64868 
0.6125 0.647436 
0.61375 0.646188 
0.615 0.644933 
0.61625 0.643674 
0.6175 0.642408 
0.61875 0.641138 
0.62 0.639862 
0.62125 0.63858 
0.6225 0.637293 
0.62375 0.636001 
0.625 0.634703 
0.62625 0.6334 
0.6275 0.632091 
0.62875 0.630777 
0.63 0.629458 
0.63125 0.628133 
0.6325 0.626803 
0.63375 0.625467 
0.635 0.624125 
0.63625 0.622779 
0.6375 0.621427 
0.63875 0.620069 
0.64 0.618706 
0.64125 0.617338 
0.6425 0.615964 
0.64375 0.614585 
0.645 0.6132 
0.64625 0.61181 
0.6475 0.610414 
0.64875 0.609013 
0.65 0.607607 
0.65125 0.606195 
0.6525 0.604777 
0.65375 0.603355 
0.655 0.601926 
0.65625 0.600493 
0.6575 0.599054 
0.65875 0.597609 
0.66 0.596159 
0.66125 0.594704 
0.6625 0.593243 
0.66375 0.591777 
0.665 0.590305 
0.66625 0.588828 
0.6675 0.587346 
0.66875 0.585858 
0.67 0.584364 
0.67125 0.582865 
0.6725 0.581361 
0.67375 0.579851 
0.675 0.578336 
0.67625 0.576816 
0.6775 0.57529 
0.67875 0.573758 
0.68 0.572221 
0.68125 0.570679 
0.6825 0.569131 
0.68375 0.567578 
0.685 0.566019 
0.68625 0.564455 
0.6875 0.562886 
0.68875 0.561311 
0.69 0.55973 
0.69125 0.558145 
0.6925 0.556553 
0.69375 0.554957 
0.695 0.553355 
0.69625 0.551747 
0.6975 0.550134 
0.69875 0.548516 
0.7 0.546892 
0.70125 0.545263 
0.7025 0.543628 
0.70375 0.541988 
0.705 0.540342 
0.70625 0.538691 
0.7075 0.537035 
0.70875 0.535373 
0.71 0.533705 
0.71125 0.532033 
0.7125 0.530354 
0.71375 0.528671 
0.715 0.526982 
0.71625 0.525287 
0.7175 0.523587 
0.71875 0.521882 
0.72 0.520171 
0.72125 0.518455 
0.7225 0.516733 
0.72375 0.515006 
0.725 0.513274 
0.72625 0.511536 
0.7275 0.509792 
0.72875 0.508043 
0.73 0.506289 
0.73125 0.504529 
0.7325 0.502764 
0.73375 0.500994 
0.735 0.499218 
0.73625 0.497436 
0.7375 0.495649 
0.73875 0.493857 
0.74 0.492059 
0.74125 0.490256 
0.7425 0.488448 
0.74375 0.486633 
0.745 0.484814 
0.74625 0.482989 
0.7475 0.481159 
0.74875 0.479323 
0.75 0.477482 
0.75125 0.475635 
0.7525 0.473783 
0.75375 0.471925 
0.755 0.470062 
0.75625 0.468194 
0.7575 0.46632 
0.75875 0.464441 
0.76 0.462556 
0.76125 0.460666 
0.7625 0.45877 
0.76375 0.456869 
0.765 0.454963 
0.76625 0.453051 
0.7675 0.451134 
0.76875 0.449211 
0.77 0.447283 
0.77125 0.445349 
0.7725 0.44341 
0.77375 0.441466 
0.775 0.439516 
0.77625 0.43756 
0.7775 0.4356 
0.77875 0.433633 
0.78 0.431662 
0.78125 0.429685 
0.7825 0.427702 
0.78375 0.425714 
0.785 0.423721 
0.78625 0.421722 
0.7875 0.419718 
0.78875 0.417708 
0.79 0.415693 
0.79125 0.413672 
0.7925 0.411646 
0.79375 0.409615 
0.795 0.407578 
0.79625 0.405536 
0.7975 0.403488 
0.79875 0.401435 
0.8 0.399376 
0.80125 0.397312 
0.8025 0.395243 
0.80375 0.393168 
0.805 0.391087 
0.80625 0.389001 
0.8075 0.38691 
0.80875 0.384814 
0.81 0.382712 
0.81125 0.380604 
0.8125 0.378491 
0.81375 0.376373 
0.815 0.374249 
0.81625 0.37212 
0.8175 0.369985 
0.81875 0.367845 
0.82 0.365699 
0.82125 0.363548 
0.8225 0.361392 
0.82375 0.35923 
0.825 0.357063 
0.82625 0.35489 
0.8275 0.352712 
0.82875 0.350528 
0.83 0.348339 
0.83125 0.346144 
0.8325 0.343945 
0.83375 0.341739 
0.835 0.339528 
0.83625 0.337312 
0.8375 0.335091 
0.83875 0.332863 
0.84 0.330631 
0.84125 0.328393 
0.8425 0.32615 
0.84375 0.323901 
0.845 0.321647 
0.84625 0.319387 
0.8475 0.317122 
0.84875 0.314851 
0.85 0.312575 
0.85125 0.310294 
0.8525 0.308007 
0.85375 0.305715 
0.855 0.303417 
0.85625 0.301114 
0.8575 0.298805 
0.85875 0.296491 
0.86 0.294171 
0.86125 0.291847 
0.8625 0.289516 
0.86375 0.28718 
0.865 0.284839 
0.86625 0.282493 
0.8675 0.280141 
0.86875 0.277783 
0.87 0.27542 
0.87125 0.273052 
0.8725 0.270678 
0.87375 0.268299 
0.875 0.265914 
0.87625 0.263524 
0.8775 0.261128 
0.87875 0.258727 
0.88 0.256321 
0.88125 0.253909 
0.8825 0.251492 
0.88375 0.249069 
0.885 0.246641 
0.88625 0.244207 
0.8875 0.241768 
0.88875 0.239324 
0.89 0.236874 
0.89125 0.234418 
0.8925 0.231958 
0.89375 0.229491 
0.895 0.22702 
0.89625 0.224543 
0.8975 0.22206 
0.89875 0.219572 
0.9 0.217079 
0.90125 0.21458 
0.9025 0.212076 
0.90375 0.209566 
0.905 0.207051 
0.90625 0.20453 
0.9075 0.202004 
0.90875 0.199473 
0.91 0.196936 
0.91125 0.194394 
0.9125 0.191846 
0.91375 0.189293 
0.915 0.186734 
0.91625 0.18417 
0.9175 0.181601 
0.91875 0.179026 
0.92 0.176446 
0.92125 0.17386 
0.9225 0.171269 
0.92375 0.168672 
0.925 0.16607 
0.92625 0.163462 
0.9275 0.160849 
0.92875 0.158231 
0.93 0.155607 
0.93125 0.152978 
0.9325 0.150343 
0.93375 0.147703 
0.935 0.145058 
0.93625 0.142407 
0.9375 0.13975 
0.93875 0.137088 
0.94 0.134421 
0.94125 0.131748 
0.9425 0.12907 
0.94375 0.126387 
0.945 0.123698 
0.94625 0.121003 
0.9475 0.118303 
0.94875 0.115598 
0.95 0.112887 
0.95125 0.110171 
0.9525 0.107449 
0.95375 0.104722 
0.955 0.10199 
0.95625 0.0992517 
0.9575 0.0965084 
0.95875 0.0937595 
0.96 0.0910053 
0.96125 0.0882456 
0.9625 0.0854805 
0.96375 0.08271 
0.965 0.079934 
0.96625 0.0771526 
0.9675 0.0743657 
0.96875 0.0715734 
0.97 0.0687757 
0.97125 0.0659725 
0.9725 0.063164 
0.97375 0.0603499 
0.975 0.0575305 
0.97625 0.0547056 
0.9775 0.0518752 
0.97875 0.0490395 
