n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u           L2_error_p         H1semi_error_u    
       4     256   15360    12800     2560        8 4.5358 1.723e-02 6.472e-08     -    - 2.275e-05     -    - 1.019e-05     -    - 
       5    1024   61440    51200    10240        8 4.7550 2.078e-02 2.058e-09 31.44 4.97 1.424e-06 15.98 4.00 6.391e-07 15.94 3.99 
       6    4096  245760   204800    40960        8 4.8085 2.169e-02 6.495e-11 31.69 4.99 8.898e-08 16.00 4.00 4.001e-08 15.97 4.00 
       7   16384  983040   819200   163840        8 4.8470 2.236e-02 5.861e-12 11.08 3.47 5.562e-09 16.00 4.00 2.504e-09 15.98 4.00 
       8   65536 3932160  3276800   655360        8 4.9117 2.351e-02 5.548e-12  1.06 0.08 3.797e-10 14.65 3.87 1.822e-10 13.74 3.78 
