n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u           L2_error_p         H1semi_error_u    
       3      64    5568     4608      960        8 3.4648 4.910e-03 1.265e-07     -    - 2.739e-05     -    - 1.248e-05     -    - 
       4     256   22272    18432     3840        8 4.0405 1.047e-02 2.059e-09 61.43 5.94 8.646e-07 31.68 4.99 4.089e-07 30.52 4.93 
       5    1024   89088    73728    15360        8 4.2098 1.258e-02 3.270e-11 62.97 5.98 2.706e-08 31.96 5.00 1.302e-08 31.39 4.97 
       6    4096  356352   294912    61440        8 4.3504 1.449e-02 5.921e-13 55.23 5.79 8.455e-10 32.00 5.00 4.102e-10 31.75 4.99 
       7   16384 1425408  1179648   245760        8 4.3793 1.490e-02 3.142e-13  1.88 0.91 2.805e-11 30.15 4.91 1.398e-11 29.33 4.87 
