n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        8 4.2146 1.264e-02 3.409e-10     -     - 6.578e-08     -    - 7.548e-08     -    - 
       5    1024   77120    51520    25600        8 4.5629 1.765e-02 1.064e-11 32.03  5.02 2.062e-09 31.91 5.00 4.723e-09 15.98 4.02 
       6    4096  307840   205440   102400        8 4.7618 2.089e-02 3.325e-13 32.00  5.01 1.127e-10 18.29 4.19 2.953e-10 15.99 4.01 
       7   16384 1230080   820480   409600        8 4.7839 2.127e-02 1.865e-14 17.83  4.16 5.047e-11  2.23 1.16 1.846e-11 16.00 4.00 
       8   65536 4917760  3279360  1638400        8 4.7853 2.129e-02 8.935e-14  0.21 -2.26 2.541e-11  1.99 0.99 1.316e-12 14.02 3.81 
